raw_id,source,query_file,title,authors,year,venue,doc_type,doi,bucket,duplicate_of,sig_hits,sig_count,abstract,source_notes
R049483,ACMDigitalLibrary,query5.bib,Introducing Ada,"Carlson, William E. and Druffel, Larry E. and Fisher, David A. and Whitaker, William A.",1980,Proceedings of the ACM 1980 Annual Conference,inproceedings,10.1145/800176.809976,year_E2,,safety,1,"The Ada programming language was finalized in July 1980 with the publication of the proposed standard Ada Language Reference Manual [A1]. That standard document is being reviewed for clarity and internal consistency under American National Standards Institute (ANSI) canvas procedures in preparation for the issuance of an ANSI Standard for Ada. Ada is also on the agenda of the International Standards Organization (ISO).The United States Department of Defense (DoD) has sponsored the development of Ada to provide a standard machine independent high order language (HOL) for software which is embedded in or procured as part of major defense systems. Examples of the intended applications include communications, avionics, air traffic control, missile guidance, and battlefield or shipboard decision support. Computers are usually dedicated to these applications. Frequently, they must operate in unfriendly environments, and are specially hardened to withstand shocks, vibrations, temperature fluctuations and other environmental stresses. DoD's annual investment for software to run on these embedded computers far exceeds that for data processing applications such as payroll, inventory and financial management [C3].",
R049516,ACMDigitalLibrary,query5.bib,Software validation and verification - a state of the art report(Panel Discussion),"Straeter, Terry A. and Broglio, Carlo and Fujii, Marilyn and Stucki, Leon and Saib, Sabina and Luckham, David",1978,Proceedings of the 1978 Annual Conference - Volume 2,inproceedings,10.1145/800178.810132,year_E2,,verification;safety,2,"In recent years, a number of new and innovative techniques have been developed for the verification and validation of software. The panel was chosen with representatives of both users and contributors to the technology. The panelists Dr. Carlo Broglio and Marilyn Fujii are actively engaged in the V&amp;V of systems soon to be operational. Dr. Leon Stucki and Dr. Sabina Saib, in addition to having been active contributors to the current state of the V&amp;V technology, are currently applying their work to large systems under development. The final panelist, Dr. David Luckham has recently developed a formal PASCAL verifier which he is actively using on real programs.The discussion will identify those techniques currently in use on projects ranging from avionics software in strategic aircraft and missile systems to national aerospace survelillance software. Questions to be considered are how effective have techniques like static analysis, code walkthroughs, symbolic execution, structured testing, functional testing, etc., been. Panelists will then discuss the current state of the use of formal/automated V&amp;V techniques to the software requirements and design processes. Finally, the panel will consider the current and future role of formal proof techniques. The following are position papers from each of the panelists describing their recent V&amp;V activities.",
R049524,ACMDigitalLibrary,query5.bib,NEST: a network simulation and prototyping testbed,"Dupuy, Alexander and Schwartz, Jed and Yemini, Yechiam and Bacon, David",1990,Commun. ACM,article,10.1145/84537.84549,year_E2,,,0,"The Network Simulation Testbed (NEST) is a graphical environment for simulation and rapid-prototyping of distributed networked systems and protocols. Designers of distributed networked systems require the ability to study the systems operations under a variety of simulated network scenarios. For example, designers of a routing protocol need to study the steady-state performance features of the mechanism as well as its dynamic response to failure of links or switching nodes. Similarly, designers of a distributed transaction processing system need to study the performance of the system under a variety of load models as well as its response to failure conditions. NEST provides a complete environment for modeling, execution and monitoring of distributed systems of arbitrary complexity.NEST is embedded within a standard UNIX environment. A user develops a simulation model of a communication network using a set of graphical tools provided by the NEST generic monitor tools. Node functions (e.g., routing protocol) as well as communication link behaviors (e.g., packet loss or delay features) are typically coded by the user in C; in theory, any high-level block-structured language could be supported for this function. These procedures provided by the user are linked with the simulated network model and executed efficiently by the NEST simulation server. The user can reconfigure the simulation scenario either through graphical interaction or under program control. The results of an execution can be graphically monitored through custom monitors, developed using NEST graphical tools.NEST may thus be used to conduct simulation studies of arbitrary distributed networked systems. However, unlike pure simulation tools, NEST may also be used as an environment for rapid prototyping of distributed systems and protocols. The actual code of the systems developed in this manner can be used at any development stage as the node functions for a simulation. The behavior of the system may be examined under a variety of simulated scenarios. For example, in the development of a routing protocol for a mobile packet radio network, it is possible to examine the speed with which the routing protocol responds to changes in the topology, the probability and expected duration of a routing loop. The actual code of the routing protocol may be embedded as node functions within NEST. The only modifications of the code will involve use of NEST calls upon the simulated network to send, receive or broadcast a message. Thus NEST is particularly useful as a tool to study the performance behavior of real (or realisticly modeled) distributed systems in response to simulated complex dynamical network behaviors. Such dynamic response is typically beyond the scope of analytical techniques restricted to model steady-state equilibrium behaviors.Traditional approaches to simulation are either language-based or model-based. Language-based approaches (e.g., Simula, Simscript) provide users with specialized programming language constructs to support modeling and simulation. The key advantage of these approaches is their generality of applications. These approaches, however, are fundamentally limited as tools to study complex distributed systems: First, they separate the tasks of modeling and simulation from those of design and development. A designer of a network protocol is required to develop the code in one environment using one language (e.g., C), while simultaneously developing a consistent simulation model (e.g., in Simscript). The distinctions between the simulation model and the actual system may be significant enough to reduce the effectiveness of simulation. This is particularly true for complex systems involving a long design cycle and significant changes. Second, these approaches require the modeler to efficiently manage the complexity of scheduling distributed system models (under arbitrary network scenarios).Model-based approaches (e.g., queuing-network simulators such as IBM's RESQ [12]) provide users with extensive collections of tools supporting a particular simulation-modeling technique. The key advantage of model-based approaches is the efficiency with which they may handle large-scale simulations by utilizing model-specific techniques (e.g., fast algorithms to solve complex queuing network models). Their key disadvantage is a narrower scope of applications and questions that they may answer. For example, it is not possible within a pure queuing-network model to model and analyze complex transient behaviors (e.g., formation of routing loops in a mobile packet radio network). The model-based approach, like the language-based approaches, suffers from having simulation/testing separated from design/development. It has the additional important disadvantage of requiring users to develop in-depth understanding of the modeling techniques. Designers of distributed database transaction systems are often unfamiliar with queuing models.NEST pursues a different approach to simulation studies: extending a networked operating system environment to support simulation modeling and efficient execution. This environment-based approach to simulation shares the generality of its modeling power with language-based approaches. NEST may be used to model arbitrary distributed interacting systems. NEST also shares with the language-based approach an internal execution architecture that accomplishes very efficient scheduling of a large number of processes. However, unlike language-based approaches, the user does not need to be concerned with management of complex simulation scheduling problems. Furthermore, NEST does not require the user to master or use a separate simulation language facility; the processes of design, development and simulation are fully integrated. The user can study the behavior of the actual system being developed (at any level of detail) under arbitrary simulated scenarios. The routing protocol designer, for example, can attach the routing protocol designed (actual code with minor adjustments) to a NEST simulation and study the system behavior. As the system changes through the design process, new simulation studies may be conducted by attaching the new code to the same simulation models. NEST can thus be used as an integral part of the design process along with other tools (e.g., for debugging).In similarity to model-based approaches, NEST is specifically targeted toward a limited scope of applications: distributed networked systems. NEST supports a built-in customizable communication network model. However, this scope has been sufficiently broad to support studies ranging from low-level communication protocols to complex distributed transaction processing systems, avionic systems and even manufacturing processes.The environment-based approach to simulation offers a few important attractions to users: 1. Simulation is integrated with the range of tools supported by the environment.The user can utilize graphics, statistical packages, debuggers and other standard tools of choice in the simulation study.Simulation can become an integral part of a standard development process.2. Users need not develop extensive new skills or knowledge to pursue simulation studies.3. Standard features of the environment can be used to enhance the range of applicability.NEST simulation is configured as a network server with monitors as clients. The client/server model permits multiple remote accesses to a shared testbed. This can be very important in supporting a large-scale multisite project.In this article we describe the architecture of NEST, illustrate its use, and describe some aspects of NEST implementation. We will also feature its design and provide examples of NEST applications.",
R049548,ACMDigitalLibrary,query5.bib,"A Simulation Support System Capable Of Control, Monitoring And Simulation Of Airborne Systems","Ostgaard, John C.",1978,Proceedings of the 1978 Annual Conference,inproceedings,10.1145/800127.804123,year_E2,,verification;safety;realtime_managed,3,"With increasing use of simulations as a means of demonstrating and verifying systems, more emphasis has been placed on simulation support systems capable of sustaining these demonstrations. This paper contains a discussion of a current Support System used in conjunction with the Digital Avionics Information System (DAIS) Program being conducted at the Air Force Avionics Laboratory, Wright-Patterson Air Force Base.Descriptions of Support Hardware Systems and Software Support and Analysis Programs are included in this document.The purpose of the Simulation Support System is to test and evaluate advanced avionic system and subsystem configurations. The support system provides a real-time simulation of a military aircraft performing an operational mission. The simulation generates interface signals between the aircraft sensor suite and the avionic system so that the avionics equipment is subjected to a data signal environment which is nearly identical to actual flight. In addition to the simulation of flight data, the support system has the capability to monitor, record and control the data from both the simulation and the actual flight hardware.",
R050063,ACMDigitalLibrary,query6.bib,Performance of a hardware-assisted real-time garbage collector,"Schmidt, William J. and Nilsen, Kelvin D.",1994,Proceedings of the Sixth International Conference on Architectural Support for Programming Languages and Operating Systems,inproceedings,10.1145/195473.195504,year_E2,,realtime_managed,1,"Hardware-assisted real-time garbage collection offers high throughput and small worst-case bounds on the times required to allocate dynamic objects and to access the memory contained within previously allocated objects. Whether the proposed technology is cost effective depends on various choices between configuration alternatives. This paper reports the performance of several different configurations of the hardware-assisted real-time garbage collection system subjected to several different workloads. Reported measurements demonstrate that hardware-assisted real-time garbage collection is a viable alternative to traditional explicit memory management techniques, even for low-level languages like C++.",
R050407,ACMDigitalLibrary,query6.bib,The treadmill: real-time garbage collection without motion sickness,"Baker, Henry G.",1992,SIGPLAN Not.,article,10.1145/130854.130862,year_E2,,realtime_managed,1,"A simple real-time garbage collection algorithm is presented which does not copy, thereby avoiding some of the problems caused by the asynchronous motion of objects. This in-place ""treadmill"" garbage collection scheme has approximately the same complexity as other non-moving garbage collectors, thus making it usable in a high-level language implementation where some pointers cannot be traced. The treadmill is currently being used in a Lisp system built in Ada.",
R050526,ACMDigitalLibrary,query6.bib,Garbage collection of actors,"Kafura, Dennis and Washabaugh, Doug and Nelson, Jeff",1990,"Proceedings of the European Conference on Object-Oriented Programming on Object-Oriented Programming Systems, Languages, and Applications",inproceedings,10.1145/97945.97961,year_E2,,realtime_managed,1,"This paper considers the garbage collection of concurrent objects for which it is necessary to know not only “reachability,” the usual criterion for reclaiming data, but also the “state” (active or blocked) of the object. For the actor model, a more comprehensive definition than previously available is given for reclaimable actors. Two garbage collection algorithms, implementing a set of “coloring” rules, are presented and their computational complexity is analyzed. Extensions are briefly described to allow incremental, concurrent, distributed and real-time collection. It is argued that the techniques used for the actor model applies to other object-based concurrent models.",
R050530,ACMDigitalLibrary,query6.bib,Trading data space for reduced time and code space in real-time garbage collection on stock hardware,"Brooks, Rodney A.",1984,Proceedings of the 1984 ACM Symposium on LISP and Functional Programming,inproceedings,10.1145/800055.802042,year_E2,,verification;realtime_managed,2,"This paper presents a new storage representation for cons cells (and all other LISP heap data structures) which allows more time efficient LISP with real-time garbage collection on stock hardware. “Stock hardware” refers to common modern architectures for Von Neumann uni-processors (e.g. MC68000, IBM370, VAX, NS32032, etc.). Previous real-time garbage collection schemes have either explicitly required specially tailored hardware in order to avoid multiple order of magnitude slowdowns, or have been merely extremely unattractive for implementation on stock hardware due to the high overhead assumed by all basic LISP primitives in checking the garbage collection status of pointers handed to them as arguments. We first show that copying compacting real-time garbage collection algorithms do not always need to protect user programs from seeing uncopied data, so long as a slightly more complicated collection termination condition is used. This opens the way to adding an indirection pointer to all LISP heap objects making it unnecessary to check the garbage collection status of pointers, and so the overhead costs for most primitives reduce to the addition of a single instruction. Impure primitives, i.e. those which write into existing structures (e.g. RPLACD), have their overhead reduced by a factor of almost 2. Code density is correspondingly decreased. The cost of this scheme is increased storage size for all LISP heap objects one extra pointer per object, although for some objects (e.g. floating point numbers) this expense is already necessary in many other non real-time garbage collection algorithms.",
R050534,ACMDigitalLibrary,query6.bib,Reducing the latency of a real-time garbage collector,"Johnson, Ralph E.",1992,ACM Lett. Program. Lang. Syst.,article,10.1145/130616.130621,year_E2,,realtime_managed,1,"This paper shows how to make the latency of scanning a page in the Appel-Ellis-Li real-time garbage collector be proportional only to the number of object references on a page (the page size), instead of to the sum of the sizes of the objects referenced by the page. This makes the garbage collection algorithm much more suitable for real-time systems.",
