"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Detection of Broken Access Control Vulnerability Using Graph Representation","F. A. Wiradhika Dharmasatya; Y. Asnar","School of Electrical Engineering and Informatics Institut, Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics Institut, Teknologi Bandung, Bandung, Indonesia",2024 IEEE International Conference on Data and Software Engineering (ICoDSE),"14 Jan 2025","2024","","","84","89","Broken access control is still one of the most common vulnerabilities. This vulnerability can cause unauthorized information disclosure, modification, or destruction of all data or performing business function outside the user's limits. One method to detect broken access control is static code analysis. Various tools use different static code analysis techniques, mostly graph-based, such as finding vulnerability pattern using graph analysis, calculating graph similarity, graph embedding, and deep learning. Some of graphs that are commonly used are abstract syntax tree and control flow graph. However, there are several problems in existing tools such as framework-dependent and knowledge base that still depends on tool maker. This paper is aimed to develop static code analysis tool for Python code that utilize finding vulnerability pattern using graph analysis method. This tool allows users to add their own knowledge base, which is an advantage compared to existing tool. From the testing results on 16 projects, the tool has a recall value of 100% and a precision value of 63.24%. The recall value that reaches 100 % and the significant number of false positives occurred because the tool assumes that all detected code has a broken access control vulnerability by default until access control check is found.","2640-0227","979-8-3315-0640-7","10.1109/ICoDSE63307.2024.10829892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10829892","broken access control;static code analysis;control flow graph;abstract syntax tree","Access control;Deep learning;Codes;Source coding;Knowledge based systems;Syntactics;Flow graphs;Python;Testing;Software engineering","","1","","14","IEEE","14 Jan 2025","30-31 Oct. 2024","30-31 Oct. 2024","IEEE","IEEE Conferences"
"Bridging the Prototype-Production Gap: A Multi-Agent System for Notebooks Transformation","H. Elhashemy; Y. Lotfy; Y. Tang","Siemens AG, Munich, Germany; Siemens AG, Technical University of Munich, Munich, Germany; Siemens AG, Munich, Germany",2025 40th IEEE/ACM International Conference on Automated Software Engineering Workshops (ASEW),"19 Jan 2026","2025","","","299","302","The increasing adoption of Jupyter notebooks in data science and machine learning workflows has created a gap between exploratory code development and production-ready software systems. While notebooks excel at iterative development and visualization, they often lack proper software engineering principles, making their transition to production environments challenging. This paper presents Codelevate1, a novel multiagent system that automatically transforms Jupyter notebooks into well-structured, maintainable Python code repositories. Our system employs three specialized agents - Architect, Developer, and Structure - working in concert through a shared dependency tree to ensure architectural coherence and code quality. Our experimental results validate Codelevate’s capability to bridge the prototype-to-production gap through autonomous code transformation, yielding quantifiable improvements in code quality metrics while preserving computational semantics.1Source Code: https://github.com/siemens-research/genai-for-sw-architecture.","2151-0849","979-8-3315-8503-7","10.1109/ASEW67777.2025.00061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334227","Task-specific Agents;Multi-agents;Automated Code Migration;Prototype Code Evolution","Codes;Trees (botanical);Semantics;Prototypes;Transforms;Production;Software systems;Software engineering;Multi-agent systems;Python","","1","","7","IEEE","19 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
"Real-Time Visualization of Learning Progress in Online Programming Exercises Using Google Classroom and Colaboratory","K. Yoshihara; N. Iguchi","Faculty of Informatics, Cyber Informatics Research Institute Kindai University Higashi, Osaka, Japan; Faculty of Informatics, Cyber Informatics Research Institute Kindai University Higashi, Osaka, Japan",2025 International Conference on Education Technology and Computers (ICETC),"19 Feb 2026","2025","","","646","649","In online programming education, it is often challenging for instructors to monitor learners’ engagement with coding exercises in real time. In this study, we developed a system that integrates Google Classroom and Colaboratory to automatically collect the execution results and error messages from each learner’s Python notebook. The system is implemented using Google Apps Script, which periodically analyzes the. ipynb files and visualizes the results in a Google Spreadsheet. Correct outputs are highlighted in green, while error outputs are marked in red, enabling instructors to easily track students’ progress during live sessions. A preliminary trial with 11 learners demonstrated that the system effectively supported real-time visualization of learning progress in an online programming class.","","979-8-3315-9791-7","10.1109/ICETC66579.2025.11387701","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11387701","online programming education;real-time monitoring;learner progress visualization;Google Classroom;Google Colaboratory","Visualization;Generative AI;Education;Green products;Real-time systems;Internet;Servers;Programming profession;Monitoring;Python","","","","10","IEEE","19 Feb 2026","18-21 Sept. 2025","18-21 Sept. 2025","IEEE","IEEE Conferences"
"Machine Learning Integrated Framework for Malware Analysis Web Application Protection and Network Threat Detection","M. Kathiravan","Dept. of CSE, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Chennai, India",2026 IEEE International Conference on Emerging Computing and Intelligent Technologies (ICoECIT),"5 May 2026","2026","","","1","5","The issue of security remains one of the most significant today since various industries are forced to address it, particularly in light of the new technological advances in AI and other solutions to the identical issue. The current paper is the outcome of the cooperation of five current cybersecurity implementations that unified their capabilities to solve online security issues. The project will include malware and Python and machine learning malware analysis in a sandbox environment, a deep learning-powered web application firewall, packet sniffing, visualization of the traffic, and the detection of keyloggers, among other things. The sandbox analysis also offered detailed static and dynamic reports of the malicious files and their metadata, imported libraries, registry modifications, and network traffic that therefore offered more to the forensic explanation of malware behavior. The web application firewall that was created with the use of the multiclass deep learning classifier had a test accuracy of 99.6 percent and an F1 score greater than 0.99, thereby making it highly reliable in terms of its ability to predict whether the network traffic will be permitted or rejected. The visualization of network traffic provided the admins with the complete architectural view of the company devices and their interconnections; thereby, the anomalies and situational awareness were also highly enhanced. The presence of keyloggers and their respective traffic patterns are checked using the LightGBM model that would inform you about the keylogging activity in place. The findings suggest that Python and machine learning integration can help develop automated, accurate, and comprehensible solutions. The strategies would possibly reduce the effects of cyber threats even in advance before they occur.","","979-8-3315-8997-4","10.1109/ICoECIT68303.2026.11497195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11497195","Virtual Machine;Firewall;Malware Forensics;Packet Sniffing;Industry;Innovation Infrastructure","Communication systems;Internet of Things;Telecommunication traffic;Network architecture;IP networks;Internet;Protocols;Computer networks;Telecommunications;Data communication","","2","","15","IEEE","5 May 2026","28-29 Jan. 2026","28-29 Jan. 2026","IEEE","IEEE Conferences"
"PyTraceBugs: A Large Python Code Dataset for Supervised Machine Learning in Software Defect Prediction","E. N. Akimova; A. Y. Bersenev; A. A. Deikov; K. S. Kobylkin; A. V. Konygin; I. P. Mezentsev; V. E. Misilov","Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia; Krasovskii Institute of Mathematics and Mechanics, UB RAS, Ekaterinburg, Russia",2021 28th Asia-Pacific Software Engineering Conference (APSEC),"17 Feb 2022","2021","","","141","151","Contemporary software engineering tools employ deep learning methods to identify bugs and defects in source code. Being data-hungry, supervised deep neural network models require large labeled datasets for their robust and accurate training. In distinction to, say, Java, there is lack of such datasets for Python. Most of the known datasets containing the labeled Python source code are of relatively small size. Those datasets are suitable for testing built deep learning models, but not for their training. Therefore, larger labeled datasets have to be created based on some well-received algorithmic principles to select relevant source code from the available public codebases. In this work, a large dataset of the labeled Python source code is created named PyTraceBugs. It is intended for training, validating, and evaluating large deep learning models to identify a special class of low-level bugs in source code snippets manifested by throwing error exceptions, reported in standard traceback messages. Here, a code snippet is assumed to be either a function or a method implementation. The dataset contains 5.7 million correct source code snippets and 24 thousands buggy snippets from the Github public repositories. Most represented bugs are: absence of attribute, empty object, index out of range, and text encoding/decoding errors. The dataset is split into training, validation and test samples. Confidence in labeling of the snippets into buggy and correct is about 85% according to our estimates. Labeling of the snippets in the test sample is additionally manually validated to be almost 100% confident. To demonstrate advantages of our dataset, it is used to train a binary classification model for distinguishing the buggy and correct source code. This model employs the pretrained BERT-like contextual embeddings. Its performances are as follows: precision on the test set is 96 % for the buggy source code and 61 % for the correct source code whereas recall is 34 % and 99 % respectively. The model performance is also estimated on the known BugsInPy dataset: here, it reports approximately 14% of buggy snippets.","2640-0715","978-1-6654-3784-4","10.1109/APSEC53868.2021.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712116","defect prediction;bug dataset;data mining","Training;Deep learning;Codes;Computer bugs;Predictive models;Software;Labeling","","14","","22","IEEE","17 Feb 2022","6-9 Dec. 2021","6-9 Dec. 2021","IEEE","IEEE Conferences"
"An Open-Source Static Timing Analysis EDA Tool for Digital System Design","S. Barbhaya; U. Mehta","Department of Electronics and Communication Engineering Institute of Technology, Nirma University, Ahmedabad, India; Department of Electronics and Communication Engineering Institute of Technology, Nirma University, Ahmedabad, India","2023 IEEE 3rd International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent (TEMSMET)","16 Jun 2023","2023","","","1","6","Static timing analysis (STA) is an EDA tool used for Digital System Design to compute the expected delay/timing of a synchronous digital circuit without requiring a simulation of the full circuit. High-performance VLSI designs have traditionally been characterized by the clock frequency at which they operate. Estimation of a circuit to operate at the specified speed requires an ability to measure, during the design process, its delay at numerous abstraction levels. Moreover, delay calculation must be incorporated into the inner loop of timing optimizations at various steps of design, such as logic synthesis, layout design, PNR (placement and routing), and in in-place optimizations performed late in the design cycle. There are high-end Industrial EDA tools available, but this paper addresses the need of a low-cost solution for STA. The paper proposes a novel aspect of an open-source EDA tool to find the critical path of Digital Design. The tool is developed using Python Language. The netlist format used for this tool is a modified version of gate level ISCAS netlist format which included the information on circuit structure and the gate and net delays can be provided by the user. The developed tool provides a visual impression of the design in the form of a directed acyclic graph (DAG) and highlights the critical path. The tool aims to provide assistance in digital designing for STA and help the designer provide modification in case of a timing violation (Setup or Hold).","","979-8-3503-9781-9","10.1109/TEMSMET56707.2023.10149924","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10149924","Static Timing Analysis (STA);Critical Path;ISCAS’85;Directed Acyclic Graph (DAG);Boolean Equation;Topological Sort","Visualization;Digital systems;Wires;Memory management;Logic gates;Very large scale integration;Routing","","1","","15","IEEE","16 Jun 2023","10-11 Feb. 2023","10-11 Feb. 2023","IEEE","IEEE Conferences"
"Automation of Program Code Analysis Using Machine Learning Methods","V. Moshkin; V. Kalachev; A. Zarubin","Department of information systems, Ulyanovsk State Technical University, Ulyanovsk, Russia; Department of information systems, Ulyanovsk State Technical University, Ulyanovsk, Russia; Department of infocommunication systems, The Bonch-Bruevich Saint - Petersburg State University of Telecommunication, Saint-Petersburg, Russia",2022 International Russian Automation Conference (RusAutoCon),"27 Sep 2022","2022","","","404","408","The paper presents a description of the developed approach and service for analyzing source code in Python. The service allows you to reduce the time spent on the code review process by partially automating this process. After publishing a changeset to a remote Git repository, the service starts checking the changeset and publishes reports of bugs and duplicates found in changeset comment format. A neural network with an original architecture is used for automatic code reviews. PyTorch, Scikit-learn and Transformers libraries are also used. The testing performed did not reveal any errors that affect the operation. All the main functions of the system are performed correctly.","","978-1-6654-6655-4","10.1109/RusAutoCon54946.2022.9896360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9896360","code analysis;machine learning;code review","Codes;Automation;Publishing;Computer bugs;Neural networks;Machine learning;Transformers","","1","","13","IEEE","27 Sep 2022","4-10 Sept. 2022","4-10 Sept. 2022","IEEE","IEEE Conferences"
"Efficient and Interpretable Code Analysis with Transformers","H. Mathur; R. Sandilya; B. Singh; S. K. Singh","Jaypee Institute Of Information Technology, Noida, India; Jaypee Institute Of Information Technology, Noida, India; Jaypee Institute Of Information Technology, Noida, India; Jaypee Institute Of Information Technology, Noida, India",2025 Seventeenth International Conference on Contemporary Computing (IC3),"31 Dec 2025","2025","","","1","4","Modern software development benefits greatly from automated code analysis tools that can detect bugs and suggest improvements. In this work, we present a transformer-based framework for code analysis that emphasizes both efficiency and interpretability. Our approach leverages pre-trained models to understand the syntax and semantics of the code and includes mechanisms to visualize the model’s attention for transparent error explanations. The system focuses on Python code, integrating pre-trained models like CodeBERT with modules for attention visualization, semantic analysis, and code parsing to address four key challenges: handling long code sequences via sparse attention mechanisms, mitigating biases in transformer predictions through adversarial training, incorporating code structure using Abstract Syntax Trees, and optimizing energy efficiency via model quantization and pruning. By prioritizing transparency through attention visualization and scalability through fragmentation strategies, this work provides a foundation for lightweight, developer-friendly code analysis tools. The results highlight the viability of transformer-based approaches for practical code optimization tasks while underscoring the need for continued research on energy-efficient model deployment and cross-language generalization.","","979-8-3315-5418-7","10.1109/IC366947.2025.11290129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11290129","","Visualization;Analytical models;Codes;Scalability;Semantics;Syntactics;Predictive models;Transformers;Energy efficiency;Optimization","","","","21","IEEE","31 Dec 2025","7-9 Aug. 2025","7-9 Aug. 2025","IEEE","IEEE Conferences"
"Prompting for Security: A Cross-Model Evaluation of Code Generation in LLMs","W. Saleem; S. Nazlıoğlu","Department of Software Engineering, Atılım University, Ankara, Türkiye; Department of Software Engineering, Atılım University, Ankara, Türkiye",2025 10th International Conference on Computer Science and Engineering (UBMK),"24 Oct 2025","2025","","","271","276","The security of AI-generated code has become a growing concern as Large Language Models (LLMs) like GPT-4, Gemini, DeepSeek, and LLaMA are increasingly integrated into software development pipelines. While prior research has primarily focused on GPT-family models, the security performance of newer open models under structured prompting remains underexplored. This study evaluates the ability of modern LLMs to generate secure code using six established prompting strategies across 150 Python tasks (LLMSecEval). Generated code was assessed using two static analysis tools (Bandit and CodeQL) to detect Common Weakness Enumeration (CWE) vulnerabilities. Findings showed that Recursive Criticism and Improvement (RCI) prompting significantly improves security outcomes across all models. Notably, LLaMA produced over 15,800 lines of vulnerability-free code under RCI. Gemini and DeepSeek also showed notable improvements under guided prompting. From a tool-specific perspective, Bandit and Cod-eQL produced divergent results, with CodeQL exposing deeper or more complex vulnerabilities. These results highlight the necessity of prompt-aware security evaluations and multi-tool static analysis to ensure reliable, secure code generation from LLMs. This study offers practical insights into secure code generation for developers and researchers.","2521-1641","979-8-3315-9975-1","10.1109/UBMK67458.2025.11207030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11207030","software security;prompt engineering;large language models;secure code generation;static code analysis","Codes;Runtime;Large language models;Pipelines;Static analysis;Computer architecture;Software;Security;Reliability;Software development management","","","","18","IEEE","24 Oct 2025","17-21 Sept. 2025","17-21 Sept. 2025","IEEE","IEEE Conferences"
"Agentic Code Review: A Multi-Agent Framework with Meta-Cognitive Reflection and Human-in-the-Loop Alignment","A. Saleem; Z. Adnan; S. A. Ryan; A. Jamil; A. A. Hameed; G. Fargetta","Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Department of Energy Engineering, University of Baghdad, Baghdad, Iraq; Department of Mathematics and Computer Science, University of Catania, Catania, Italy","2026 IEEE 2nd International Conference on Secure IoT, Assured and Trusted Computing (SATC)","5 Jun 2026","2026","","","1","6","Automated code review remains a persistent challenge in software engineering. Traditional static analysis tools depend on rigid pattern matching and produce excessive false positives, while large language model (LLM)-based approaches frequently hallucinate findings that reference nonexistent code. This paper presents a multi-agent framework that addresses both limitations through orchestrated specialization and adversarial self-verification. The proposed system deploys four agents via LangGraph: a security specialist that combines Bandit static analysis with LLM-based contextual reasoning, a retrievalaugmented performance optimizer that grounds suggestions in historical pull request data, a meta-cognitive critic that validates all findings against the original source code to filter hallucinations, and a lead architect that synthesizes only verified results. A human-in-the-loop checkpoint ensures that critical decisions remain under expert oversight before final synthesis. Evaluation on deliberately vulnerable Python code samples demonstrates that the critic agent reduces false positives by 40 % relative to a single-agent baseline, improves line-number accuracy from 67 % to $\mathbf{9 2 \%}$, and lowers the hallucination rate from $\mathbf{3 2 \%}$ to $\mathbf{1 8 \%}$. An ablation study confirms that the meta-cognitive verification layer contributes most significantly to these gains. These results indicate that adversarial self-verification within multi-agent architectures can meaningfully improve the reliability of LLMdriven code analysis for high-stakes software review tasks.","","979-8-3315-6184-0","10.1109/SATC69565.2026.11542535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11542535","multi-agent systems;automated code review;retrieval-augmented generation;hallucination detection;metacognition;human-in-the-loop;large language models","Codes;Modeling;Reviews;Large language models;Security;Printing;Retrieval augmented generation;Human in the loop;Static analysis;Cognition","","","","22","IEEE","5 Jun 2026","24-26 March 2026","24-26 March 2026","IEEE","IEEE Conferences"
"One Mutation Fits All: Exploring Universal Library Fuzzing Based on Exogenous Mutation","R. Dong; F. Tong; H. Huang; X. Zhu; X. Xiao; S. Wang; S. Wen; Y. Xiang","Department of Computing Technologies, Swinburne University of Technology, Hawthorn, VIC, Australia; Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Department of Computing Technologies, Swinburne University of Technology, Hawthorn, VIC, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Adelaide, SA, Australia; Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Central University of Finance and Economics, Beijing, China; Department of Computing Technologies, Swinburne University of Technology, Hawthorn, VIC, Australia; Department of Computing Technologies, Swinburne University of Technology, Hawthorn, VIC, Australia",IEEE Transactions on Dependable and Secure Computing,"12 Nov 2025","2025","22","6","6580","6591","Fuzzing is a critical technique for uncovering vulnerabilities in software libraries. However, current approaches often struggle with cross-language compatibility and integration with diverse fuzzing tools. We propose EXO-Muta, a novel universal library fuzzing framework based on exogenous mutation. The term 'exogenous' describes a mutation process that operates externally to the fuzzer's core engine, executing within the fuzz driver as an independent component, unlike traditional endogenous mutations tightly integrated within the fuzzer itself. By decoupling the mutation process from specific fuzzers, EXO-Muta achieves unprecedented adaptability across diverse programming languages and fuzzing tools. It leverages static analysis to extract structured data representations and applies language-independent mutation operators at the code level. This design enables seamless integration with various existing fuzzers, enhancing their performance regardless of the target language. We further utilize large language models (LLMs) for efficient cross-language data conversion. In experiments, we evaluated EXO-Muta on 20 real-world libraries across C++, Python, Java, and JavaScript, integrating it with multiple state-of-the-art fuzzers including AFL++, libFuzzer, Atheris, and Jazzer. Results show significant improvements in code coverage across different fuzzers and languages, with up to 58% more edges discovered in C++ projects when integrated with libFuzzer, and consistent outperformance in other scenarios (27% on Python, 9% on Java, 6% on JavaScript). EXO-Muta represents a significant advancement in fuzzing technology, offering a universal, language-agnostic approach that substantially improves code coverage and expands the reach of library API testing.","1941-0018","","10.1109/TDSC.2025.3588878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11079961","API fuzzing;cross-language compatibility;language-agnostic design;software testing;universal fuzzing framework","Fuzzing;Libraries;C++ languages;Engines;Codes;Python;Data structures;Java;Data mining;Testing","","4","","45","IEEE","14 Jul 2025","Nov.-Dec. 2025","","IEEE","IEEE Journals"
"Agentic Retrieval-Augmented Generation for Sustainable ETL Architecture: Automated Documentation and Design Quality Assessment to Support Carbon-Aware Data Pipelines","M. Jain; M. Ahmed; M. A. B. Ur Rahim","Department of Computer Engineering and Computer Science, California State University, Long Beach; Department of Computer Engineering and Computer Science, California State University, Long Beach; Department of Computer Engineering and Computer Science, California State University, Long Beach","2026 IEEE 50th Annual Computers, Software, and Applications Conference (COMPSAC)","20 Aug 2026","2026","","","3286","3291","Python-based Extract-Transform-Load (ETL) repositories evolve rapidly as data sources, schemas, and business requirements change, but documentation often lags behind implementation. This gap increases maintenance effort, slows onboarding, and makes design degradation harder to identify. We present AURA, a multi-agent retrieval-augmented generation (RAG) framework for documentation generation and maintainability analysis in Python ETL repositories. AURA combines abstract syntax tree (AST)-based extraction, repository-aware retrieval, static analysis, and four coordinated agents-Reasoner, Documenter, Refactor, and Orchestrator-to produce function-level docstrings, summaries, design-smell assessments, and refactoring suggestions. We evaluate AURA on 12 open-source ETL repositories comprising 413 functions and compare it against GPT-4 direct prompting, a retrieval-augmented single-agent baseline, and CodeT5. AURA achieves the strongest overall results, improving documentation overlap metrics (Token F1: 0.12 vs. 0.08-0.09; ROUGE-L: 0.11 vs. 0.07-0.08) and design-smell detection performance (F1: 0.85 vs. 0.73-0.75). An ablation study shows that repository-aware retrieval is the largest contributor to documentation quality, while agent decomposition further improves design analysis. We also discuss why lexical overlap metrics remain low in repository-scale code documentation tasks and provide a preliminary qualitative assessment of output usefulness and consistency. The results suggest that repository-aware, multi-agent code understanding can provide practical maintainability support for ETL systems. We frame potential sustainability implications cautiously: although improved maintainability may reduce rework over time, this study does not directly measure energy use or carbon impact.","2836-3795","979-8-3315-4497-3","10.1109/COMPSAC69091.2026.00490","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11645440","retrieval-augmented generation;multi-agent systems;ETL pipelines;code documentation;design smell detection;software maintainability","Documentation;Codes;Design methodology;Modeling;Retrieval augmented generation;Printing;Measurement;Pipelines;Python;Large language models","","","","19","IEEE","20 Aug 2026","7-10 July 2026","7-10 July 2026","IEEE","IEEE Conferences"
"Application of Hybrid Approach towards Multi Aspect Classification and Analysis of Malware","D. Das; S. M. Satapathy; A. D; A. Agarwal","School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, India",2023 OITS International Conference on Information Technology (OCIT),"19 Feb 2024","2023","","","284","289","Malicious software is what the term ""malware"" refers to. Malware is any type of software or document that compromises the security of a computer’s operating system, data, or both. These malicious applications are built to carry out a wide range of actions, including monitoring user activities on the computer without their consent, stealing, encrypting, deleting sensitive data, and altering key operating system computational capabilities. Trojan Horses, Ransomware, Spyware, Worms, and Viruses are the most frequently available types of malware that attackers utilize to harm the target machines. Using various static and dynamic analysis tools, malware analysis is the process of aggregating metadata about the malware, such as its behavior, signatures, etc. In this study, we’ve put forth a method that combines statically and dynamically analyzing malware files using a Python-based model. Generally, a variety of tools are utilized to analyze specific types of malware. This method analyses the numerous static and dynamic aspects of practically all varieties of malware in order to make it convenient","","979-8-3503-5823-0","10.1109/OCIT59427.2023.10430958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430958","Dynamic analysis;Hybrid malware analysis;Multi aspect analysis;Static analysis;Signatures","Operating systems;Metadata;Malware;Trojan horses;Ransomware;Spyware;Monitoring","","2","","15","IEEE","19 Feb 2024","13-15 Dec. 2023","13-15 Dec. 2023","IEEE","IEEE Conferences"
"Flexible semi-automatic support for type migration of primitives for C/C++ programs","R. Szalay; Z. Porkoláb","Department of Programming Languages and Compilers, Faculty of Informatics, ELTE Eötvös Loránd University, Budapest, Hungary; Department of Programming Languages and Compilers, Faculty of Informatics, ELTE Eötvös Loránd University, Budapest, Hungary","2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","21 Jul 2022","2022","","","878","889","Type systems are crucial tools in the hands of developers to ensure an increased level of soundness to their programs, make them safer, and guard against bugs. However, in practice, the type system is not always used to its full capability, and trade-offs are made. The effects range from hindered code comprehension and wasted development effort to financial damages and even the risk of loss of life. Various widely used programming languages, such as C++, Java, Python, and Rust, are yet to implement constrained types as a language feature. While the usage of user-defined types is common in modern languages that support such elements, developers often resort to having their variables use the most common, fundamental, built-in or library types, such as int or string, and not encode invariants into the type system. In this paper, we describe a flexible, incremental, semi-automated type migration approach that allows transitioning from the use of fundamental coarse types to strong types. Previously, well-scaling type migration methods were restricted and required the existence of an already well-defined destination type. In our case, the new strong type to be created is not yet defined, but the required interface is discovered via static analysis. As refactoring tools would cease to function if the code is changed textually to a version that refers undefined symbols, a more granular approach was needed. In addition, our proposed method allows us to discover the mixing of conceptually distinct types during development while the original program continues to function.","1534-5351","978-1-6654-3786-8","10.1109/SANER53432.2022.00106","National Research, Development, and Innovation Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9825812","strong types;C++ programming language;software refactoring;static analysis;type safety","Java;Codes;Annotations;Symbols;C++ languages;Writing;Syntactics","","1","","52","IEEE","21 Jul 2022","15-18 March 2022","15-18 March 2022","IEEE","IEEE Conferences"
"Improving Match Detection Process in the GCCD Model for C Applications Using Chi-Square Distance","N. S. Zaidi; A. -F. Mubarak-Ali; A. S. Fakharudin; R. N. Romli","Faculty of Computing, Universiti Malaysia Pahang Al-Sultan Abdullah, Pekan, Pahang; Faculty of Computing Centre For Artificial Intelligence & Data Science, Universiti Malaysia Pahang Al-Sultan Abdullah, Pekan, Pahang; Faculty of Computing, Universiti Malaysia Pahang Al-Sultan Abdullah, Pekan, Pahang; Faculty of Computing, Universiti Malaysia Pahang Al-Sultan Abdullah, Pekan, Pahang",2025 IEEE 9th International Conference on Software Engineering & Computer Systems (ICSECS),"12 Jan 2026","2025","","","176","180","Code clones, prevalent in software systems, are identical or nearly identical segments of code that adversely affect maintainability and reliability. The Generic Code Clone Detection (GCCD) model has demonstrated performance in Java applications but its dependence on Euclidean distance constrains its utility in $\mathbf{C}$ applications, where structural and semantic variants are more intricate. This research augments the GCCD model by using the Chi-Square distance metric during the match detection phase, with the objective of enhancing code clone detection in C applications. The experimental assessment utilising the Bellon benchmark dataset, which includes four C applications (Cook, Weltab, SNNS, PostgreSQL), indicates that Chi-Square distance markedly surpasses Euclidean distance and other tools. For instance, Chi-Square identified 108,976 clone pairs in Cook, whereas Euclidean distance identified just 30,713, indicating a 71.82% enhancement. Comparable enhancements were noted in Weltab (16.87%), SNNS (80.70%), and PostgreSQL (94.17%). The results indicate that using Chi-Square distance yields better code clone detection results in terms of the number and relevance of detected clones when compared to Euclidean distance, thereby enhancing the performance of the GCCD model for C applications.","","979-8-3315-4441-6","10.1109/ICSECS65227.2025.11279216","Universiti Malaysia Pahang; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11279216","GCCD;code clone detection;C applications;ChiSquare distance;computational intelligence","Java;Codes;Semantics;Cloning;Euclidean distance;Benchmark testing;Software systems;Robustness;Software reliability;Python","","","","15","IEEE","12 Jan 2026","15-16 Oct. 2025","15-16 Oct. 2025","IEEE","IEEE Conferences"
"Research on Analyzing the Antivirus Protection of a Workstation using the Metasploit Framework and TheFatRat","M. Nikolov; G. Tsochev; M. Nenova","Computer Systems, Technical University of Sofia, Sofia, Bulgaria; Information Technologies in Industry, Technical University of Sofia, Sofia, Bulgaria; Computer Networks, Technical University of Sofia, Sofia, Bulgaria",2025 28th International Symposium on Wireless Personal Multimedia Communications (WPMC),"29 Jan 2026","2025","","","1","4","This study investigates the effectiveness of different antivirus programs through hands-on testing using the Metasploit Framework and TheFatRat tools. The paper presents an analysis of the extent to which modern antivirus products detect and prevent malicious attacks simulated in a controlled environment. The experiments conducted lead to the conclusion that approaches in cyberspace should incorporate not only classical methods but also techniques that employ advanced behavioural analysis, script verification, and proactive risk-mitigation strategies.","1882-5621","979-8-3315-9128-1","10.1109/WPMC67460.2025.11351054","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11351054","obfuscation;security;antivirus protection;metasploid;thefatrat","Codes;Loading;Malware;C# languages;Workstations;Security;Protection;Payloads;Testing;Python","","","","10","IEEE","29 Jan 2026","9-12 Nov. 2025","9-12 Nov. 2025","IEEE","IEEE Conferences"
