"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Collective Intelligence for Smarter API Recommendations in Python","A. R. D’Souza; D. Yang; C. V. Lopes","Dept. of Inf., University of California Irvine, Irvine, CA, USA; Department of Informatics, University of California, Irvine, CA, USA; Department of Informatics, University of California, Irvine, CA, USA",2016 IEEE 16th International Working Conference on Source Code Analysis and Manipulation (SCAM),"15 Dec 2016","2016","","","51","60","Software developers use Application Programming Interfaces (APIs) of libraries and frameworks extensively while writing programs. In this context, the recommendations provided in code completion pop-ups help developers choose the desired methods. The candidate lists recommended by these tools, however, tend to be large, ordered alphabetically and sometimes even incomplete. A fair amount of work has been done recently to improve the relevance of these code completion results, especially for statically typed languages like Java. However, these proposed techniques rely on the static type of the object and are therefore inapplicable for a dynamically typed language like Python. In this paper, we present PyReco, an intelligent code completion system for Python which uses the mined API usages from open source repositories to order the results based on relevance rather than the conventional alphabetic order. To recommend suggestions that are relevant for a working context, a nearest neighbor classifier is used to identify the best matching usage among all the extracted usage patterns. To evaluate the effectiveness of our system, the code completion queries are automatically extracted from projects and tested quantitatively using a ten-fold cross validation technique. The evaluation shows that our approach outperforms the alphabetically ordered API recommendation systems in recommending APIs for standard, as well as, third-party libraries.","2470-6892","978-1-5090-3848-0","10.1109/SCAM.2016.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7781796","API Recommendations;Usage Mining;Code completion;Dynamic languages;Program Analysis;Python;Static Analysis;Code recommenders","Libraries;Context;Bayes methods;Documentation;Data mining;Java;Standards","","14","3","33","IEEE","15 Dec 2016","2-3 Oct. 2016","2-3 Oct. 2016","IEEE","IEEE Conferences"
"LLM-Based Detection and Test Generation for Command Injection Vulnerabilities in Python","Y. Wang; J. Chen; Q. Wang","Dept. of Computer Science, University of Alabama in Huntsville, Huntsville, AL, USA; Dept. of Computer Science, University of Alabama in Huntsville, Huntsville, AL, USA; Dept. of Computer Science, Louisiana State University, Baton Rouge, LA, USA",2026 IEEE International Conference on Artificial Intelligence Testing (AITest),"26 Aug 2026","2026","","","68","75","Command injection vulnerabilities remain a significant security threat in dynamic languages such as Python, particularly in widely used open-source projects. Recent advances in large language models (LLMs) have shown strong potential in code-related tasks, motivating their application to vulnerability detection.In this paper, we evaluate LLM-based approaches for detecting command injection vulnerabilities and generating security tests. We apply our method to six widely used GitHub projects—Django, Flask, TensorFlow, Scikit-learn, PyTorch, and LangChain—covering over 50,000-star repositories with broad real-world usage. Our study analyzes the effectiveness of LLMs in terms of detection accuracy, efficiency, and practical applicability.We further compare multiple LLMs to assess their relative performance in vulnerability detection and test generation. The results demonstrate that LLM-based approaches can effectively identify vulnerabilities in both complete and fragmented code while providing executable security tests for validation. Our findings highlight the strengths and limitations of LLMs and offer practical insights for leveraging them to enhance automated software security testing.","2835-3560","979-8-3195-0562-0","10.1109/AITest70988.2026.00020","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11662367","Empirical study;Large Language Models;Open-Source Python;Command Injection Vulnerability;Software Testing","Modeling;Generative Pre-trained transformer;Testing;Large language models;Python;Security;Codes;Signal detection;Manuals;Tools","","","","26","IEEE","26 Aug 2026","27-30 July 2026","27-30 July 2026","IEEE","IEEE Conferences"
"Fileless Attack Patterns Implemented in Python: Design, Encryption, and Detection Lessons","M. Z. Masoud; M. Abduljawad; H. A. Foudeh; R. Alsakarnah","Electrical Engineering Departmant Al-Zaytoonah, University of Jordan, Amman, Jordan; Software Engineering Department, Al-Zaytoonah University of Jordan, Amman, Jordan; Electrical Engineering Departmant Al-Zaytoonah, University of Jordan, Amman, Jordan; Electrical Engineering Departmant Al-Zaytoonah, University of Jordan, Amman, Jordan","2025 4th International Conference on Computing, Management and Telecommunications (ComManTel)","5 Feb 2026","2025","","","252","257","This paper presents a controlled, pedagogical demonstration showing how high-level programming conveniences can be used to build compact, fileless malware for classroom instruction in cybersecurity. We implement a minimal three-layer proof-of-concept in Python: (i) a network delivery layer that retrieves encoded payloads, (ii) an in-memory execution layer that avoids disk artifacts, and (iii) a polymorphic behavior layer that applies simple timing and control-flow variations to hinder analysis. An enhanced Playfair-based encryption protects the payload and reduces reliance on common libraries. Experiments were run in a closed lab on virtual machines for teaching only; the source code will not be released. In a final VirusTotal check, only two antivirus engines detected the sample.","","979-8-3315-6876-4","10.1109/ComManTel68363.2025.11368438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368438","Fileless;Python;Maleware Design;Cryptgraphy;Ehanced Playfair;obfuscation","Computer viruses;Source coding;Forensics;Education;Programming;Virtual machines;Encryption;Engines;Python;Payloads","","","","20","IEEE","5 Feb 2026","14-17 Dec. 2025","14-17 Dec. 2025","IEEE","IEEE Conferences"
"Discovery of Modularity in Monolithic Java Project Codes Using Complex Networks","M. C. de Brito; C. P. Bianchini; L. A. Silva","Graduate Program in Electrical Engineering and Computing, Mackenzie Presbyterian University, São Paulo, Brazil; Graduate Program in Electrical Engineering and Computing, Mackenzie Presbyterian University, São Paulo, Brazil; Graduate Program in Electrical Engineering and Computing, Mackenzie Presbyterian University, São Paulo, Brazil",Journal of Web Engineering,"6 Oct 2025","2025","24","6","911","942","Monolithic architecture is a software design which brings significant difficulties to system developers when it comes to maintenance or expanding the scope of a project. On the other hand, a modular project consists of several similar entities, or modules, which are the object of similar functions or processes that, applied repeatedly, have well-defined classes and smaller modules to work, bringing benefits such as reduced project development time and increased productivity for the system developers. This work proposes the use of complex networks through the NetworkX library in Python, using modularity detection algorithms for the static analysis of Java code. The goal is to discover modules by analyzing dependencies between classes, indicating the best way to identify code clusters to be treated as modules automatically. The outcomes of applying the Greedy Modularity, Louvain, K-Clique, and Girvan Newman algorithms to two open-source projects will be presented. A comparative analysis of these results will be illustrated using generated graphs and a distribution map, emphasizing the number of communities identified by each algorithm.","1544-5976","","10.13052/jwe1540-9589.2463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11194305","Monolithic;modules;complex network;Java;complexity;static analysis","Productivity;Hands;Java;Codes;Software design;Complex networks;Static analysis;Libraries;Maintenance;Python","","","","33","","6 Oct 2025","September 2025","","River Publishers","River Publishers Journals"
"Unlocking Python Multithreading Capabilities using OpenMP-Based Programming with OMP4Py","C. Piñeiro; J. C. Pichel","Dept. of Electronics and Computer Science, CITIUS University of Santiago de Compostela, Spain; CITIUS University of Santiago de Compostela, Spain",2026 IEEE/ACM International Symposium on Code Generation and Optimization (CGO),"23 Feb 2026","2026","","","334","347","Python exhibits inferior performance relative to traditional high performance computing (HPC) languages such as C, C++, and Fortran. This performance gap is largely due to Python’s interpreted nature and the Global Interpreter Lock (GIL), which restricts multithreading efficiency. However, the introduction of a GIL-free variant in the Python interpreter opens the door to more effective exploitation of multithreading parallelism in Python. Based on this important new feature, we introduce OMP4Py with the aim of bringing OpenMP’s familiar directive-based parallelization paradigm to Python. Its dual-runtime architecture design combines the benefits of a pure Python implementation with the performance and low-level capabilities required to maximize efficiency in compute-intensive tasks. In this way, OMP4Py offers both full Python support and the high performance required by HPC workloads.","","979-8-3315-9288-2","10.1109/CGO68049.2026.11395224","Xunta de Galicia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11395224","OpenMP;Python;Multithreading;Performance;Scalability","Runtime;Codes;Multithreading;Scalability;Computer architecture;Programming;Synchronization;Optimization;Standards;Python","","","","19","IEEE","23 Feb 2026","31 Jan.-4 Feb. 2026","31 Jan.-4 Feb. 2026","IEEE","IEEE Conferences"
"Generation, Migration and Optimization of Cross-Language Static-Analysis Rules Based on Large Language Models","Z. Hou; Z. Duan; M. Yang; M. Wu; S. Yang","School of Reliability and Systems Engineering, Beihang University, Beijing, China; School of Reliability and Systems Engineering, Beihang University, Beijing, China; School of Reliability and Systems Engineering, Beihang University, Beijing, China; School of Reliability and Systems Engineering, Beihang University, Beijing, China; School of Reliability and Systems Engineering, Beihang University, Beijing, China","2025 25th International Conference on Software Quality, Reliability and Security (QRS)","29 Sep 2025","2025","","","34","45","Rule-based static analysis tools are widely utilized for their high customizability. However, the creation of effective rules presents significant challenges, including the considerable human effort to handle the complexity of rules, and the additional costs involved in developing rules across various programming languages or frameworks. To address the significant challenges in manual rule creation for static analysis, this paper proposes a novel framework that leverages large language models (LLMs) to automate the generation of static analysis rules. The framework is specifically designed to alleviate the substantial human effort typically required in constructing and maintaining rule sets. Furthermore, we introduce a natural language-mediated rule migration methodology, which ensures semantic consistency when transferring functionally similar rules across different programming languages or frameworks. By seamlessly integrating LLMs with existing static analysis tools, our approach not only enhances the scalability and adaptability of rule generation but also enables efficient vulnerability scanning without the need for extensive computational resources such as large GPU clusters. This integration aims to bridge the gap between natural language understanding and program analysis, thereby facilitating more intelligent and resource-efficient static analysis. The method achieved 81.98 % grammatical and 74.73 % functional validity in rule generation for Semgrep, while migrating rules across 4 languages (Python, Java, JavaScript, and Golang). On the real-world engineering evaluation, it uncovered 9 unknown vulnerabilities in the latest version of the Linux Kernel undetectable by now. This work highlights the potential of our LLM-driven framework provides better handling of corner cases and maintains compatibility with industry-standard tools.","2693-9177","978-1-6654-7771-0","10.1109/QRS65678.2025.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11173453","Rule-Based Static Analysis;Large Language Model;Few-shot Learning;Rule Generation;Cross-Language Rule Migration;Rule Optimization","Technological innovation;Translation;Large language models;Linux;Static analysis;Software quality;Computational efficiency;Software reliability;Kernel;Optimization","","","","38","IEEE","29 Sep 2025","16-20 July 2025","16-20 July 2025","IEEE","IEEE Conferences"
"Evaluating and Improving Static Analysis Tools Via Differential Mutation Analysis","A. Groce; I. Ahmed; J. Feist; G. Grieco; J. Gesi; M. Meidani; Q. Chen","School of Informatics, Computing and Cyber Systems, Northern Arizona University, Flagstaff, AZ, USA; Department of Informatics, University of California, Irvine, Irvine, CA, USA; Trail of Bits, New York, NY, USA; Trail of Bits, New York, NY, USA; Department of Informatics, University of California, Irvine, Irvine, CA, USA; Department of Informatics, University of California, Irvine, Irvine, CA, USA; Department of Informatics, University of California, Irvine, Irvine, CA, USA","2021 IEEE 21st International Conference on Software Quality, Reliability and Security (QRS)","10 Mar 2022","2021","","","207","218","Static analysis tools attempt to detect faults in code without executing it. Understanding the strengths and weaknesses of such tools, and performing direct comparisons of their ef-fectiveness, is difficult, involving either manual examination of differing warnings on real code, or the bias-prone construction of artificial test cases. This paper proposes a novel automated approach to comparing static analysis tools, based on producing mutants of real code, and comparing detection rates over these mutants. In addition to making tool differences quantitatively observable without extensive manual effort, this approach offers a new way to detect and fix omissions in a static analysis tool's set of detectors. We present an extensive comparison of three smart contract static analysis tools, and show how our approach allowed us to add three effective new detectors to the best of these. We also evaluate popular Java and Python static analysis tools and discuss their strengths and weaknesses.","2693-9177","978-1-6654-5813-9","10.1109/QRS54544.2021.00032","National Science Foundation(grant numbers:CCF-2129446); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724764","mutation testing;static analysis;smart contracts","Java;Codes;Smart contracts;Static analysis;Detectors;Software quality;Manuals","","7","","56","IEEE","10 Mar 2022","6-10 Dec. 2021","6-10 Dec. 2021","IEEE","IEEE Conferences"
"Generating Features of Windows Portable Executable Files for Static Analysis using Portable Executable Reader Module (PEFile)","R. S. Santos; E. D. Festijo","Graduate Programs, Technological Institute of the Philippines, Manila, Philippines; Technological Institute of the Philippines, Manila, Philippines",2021 4th International Conference of Computer and Informatics Engineering (IC2IE),"27 Dec 2021","2021","","","283","288","The identification of malicious program at an early stage has been proven to be effective in reducing the chance of malware infection on the device or a system. A common approach to do this is through static analysis. Static analysis examines the source code of portable executable (PE) files without actually executing them. Selecting static features that will be used to for static analysis is an arduous process. To address this issue and in preparation for selecting static features for static analysis, this paper explores the use of PEFILE, a Python-based toolkit to analyze PE scripts. PEFILE is a versatile application that analyze malware files in a virtual environment. Four different datasets of malware packages are investigated using PEFILE. Three different algorithms are used to create the final output, namely 1) Extraction algorithm (Feature Extraction), 2) Selection algorithm (Feature Selection) and 3) Dataset Algorithm (Dataset Creation). The selected features from each malware packages are then compared and analyzed.","","978-1-6654-4288-6","10.1109/IC2IE53219.2021.9649225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9649225","malware;static analysis;PE FILE;feature selection;feature extraction","Codes;Virtual environments;Static analysis;Feature extraction;Malware;Object recognition;Informatics","","6","","15","IEEE","27 Dec 2021","14-15 Sept. 2021","14-15 Sept. 2021","IEEE","IEEE Conferences"
"Invited Tutorial: Macaron – A Comprehensive Framework for Securing and Analyzing the Software Supply Chain","B. Hassanshahi; T. N. Mai","Oracle Labs, Australia; Oracle Labs, Australia",2025 IEEE Secure Development Conference (SecDev),"12 Nov 2025","2025","","","1","2","The software supply chain has become a critical attack vector for adversaries aiming to infiltrate software development workflows by injecting malicious code into third-party packages and build artifacts. Traditional vulnerability scanners primarily detect known issues but often fail to uncover novel malware or complex supply chain compromises. This tutorial presents Macaron, an innovative open-source framework designed to enhance software supply chain security by detecting malicious code and providing comprehensive insights into the construction and provenance of software artifacts. Macaron leverages static analysis techniques to extract metadata and build information from open-source packages, enabling users to reconstruct builds, identify suspicious upstream components, and enforce compliance with the SLSA (Supply Chain Levels for Software Artifacts) framework. Our interactive session will guide attendees through Macaron's capabilities, from detecting Python malware in open-source ecosystems to integrating custom policies into CI/CD pipelines, thereby ensuring greater transparency and trustworthiness in software supply chains. This tutorial is suited for cybersecurity practitioners, software engineers, DevOps professionals, and researchers interested in proactive supply chain defense mechanisms and tools that bridge the gap between security theory and practical enforcement.","","979-8-3315-9595-1","10.1109/SecDev66745.2025.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226449","software supply chain security;program analysis;malware detection","DevOps;Supply chains;Pipelines;Ecosystems;Tutorials;Static analysis;Metadata;Malware;Vectors;Python","","","","9","IEEE","12 Nov 2025","14-16 Oct. 2025","14-16 Oct. 2025","IEEE","IEEE Conferences"
"Discovering Repetitive Code Changes in Python ML Systems","M. Dilhara; A. Ketkar; N. Sannidhi; D. Dig","University of Colorado Boulder, USA; Uber Technologies Inc., USA; University of Colorado Boulder, USA; University of Colorado Boulder, USA",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),"20 Jun 2022","2022","","","736","748","Over the years, researchers capitalized on the repetitiveness of software changes to automate many software evolution tasks. Despite the extraordinary rise in popularity of Python-based ML systems, they do not benefit from these advances. Without knowing what are the repetitive changes that ML developers make, researchers, tool, and library designers miss opportunities for automation, and ML developers fail to learn and use best coding practices. To fill the knowledge gap and advance the science and tooling in ML software evolution, we conducted the first and most fine-grained study on code change patterns in a diverse corpus of 1000 top-rated ML systems comprising 58 million SLOC. To conduct this study we reuse, adapt, and improve upon the state-of-the-art repetitive change mining techniques. Our novel tool, R-CPATMINER, mines over 4M commits and constructs 350K fine-grained change graphs and detects 28K change patterns. Using thematic analysis, we identified 22 pattern groups and we reveal 4 major trends of how ML developers change their code. We surveyed 650 ML developers to further shed light on these patterns and their applications, and we received a 15% response rate. We present actionable, empirically-justified implications for four audiences: (i) researchers, (ii) tool builders, (iii) ML library vendors, and (iv) developers and educators.","1558-1225","978-1-4503-9221-1","10.1145/3510003.3510225","CSCI(grant numbers:7000-08-Spring 2022); NSF(grant numbers:CCF-1553741,CNS-1941898); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794123","Refactoring;Repetition;Code changes;Machine learning;Python","Java;Codes;Market research;Software systems;Libraries;Data mining;History","","17","","92","CCBY","20 Jun 2022","25-27 May 2022","25-27 May 2022","IEEE","IEEE Conferences"
"A Study of Call Graph Construction for JVM-Hosted Languages","K. Ali; X. Lai; Z. Luo; O. Lhoták; J. Dolby; F. Tip","Department of Computing Science, University of Alberta, Edmonton, AB, Canada; Google, Waterloo, ON, Canada; Microsoft, Redmond, WA, USA; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada; IBM Research, Yorktown Heights, NY, USA; Khoury College of Computer Sciences, Northeastern University, Boston, MA, USA",IEEE Transactions on Software Engineering,"10 Dec 2021","2021","47","12","2644","2666","Call graphs have many applications in software engineering, including bug-finding, security analysis, and code navigation in IDEs. However, the construction of call graphs requires significant investment in program analysis infrastructure. An increasing number of programming languages compile to the Java Virtual Machine (JVM), and program analysis frameworks such as WALA and SOOT support a broad range of program analysis algorithms by analyzing JVM bytecode. This approach has been shown to work well when applied to bytecode produced from Java code. In this paper, we show that it also works well for diverse other JVM-hosted languages: dynamically-typed functional Scheme, statically-typed object-oriented Scala, and polymorphic functional OCaml. Effectively, we get call graph construction for these languages for free, using existing analysis infrastructure for Java, with only minor challenges to soundness. This, in turn, suggests that bytecode-based analysis could serve as an implementation vehicle for bug-finding, security analysis, and IDE features for these languages. We present qualitative and quantitative analyses of the soundness and precision of call graphs constructed from JVM bytecodes for these languages, and also for Groovy, Clojure, Python, and Ruby. However, we also show that implementation details matter greatly. In particular, the JVM-hosted implementations of Groovy, Clojure, Python, and Ruby produce very unsound call graphs, due to the pervasive use of reflection, invokedynamic instructions, and run-time code generation. Interestingly, the dynamic translation schemes employed by these languages, which result in unsound static call graphs, tend to be correlated with poor performance at run time.","1939-3520","","10.1109/TSE.2019.2956925","Natural Sciences and Engineering Research Council of Canada; Ontario Ministry of Research and Innovation; National Science Foundation(grant numbers:CCF-1715153); Office of Naval Research(grant numbers:N00014-17-1-2945); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8944149","Call graphs;static analysis;JVM;compilation;Scheme;Scala;OCaml;Groovy;Clojure;Python;Ruby","Java;Static analysis;Python;Computer security;Software engineering;Graphs","","10","","61","CCBY","27 Dec 2019","1 Dec. 2021","","IEEE","IEEE Journals"
"Exploring Complexity Issues in Junior Developer Code Using Static Analysis and FCA","A. -J. Molnar; S. Motogna; D. Cristea; D. -F. Sotropa","Faculty of Mathematics and Computer Science, Babes-Bolyai University, Cluj-Napoca, Romania; Faculty of Mathematics and Computer Science, Babes-Bolyai University, Cluj-Napoca, Romania; Faculty of Mathematics and Computer Science, Babes-Bolyai University, Cluj-Napoca, Romania; Faculty of Mathematics and Computer Science, Babes-Bolyai University, Cluj-Napoca, Romania",2024 50th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),"27 Dec 2024","2024","","","407","414","We report on an exploratory evaluation that com-bines static analysis with formal concept analysis to investigate complexity issues in source code produced as part of a mandatory course in computer science. Our dataset includes over 500 Python and Java projects that represent student solutions to four semesters worth of programming assignments. We employ the latest version of SonarQube configured to use an extended set of analysis rules and focus on code complexity issues, which are known to impact code readability and maintainability. We study the distribution and composition of these complexity issues and employ formal concept analysis to study the relation between them and other issue types. We present the results of a comparative evaluation regarding the distribution of code complexity issues between Python and Java. Our most important results are synthesized in a series of remarks to help practitioners and educators allay complexity issues in junior developer code, as well as assist the latter in improving their coding skills. Finally, the dataset and SonarQube configuration are available in the form of an open data package that enables replicating or extending our work.","2376-9521","979-8-3503-8026-2","10.1109/SEAA64295.2024.00068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10803360","static code analysis;formal concept analysis;complexity;SonarQube","Formal concept analysis;Java;Codes;Source coding;Static analysis;Complexity theory;Programming profession;Open data;Python;Software engineering","","2","","30","IEEE","27 Dec 2024","28-30 Aug. 2024","28-30 Aug. 2024","IEEE","IEEE Conferences"
"Cross-Domain Evaluation of a Deep Learning-Based Type Inference System","B. Gruner; T. Sonnekalb; T. S. Heinze; C. -A. Brust","Institute of Data Science, German Aerospace Center, Jena, Germany; Institute of Data Science, German Aerospace Center, Jena, Germany; Gera-Eisenach, Cooperative University, Gera, Germany; Institute of Data Science, German Aerospace Center, Jena, Germany",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","158","169","Optional type annotations allow for enriching dynamic programming languages with static typing features like better Integrated Development Environment (IDE) support, more precise program analysis, and early detection and prevention of type-related runtime errors. Machine learning-based type inference promises interesting results for automating this task. However, the practical usage of such systems depends on their ability to generalize across different domains, as they are often applied outside their training domain.In this work, we investigate Type4Py as a representative of state-of-the-art deep learning-based type inference systems, by conducting extensive cross-domain experiments. Thereby, we address the following problems: class imbalances, out-of-vocabulary words, dataset shifts, and unknown classes.To perform such experiments, we use the datasets Many-Types4Py and CrossDomainTypes4Py. The latter we introduce in this paper. Our dataset enables the evaluation of type inference systems in different domains of software projects and has over 1,000,000 type annotations mined on the platforms GitHub and Libraries. It consists of data from the two domains web development and scientific calculation.Through our experiments, we detect that the shifts in the dataset and the long-tailed distribution with many rare and unknown data types decrease the performance of the deep learning-based type inference system drastically. In this context, we test unsupervised domain adaptation methods and fine-tuning to overcome these issues. Moreover, we investigate the impact of out-of-vocabulary words.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00034","Ministry of Economy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174049","type inference;dataset;cross-domain;python;long-tailed;out-of-vocabulary;repository mining;deep learning","Training;Runtime;Annotations;Feature extraction;Software;Libraries;Dynamic programming","","1","","53","IEEE","12 Jul 2023","15-16 May 2023","15-16 May 2023","IEEE","IEEE Conferences"
"Pyls: Enabling Python Hardware Synthesis with Dynamic Polymorphism via LCRS Encoding","B. Tong; Y. Fang; C. Wang; Q. Li; J. Xue; M. Yuan","School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science and Engineering, University of New South Wales, Sydney, Australia; School of Computer Science, Wuhan University, Wuhan, China",2026 IEEE/ACM International Symposium on Code Generation and Optimization (CGO),"23 Feb 2026","2026","","","123","135","Python dominates AI development and is the most widely used dynamic programming language, but synthesizing its polymorphic functions into hardware remains challenging. Existing HLS solutions support only static subsets of Python, forcing CPU offload with costly communication overhead. We present Pyls, the first framework that synthesizes dynamically polymorphic Python into monolithic hardware via Left-Child Right-Sibling (LCRS) encoding. Key to our approach is representing all Python objects as LCRS trees, enabling uniform hardware handling of dynamic types. Pyls automatically converts objects to fixed-width formats, generates XLS IR designs, and implements a tree memory architecture for efficient runtime type resolution. On FPGA platforms, Pyls demonstrates speedups of 5.19× and 3.98× over two ASIC CPUs, 303.29× over a soft-core processor, and 282.66× over a heterogeneous SoC design.","","979-8-3315-9288-2","10.1109/CGO68049.2026.11394843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11394843","High-Level Synthesis;Python;Dynamic Features","Trees (botanical);Memory architecture;Prototypes;Hardware;Encoding;Dynamic programming;Optimization;Field programmable gate arrays;Python;Dynamic compiler","","","","47","IEEE","23 Feb 2026","31 Jan.-4 Feb. 2026","31 Jan.-4 Feb. 2026","IEEE","IEEE Conferences"
"Dynamic Slicing of Python Programs","Z. Chen; L. Chen; Y. Zhou; Z. Xu; W. C. Chu; B. Xu","State key Laboratory of Novel Software Technology, Nanjing University, Naniing, China; State key Laboratory of Novel Software Technology, Nanjing University, Naniing, China; State key Laboratory of Novel Software Technology, Nanjing University, Naniing, China; State key Laboratory of Novel Software Technology, Nanjing University, Naniing, China; Department of Computer Science, Tunghai University, Taichung, Taiwan; State key Laboratory of Novel Software Technology, Nanjing University, Naniing, China",2014 IEEE 38th Annual Computer Software and Applications Conference,"22 Sep 2014","2014","","","219","228","Python is widely used for web programming and GUI development. Due to the dynamic features of Python, Python programs may contain various unlimited errors. Dynamic slicing extracts those statements from a program which affect the variables in a slicing criterion with a particular input. Dynamic slicing of Python programs is essential for program debugging and fault location. In this paper, we propose an approach of dynamic slicing for Python programs which combines static analysis and dynamic tracing of the Python byte code. It precisely handles the dynamic features of Python, such as dynamic typing of variables, heavy usage of first-class objects, and dynamic modifications of classes and instances. Finally, we evaluate our approach on several Python programs. Experimental results show that the whole dynamic slicing for each subject program spends at most about 13 seconds on the average and costs at most 7.58 mb memory space overhead. Furthermore, the average slice ratio of Python source code ranges from 9.26% to 59.42%. According to it, our dynamic slicing approach can be effectively and efficiently performed. To the best of our knowledge, it is the first one of dynamic slicing for Python programs.","0730-3157","978-1-4799-3575-8","10.1109/COMPSAC.2014.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6899220","Python;dynamic slicing;dynamic language","Educational institutions;Debugging;Performance analysis;Runtime;Heuristic algorithms;Monitoring;Software","","17","","32","IEEE","22 Sep 2014","21-25 July 2014","21-25 July 2014","IEEE","IEEE Conferences"
"SGXPy: Protecting Integrity of Python Applications with Intel SGX","D. Zhang; G. Wang; W. Xu; K. Gao","Institute of Interdisciplinary Information Sciences, Tsinghua University, Beijing, P.R.China; Institute of Interdisciplinary Information Sciences, Tsinghua University, Beijing, P.R.China; Institute of Interdisciplinary Information Sciences, Tsinghua University, Beijing, P.R.China; Institute of Interdisciplinary Information Sciences, Tsinghua University, Beijing, P.R.China",2019 26th Asia-Pacific Software Engineering Conference (APSEC),"2 Jan 2020","2019","","","418","425","Python is the programming language of choice for many data scientists, and thus widely used in cloud computing platforms. Untrusted cloud environments have imposed challenges to the security of Python applications. Intel SGX (Intel Software Guard eXtensions) provides an encrypted enclave for securing applications, and a library OS technology can be adopted to run legacy applications inside these enclaves. However, this technology has some limitations: (i) It is difficult to ensure the integrity of Python applications as a result of the complex dependencies among modules. (ii) Python applications often spawn new processes, and file access permissions need to be handled separately in the parent-child process. To address these limitations, we present SGXPy (SGX Python), an integrity preserving tool for Python applications. The design of SGXPy makes it possible to obtain dependencies of applications and assign file access permissions among processes automatically: (i) During the build stage, SGXPy constructs dependency manifests of Python applications based on the ptrace mechanism. (ii) To enhance access control among processes, SGXPy utilizes process introspection to cascading manifests for each process. With the proposed framework, sophisticated Python applications such as NumPy and a web server can now run unmodified with the library OS. We present a series of experiments to evaluate performance overheads of Python applications in SGX. Our evaluation of NumPy submodules shows SGXPy can pass 97.60% of unit testing, even with the isolated environment and limited memory of SGX.","2640-0715","978-1-7281-4648-5","10.1109/APSEC48747.2019.00063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945648","SGX, Python, trusted computing, integrity","Cloud computing;Trusted computing;Runtime environment;File systems;Process control;Libraries;Web servers;Software;Python;Testing","","6","","22","IEEE","2 Jan 2020","2-5 Dec. 2019","2-5 Dec. 2019","IEEE","IEEE Conferences"
