"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Qualification Considerations of Machine Learning Based Tools for Avionics System Development","C. Liu; H. Herencia-Zapana; S. Nagel; K. Ford; D. Cofer",Collins Aerospace; Collins Aerospace; Collins Aerospace; Collins Aerospace; Collins Aerospace,2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),"2 Dec 2025","2025","","","1","8","Machine learning (ML) technology has advanced significantly in recent years, enabling its practical application in various domains, including avionics. However, before ML can be integrated into avionics systems, it must comply with certification or qualification standards. While much attention has been given to the certification of ML applications, the qualification of ML-based tools has been less extensively studied. This paper explores the qualification of ML-based tools in avionics system development, examining the unique characteristics of ML and their impact on tool qualification. We propose a methodology for qualifying low-criticality ML-based tools, aligned with the DO-330 software tool qualification standard, treating the ML tool as a black box. To demonstrate this approach, we present a case study of a ML-based avionics display testing tool.","2155-7209","979-8-3315-2519-4","10.1109/DASC66011.2025.11257209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257209","machine learning;tool qualification","Closed box;Machine learning;Aerospace electronics;Software tools;Standards;Certification;Qualifications;Testing","","","","21","IEEE","2 Dec 2025","14-18 Sept. 2025","14-18 Sept. 2025","IEEE","IEEE Conferences"
"Considerations for Tool Qualification in Flight-Critical Applications Using Machine Learning","H. Glenn Carter; C. Vinegar; V. Terres; J. Rupert","U.S. Army Combat Capabilities, Development Command Aviation & Missile Center (DEVCOM AvMC), Redstone Arsenal, AL, USA; DEVCOM AvMC, Redstone Arsenal, AL, USA; DEVCOM AvMC, Redstone Arsenal, AL, USA; Modern Technology Solutions, Inc., Huntsville, Alabama, USA",2024 AIAA DATC/IEEE 43rd Digital Avionics Systems Conference (DASC),"15 Nov 2024","2024","","","1","10","In the development of Machine Learning-based applications, tools play a prevalent role. This extends to the use of Machine Learning (ML) in flight-critical applications. ML-based tools, such as generative Artificial Intelligence (AI) tools, and traditional tools used for ML applications, like simulation generation tools, can accomplish various processes and objectives in the ML-based item lifecycle. These include creating high-level requirements (HLRs) and generating synthetic datasets used for model training, validation, and testing. The integration of tools for such applications raises crucial questions about tool qualification. Tool qualification criteria are traditionally contingent on the potential for a tool to introduce errors into its output that may impact the final deployed item. The examination of tool qualification further involves distinguishing between scenarios where the tool may overlook errors during testing. Higher tool qualification rigor is deemed necessary, particularly for the development of items with a higher assurance level. In the ML-based item lifecycle, evaluating tool qualification is vital, especially for the ML development lifecycle, because qualification increases the assurance of the tool and confidence in its output. This paper explores the applicability of tool qualification across the ML-based lifecycle and then examines two specific examples: the utilization of generative AI tools and synthetic data generation tools for ML training, validation, and testing.","2155-7209","979-8-3503-4961-0","10.1109/DASC62030.2024.10749224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10749224","tool qualification;Machine Learning;generative Artificial Intelligence;assurance expectations","Generative AI;Machine learning;Aerospace electronics;Software;Accreditation;Qualifications;Testing;Synthetic data","","1","","48","IEEE","15 Nov 2024","29 Sept.-3 Oct. 2024","29 Sept.-3 Oct. 2024","IEEE","IEEE Conferences"
"From Stateflow Simulation to Verified Implementation: A Verification Approach and A Real-Time Train Controller Design","Y. Jiang; Y. Yang; H. Liu; H. Kong; M. Gu; J. Sun; L. Sha","School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; Institute of Science and Technology, Austria; School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; Department of Computer Science, University of Illinois at Urbana-Champaign, USA",2016 IEEE Real-Time and Embedded Technology and Applications Symposium (RTAS),"28 Apr 2016","2016","","","1","11","Simulink is widely used for model driven development (MDD) of industrial software systems. Typically, the Simulink based development is initiated from Stateflow modeling, followed by simulation, validation and code generation mapped to physical execution platforms. However, recent industrial trends have raised the demands of rigorous verification on safety-critical applications, which is unfortunately challenging for Simulink. In this paper, we present an approach to bridge the Stateflow based model driven development and a well- defined rigorous verification. First, we develop a self- contained toolkit to translate Stateflow model into timed automata, where major advanced modeling features in Stateflow are supported. Taking advantage of the strong verification capability of Uppaal, we can not only find bugs in Stateflow models which are missed by Simulink Design Verifier, but also check more important temporal properties. Next, we customize a runtime verifier for the generated nonintrusive VHDL and C code of Stateflow model for monitoring. The major strength of the customization is the flexibility to collect and analyze runtime properties with a pure software monitor, which opens more opportunities for engineers to achieve high reliability of the target system compared with the traditional act that only relies on Simulink Polyspace. We incorporate these two parts into original Stateflow based MDD seamlessly. In this way, safety-critical properties are both verified at the model level, and at the consistent system implementation level with physical execution environment in consideration. We apply our approach on a train controller design, and the verified implementation is tested and deployed on a real hardware platform.","","978-1-4673-8641-8","10.1109/RTAS.2016.7461337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7461337","","Software packages;Automata;Runtime;Junctions;Switches;Monitoring;Analytical models","","23","","35","IEEE","28 Apr 2016","11-14 April 2016","11-14 April 2016","IEEE","IEEE Conferences"
"Accelerating Recertification of FPGA-Based Avionics Systems via Bitstream Equivalence Checking","J. Graf; E. Drinkert; S. Harper; M. Winslow; A. Cook; A. A. Sohanghpurwala; T. Dunham; W. Tabada","Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA; Graf Research Corporation, Blacksburg, Virginia, USA",2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),"2 Dec 2025","2025","","","1","10","Field programmable gate arrays (FPGAs) are ubiquitous in avionics. While FPGAs are easily reprogrammable, update cycles can be long even for minor changes due to recertification testing requirements. Formal verification software can provide proofs about some portions of the FPGA re-design process, but standard formal verification software cannot validate the final FPGA bitstream design. A new software technique, Bitstream Equivalence Checking (BEC), can prove the logical and physical equivalence of an FPGA bitstream to a physical netlist representation. Used in concert with Logic Equivalence Checking (LEC) as well as timing and physical design analysis tools, BEC enables a new delta verification flow that defines the relationship between an original, certified FPGA bitstream and the bitstream that results after minor updates to the source code. This paper explains the process and illustrates its application to an example AMD Xilinx FPGA design when modified with a variety of source changes. The consequences of applying the process to avionics systems recertification are explored.","2155-7209","979-8-3315-2519-4","10.1109/DASC66011.2025.11257353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257353","FPGA;assurance;bitstream equivalence checking;logic equivalence checking;physical equivalence checking;recertification;avionics","Source coding;Aerospace electronics;Software;Timing;Logic;Field programmable gate arrays;Standards;Binary sequences;Formal verification;Testing","","","","21","IEEE","2 Dec 2025","14-18 Sept. 2025","14-18 Sept. 2025","IEEE","IEEE Conferences"
"Model-Based Specification of Integrated Modular Avionics Systems using Object-Process Methodology","H. L. Valdivia de Matos","EMBRAER, São José dos Campos, SP, Brazil",2018 IEEE/AIAA 37th Digital Avionics Systems Conference (DASC),"9 Dec 2018","2018","","","1","8","The complexity of modern aerospace systems is overwhelming. This is particularly true for Integrated Modular Avionics systems, in which the roles of module, applications, system, and aircraft development are decoupled from each other and may be performed by different organizations. One of the key factors to success is the ability to define clear, concise, and unambiguous specifications at the various levels of development. There is a significant amount of research on the Model-Based Systems Engineering field addressing system specifications, with different methodologies and modeling languages, with varying levels of formality and complexity. One of these is the Object-Process Methodology (OPM), which has recently been standardized as ISO 19450. OPM is gaining acceptance in several systems engineering domains due to its simplicity and clarity. This paper investigates the use of OPM to model a DO-297-compliant Integrated Modular Avionics system specification, from aircraft-level functions to module-level requirements. Challenges specific to the compliance of DO-297 objectives are analyzed and compared to equivalent models in SysML and AADL.","2155-7209","978-1-5386-4112-5","10.1109/DASC.2018.8569855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569855","Model-Based System Specification;Integrated Modular Avionics;Object-Process Methodology","Aircraft;Atmospheric modeling;Aerospace electronics;Object oriented modeling;Software;Task analysis","","4","","24","IEEE","9 Dec 2018","23-27 Sept. 2018","23-27 Sept. 2018","IEEE","IEEE Conferences"
"Functional Requirements-Based Automated Testing for Avionics","Y. Sun; M. Brain; D. Kroening; A. Hawthorn; T. Wilson; F. Schanda; F. J. G. Jiménez; S. Daniel; C. Bryan; I. Broster","University of Oxford, UK; University of Oxford, UK; University of Oxford, UK; Altran, UK; Altran, UK; Altran, UK; Rolls-Royce, UK; Rolls-Royce, UK; Rapita Systems, UK; Rapita Systems, UK",2017 22nd International Conference on Engineering of Complex Computer Systems (ICECCS),"15 Feb 2018","2017","","","170","173","We propose and demonstrate a method for the reduction of testing effort in safety-critical software development using DO-178 guidance. We achieve this through the application of Bounded Model Checking (BMC) to formal low-level requirements, in order to generate tests automatically that are good enough to replace existing labor-intensive test writing procedures while maintaining independence from implementation artefacts. Given that manual processes are often empirical and subjective, we begin by formally defining a metric, which extends recognized best practice from code coverage analysis strategies to generate tests that adequately cover the requirements. We then implement it in an automated requirements testing procedure and apply it in a case study with industrial partners. In review, the toolchain developed here is demonstrated to significantly reduce the human effort for the qualification of software products under DO-178 guidance.","","978-1-5386-2431-9","10.1109/ICECCS.2017.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292819","","Software;Compounds;Model checking;Tools;Manuals;Syntactics","","6","","14","IEEE","15 Feb 2018","5-8 Nov. 2017","5-8 Nov. 2017","IEEE","IEEE Conferences"
"Runtime Assurance for Distributed Avionics Architecture","S. Ghori; T. Khamvilai; E. Feron; M. Pakmehr","Electrical and Computer Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Aerospace Engineering, The Pennsylvania State University University, Park, PA, USA; Electrical and Computer Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; ControlX, Inc., Santa Clara, CA, USA",2022 IEEE/AIAA 41st Digital Avionics Systems Conference (DASC),"31 Oct 2022","2022","","","1","6","Runtime Assurance (RTA) is becoming a trend in the aerospace and Unmanned Aerial Vehicle (UAV) industries due to its benefits, such as ensuring the safety of a safety-critical system, e.g., Urban Air Mobility, without a formal verification of the primary system controller. The principle of RTA revolves around the notion of maintaining a backup controller and executing it whenever the primary controller appears to harm the system. Additionally, a modern avionics architecture (distributed), consisting of nodes (sensors, actuators, computing units, etc.) capable of exchanging information via a reliable, standard communication network, can also benefit from RTA. Hence, integration of the RTA framework into an avionics architecture can allow for a reduced degree of verification for these algorithm and, in turn, promote autonomy levels of the avionics systems.; This paper presents a formal RTA definition and framework for the distributed avionics architecture to obtain the benefits of resource sharing and improved system autonomy. We also demonstrate a real-time execution of RTA implementation on a multirotor vehicle equipped with distributed avionics architecture in the event of failure.","2155-7209","978-1-6654-8607-1","10.1109/DASC55683.2022.9925841","Pennsylvania State University; King Abdullah University of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9925841","Runtime Assurance;Distributed Avionic Architecture;Networked System;Flight Controller","Actuators;Runtime;Computer architecture;Switches;Aerospace electronics;Control systems;Autonomous aerial vehicles","","4","","33","IEEE","31 Oct 2022","18-22 Sept. 2022","18-22 Sept. 2022","IEEE","IEEE Conferences"
"Robustness Assessment of a Runway Object Classifier for Safe Aircraft Taxiing","Y. Elboher; R. Elsaleh; O. Isac; M. Ducoffe; A. Galametz; G. Povéda; R. Boumazouza; N. Cohen; G. Katz","The Hebrew University of Jerusalem; The Hebrew University of Jerusalem; The Hebrew University of Jerusalem; Airbus Central Research & Technology, AI Research; Airbus Central Research & Technology, AI Research; Airbus Central Research & Technology, AI Research; Airbus Central Research & Technology, AI Research; Airbus Central Research & Technology, AI Research; The Hebrew University of Jerusalem",2024 AIAA DATC/IEEE 43rd Digital Avionics Systems Conference (DASC),"15 Nov 2024","2024","","","1","6","As deep neural networks (DNNs) are becoming the prominent solution for many computational problems, the aviation industry seeks to explore their potential in alleviating pilot workload and improving operational safety. However, the use of DNNs in these types of safety-critical applications requires a thorough certification process. This need could be partially addressed through formal verification, which provides rigorous assurances — e.g., by proving the absence of certain mispredictions. In this case-study paper, we demonstrate this process on an image-classifier DNN currently under development at Airbus, which is intended for use during the aircraft taxiing phase. We use formal methods to assess this DNN's robustness to three common image perturbation types: noise, brightness and contrast, and some of their combinations. This process entails multiple invocations of the underlying verifier, which might be computationally expensive; and we therefore propose a method that leverages the monotonicity of these robustness properties, as well as the results of past verification queries, in order to reduce the overall number of verification queries required by nearly 60%. Our results indicate the level of robustness achieved by the DNN classifier under study, and indicate that it is considerably more vulnerable to noise than to brightness or contrast perturbations.","2155-7209","979-8-3503-4961-0","10.1109/DASC62030.2024.10748680","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10748680","","Perturbation methods;Scalability;Brightness;Noise;Prototypes;Artificial neural networks;Robustness;Software reliability;Aircraft;Certification","","4","","19","IEEE","15 Nov 2024","29 Sept.-3 Oct. 2024","29 Sept.-3 Oct. 2024","IEEE","IEEE Conferences"
"Design of a USB Based Interface Adapter for the Verification of MIL-STD-1553 Compliant Avionic Systems","F. Çinar; İ. Çiçek","Defense Systems Technologies, Business Sector, ASELSAN Inc., Ankara, Turkey; Dept. of Electronics Eng., Δ-Laboratory, Gebze Technical University, Kocaeli, Türkiye",2024 11th International Conference on Electrical and Electronics Engineering (ICEEE),"10 Dec 2024","2024","","","78","82","In the realm of avionics hardware design verification, there arises a critical need for robust hardware and software infrastructure to conduct functional tests effectively. The MIL-STD-1553 standard simplifies data transfer between sensors, computers, indicators, and other aircraft equipment, enhancing electromagnetic compatibility, reliability, and fault tolerance of subsystems. However, the current state of access methods reveals the inherent challenges posed by their bulky and user-unfriendly hardware interface. To address these challenges, in this work, we propose a USB-based interface adapter for the MIL-STD-1553 bus. This innovative hardware interface uses USB technology to provide a compact and efficient means of connecting to the bus, making it more user-friendly and efficient for both development and debugging purposes. The portable nature of the USB-1553 adapter offers significant advantages, allowing for flexible deployment in various environments as well as eliminating the need to procure specialized instruments for automated testing, thus allowing cost savings and resource optimization. Our design rationale was further validated through experimental testing of the proposed design. Overall, the USB-1553 adapter enables efficiency, versatility, and cost-effectiveness for the factory and field level avionics design verification tasks.","2694-3646","979-8-3503-6254-1","10.1109/ICEEE62185.2024.10779214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10779214","MIL-STD-1553;USB;Avionics;Test;Verification","Military standards;Fault tolerance;Fault tolerant systems;Debugging;Aerospace electronics;Universal Serial Bus;Hardware;Production facilities;Software;Testing","","","","12","IEEE","10 Dec 2024","22-24 April 2024","22-24 April 2024","IEEE","IEEE Conferences"
"Contemporary Directions in Cybersecurity Avionics Risk Analysis","E. Blasch; V. Murray; M. Werthwein; J. S. Chavis; J. Leuchter; A. Roy; J. Lyke; C. C. Insaurralde; G. Fasano","IEEE AESS, AFRL, Arlington, VA, USA; Southwest Research Institute, San Antonio, TX; University of Stuttgart, Stuttgart, Germany; JHU ECE Engineering Graduate Program, Johns Hopkins University Applied Physics Lab; Brno University of Technology, Brno, Czech R.; VisionAR Systems, LLC, Gaithersburg, Maryland; IEEE AESS, AFRL, Sao Paulo, Brazil; Univ. of the West of England, Bristol, UK; University of Naples “Federico II”, Naples, Italy",2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),"2 Dec 2025","2025","","","1","8","With the increase in the congested airspace that incorporates signals, commands, and policies aggregated over multi-domain operations, cybersecurity risk is increasing. In this paper, the IEEE AESS Cyber Avionics Security Panel highlights contemporary methods discussed in aviation cybersecurity. As focused on the awareness and risk, the paper identifies directions for(1) next generation threats in aerospace cybersecurity, (2) artificial intelligence and machine learning in support or aerospace cyber defense including large language models, (3) applying zero trust and blockchains to avionics, (4) advanced edge computing implications to avionics cybersecurity, (5) cybersecurity in air and space traffic management (A-STM), including securing the internet of things (IoT) as a sensor in the airspace infrastructure, and (6) methods of cyber-security risk analysis that includes hardware, software, and data. Three focused advances include discussions on large language models (LLMs), zero-trust policies, and risk scoring.","2155-7209","979-8-3315-2519-4","10.1109/DASC66011.2025.11257187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257187","Cyber Awareness;Avionics Vulnerability Assessment;Air and Space Traffic Management;Security Risk Assessment","Large language models;Machine learning;Aerospace electronics;Software;Hardware;Zero Trust;Internet of Things;Risk management;Computer security;Next generation networking","","","","60","IEEE","2 Dec 2025","14-18 Sept. 2025","14-18 Sept. 2025","IEEE","IEEE Conferences"
"Customizable Verification Framework for Mil-Std 1553 Avionics Bus Interface","M. K. Minhas; W. Ahmad; H. Waris; M. Usman; N. Mohyuddin; S. Baloch","Centers of Excellence in Science & Applied Technologies, Pakistan; Centers of Excellence in Science & Applied Technologies, Pakistan; Centers of Excellence in Science & Applied Technologies, Pakistan; Centers of Excellence in Science & Applied Technologies, Pakistan; Centers of Excellence in Science & Applied Technologies, Pakistan; Centers of Excellence in Science & Applied Technologies, Pakistan","2025 IEEE 22nd International Conference on Smart Communities: Improving Quality of Life using AI, Robotics and IoT (HONET)","12 Jan 2026","2025","","","268","273","This paper presents a customizable and reusable verification framework for the MIL-STD-1553 avionics bus interface, modeled using the Universal Verification Methodology (UVM). The Device Under Verification (DUV) implements a command-based Host Interface that follows the Serial Peripheral Interface (SPI) protocol to communicate with the MIL-STD-1553 Bus Controller and Remote Terminal modules. The DUV supports both HOLT and DDC 1553 bus architectures to configure and access their Control and Status Registers (CSRs). A total of 85 commands are implemented in the DUV to manage initialization, data transfer, status monitoring, and bus control operations. The proposed UVM-based verification framework systematically verifies the functionality and protocol compliance of all 85 commands through constrained-random and directed test scenarios. Comprehensive functional and code coverage of 100% has been achieved using advanced coverage metrics analysis, ensuring verification sign-off. The framework provides configurability and reusability in different implementations of MIL-STD-1553, offering a scalable foundation for future system-level verification. In future work, the framework will be extended to verify the fully integrated system comprising the SPI host interface and the HOLT/DDC 1553 bus design IPs.","1949-4106","979-8-3315-7643-1","10.1109/HONET67928.2025.11318431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11318431","Universal Verification Methodology (UVM);MIL-STD-1553;SPI Host Interface;Avionics Bus Verification;HOLT HI-6139;DDC 1553;Coverage-Driven Verification;Command-Based Interface","Military standards;Measurement;Protocols;Codes;Smart cities;Aerospace electronics;Data transfer;Registers;Robots;Monitoring","","1","","16","IEEE","12 Jan 2026","2-4 Dec. 2025","2-4 Dec. 2025","IEEE","IEEE Conferences"
"Verification and Validation Framework for AFDX Avionics Networks","J. Villegas; S. Fortes; V. Escaño; C. Baena; B. Colomer; R. Barco","CEI Andalucía TECH E.T.S. Ingeniería de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; CEI Andalucía TECH E.T.S. Ingeniería de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; Aerospace and Defence Systems, Aertec Solutions, Málaga, Spain; CEI Andalucía TECH E.T.S. Ingeniería de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; Aerospace and Defence Systems, Aertec Solutions, Málaga, Spain; CEI Andalucía TECH E.T.S. Ingeniería de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain",IEEE Access,"28 Jun 2022","2022","10","","66743","66756","Aircrafts fully rely in a wide variety of electronic systems: sensors, navigation equipment, representation screens and communication elements. The interconnection of these avionics implies a huge challenge for the aircraft communication networks. Extremely stringent requirements in terms of reliability and predictability have to be provided for a safe operation. There are also important limitations to recreate those networks in a prototype form, due to the costs of the related equipment and the interest of testing different architectures and possible configurations dynamically. Moreover, performance estimation approaches based solely on network calculus provide limits for worst-case scenarios, without generating a detailed feedback under different circumstances and configurations of the network and different data sources. In this context, the present work proposes and develops an evaluation framework for avionics networks in order to support the verification and validation (V&V) procedures of the communication system before applying for certification. The proposed framework implements an event-based simulator in Simulink for Avionics Full-Duplex Switched Ethernet (AFDX), one of the most extended data protocols for avionics. This is evaluated in comparison with network calculus and bibliography performance estimation approaches, demonstrating its accuracy and capabilities.","2169-3536","","10.1109/ACCESS.2022.3184329","AERTEC Solutions(grant numbers:8.06/5.59.5543,8.06/5.59.5715); developed in the framework of the CleanSky-2 project “Audio Suite for Disruptive Cockpit Demonstrator”(grant numbers:JTI-CS2-2018-CFPO9-LPA-03-17); Junta de Andalucía and ERDF(European Regional Development Fund): project CAPTOR (advanCed Avionics communications validation and verification PlaTfORm, Ref. PYC20 RE 077 UMA) and postdoctoral grant (Ref. DOC_01154 “selección de personal investigador doctor convocado mediante Resolución de 21 de mayo de 2020”, PAIDI 2020; Universidad de Málaga “II Plan Propio de Investigación, Transferencia y Divulgación Científica de la Universidad de Málaga–Ayudas para publicaciones en acceso abierto”; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9804340","Avionics;ARINC664;AFDX;communications;verification and validation;protocols","Aerospace electronics;Mathematical models;Aircraft;Delays;Bandwidth;Aircraft navigation;Calculus","","15","","60","CCBYNCND","22 Jun 2022","2022","","IEEE","IEEE Journals"
"A Review on Mechanical Proving and Formalization of Mathematical Theorems","S. Chen; W. Yu; G. Dou; Q. Zhang","Beijing Key Laboratory of Space-Ground Interconnection and Convergence, School of Electronic Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Space-Ground Interconnection and Convergence, School of Electronic Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Space-Ground Interconnection and Convergence, School of Electronic Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Space-Ground Interconnection and Convergence, School of Electronic Engineering, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Access,"25 Mar 2025","2025","13","","50672","50686","The field of artificial intelligence represents a frontier and a focal point of contemporary technological development. As an important embodiment of artificial intelligence applied to theoretical-level research, mechanical proving has been a subject of significant interest among researchers. The past few centuries have witnessed multiple periods of machine proof of mathematical theorems as computer technology has continued to evolve. From the initial proposal of “mechanization of human mental labor” being proposed to the present, the idea of “mechanization of mathematics” has been gradually being realized. Along with various formalization tools being developed, mechanical proving have ushered in a new era nowadays. This paper introduces and summarizes the history of mathematical formalization, the main formalization tools and the main theoretical achievements in different stages and fields. This paper also provides an overview of our group’s work in the formalization of a series of mathematical theorems using Coq, including Morse-Kelley axiomatic set theory and the foundations of analysis among others. Despite the considerable promise of formal tools in bolstering system reliability and mathematical rigorousness, it continues to encounter obstacles in practical applications. Although the formal tool holds considerable prospects in enhancing system reliability and mathematical rigorousness, it still meets with barriers in practical application. The paper concludes with a discussion of some of the current challenges associated with mechanical proving, as well as offers suggestions for future research directions.","2169-3536","","10.1109/ACCESS.2025.3552634","National Natural Science Foundation of China(grant numbers:62476028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10930874","Artificial intelligence;Coq;formalization;mechanical proving;Morse-Kelley axiomatic set theory;theorem provers","Mathematics;Logic;Cognition;Artificial intelligence;Set theory;Telecommunications;Convergence;Automation;Reliability;Refining","","2","","148","CCBYNCND","18 Mar 2025","2025","","IEEE","IEEE Journals"
"Avionics Architecture Design for a Future Generation Fighter Aircraft","Z. S. Mor; N. Asghar; G. Inalhan","Avionics and Mission System Engineering Integration, Turkish Aerospace, Ankara, Turkey; Avionics and Mission System Engineering Integration, BAE Systems, Ankara, Turkey; Faculty of Aeronautics and Astronautics, Istanbul Technical University, Aerospace Research Center, Istanbul, Turkey",2019 IEEE/AIAA 38th Digital Avionics Systems Conference (DASC),"30 Apr 2020","2019","","","1","10","In this work, we provide insight on the avionics architecture design process for a future generation fighter program. This program carries a unique development phasing strategy which includes the design of the Block-0 prototype in 2026, the design of the Block-l in 2028 and full scale production block in 2030. Given this cascaded and progressive schedule, we consider an avionics architecture design process which can be further enhanced even during the development phase. However, all the design, integration, verification and long term modification activities of the fighter program are tightly coupled to the avionics architectural selections. In that sense, one the major architectural design drivers are to establish a design strategy and program flowchart to prevent extensive re-testing and re-certification issues between the different blocks of the program. In light of these constraints and schedule and cost risks, we consider a phase by phase progressive architecture development which can provide a basis for risk reduction through demonstrations, analyses, and modeling efforts. In that sense, we first review a) similar type of fighter aircrafts' avionics architectures and b) potential new technologies that will be available within the development cycle. Specifically, we highlight the main challenges that the system engineer must consider from technical, technology window, technology readiness, export licence and industrialization perspective. Specifically, for each of the blocks, different types of avionics architectures ranging from federated architecture to Integrated Modular Avionics (IMA) and Open System Architecture (OSA) are analyzed. In this work, we provide in detail the current avionics architecture for Block-0 Initial Operational Capability (IOC) which utilizes mainly Commercial off the Shelf (COTS) equipment and systems.","2155-7209","978-1-7281-0649-6","10.1109/DASC43569.2019.9081644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9081644","Progressive avionics architecture;5th. gen. fighter aircraft;next gen. fighter aircraft;federated architecture;IMA;capability drop;ELC","Schedules;Flowcharts;Costs;Reviews;Prototypes;Production;Open systems;Aerospace electronics;Military aircraft;Distance measurement","","4","","6","IEEE","30 Apr 2020","8-12 Sept. 2019","8-12 Sept. 2019","IEEE","IEEE Conferences"
"Automation of software avionics verification in accordance with DO-178C standard","A. Khasanov; V. Shishkin; K. Larin","Ulyanovsk State Technical University, Ulyanovsk Instrument Manufacturing, Ulyanovsk, Russia; Ulyanovsk State Technical University, Ulyanovsk, Russia; Ulyanovsk Instrument Manufacturing, Ulyanovsk, Russia",2022 VIII International Conference on Information Technology and Nanotechnology (ITNT),"18 Aug 2022","2022","","","1","5","The article discusses the testing processes within the framework of software verification with increased requirements for criticality. A software platform developed for generating integration test data and accompanying documentation in accordance with the aviation standard DO-178C is proposed. The software platform during testing showed high efficiency, its use will significantly simplify and speed up the testing process. Testing schemes and results of software platform experimental studies are presented.","","978-1-6654-8571-5","10.1109/ITNT55410.2022.9848730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848730","critical software;verification;test automation;integration testing;software platform","Documentation;Human factors;Software;Time measurement;Software measurement;Task analysis;Information technology","","","","18","IEEE","18 Aug 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Two formal methodologies of Model-Based Safety Assessment for Fault Tree Analysis","I. Lanzani; R. Scattolini; E. Zio; A. Cimatti; M. Bozzano; S. Tonetta","Department of Electronics, Information and Bioengineering (DEIB), Politecnico di Milano, Milano, Italy; Department of Electronics, Information and Bioengineering (DEIB), Politecnico di Milano, Milano, Italy; Energy department, Politecnico di Milano, Milano, Italy; Fondazione Bruno Kessler, Povo, Trento, Italy; Fondazione Bruno Kessler, Povo, Trento, Italy; Fondazione Bruno Kessler, Povo, Trento, Italy",2023 7th International Conference on System Reliability and Safety (ICSRS),"8 Jan 2024","2023","","","376","383","During the design of safety-critical systems, the automatic estimation of the reliability of a proposed architecture could be a valuable asset. In the aerospace sector, according to ARP4754A [17] and ARP4761 [16] standards, the design development process must be performed in parallel with the safety assessment process. The practical reason is that an archi-tecture that does not comply with safety requirements must be modified accordingly as soon as possible. This article illustrates two existing techniques for automatically generating fault tree evaluations from an architectural model. A discussion of their advantages and possible industrial implementation is provided, together with a practical case study.","","979-8-3503-0605-7","10.1109/ICSRS59833.2023.10381356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10381356","Safety analysis;FTA;MBSA;AltaRica;xSAP","Analytical models;Estimation;Reliability engineering;Aerospace safety;Standards;Aerospace industry;Fault trees","","1","","18","IEEE","8 Jan 2024","22-24 Nov. 2023","22-24 Nov. 2023","IEEE","IEEE Conferences"
