"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Emerging verification methods for complex hardware in avionics","K. Karlsson; H. Forsberg","Saab Avitronics, Jonkoping, Sweden; Saab Avitronics, Jonkoping, Sweden",24th Digital Avionics Systems Conference,"27 Dec 2005","2005","1","","6.B.1","61","This paper discusses the additional design assurance strategies stated in RTCA/DO-254, Appendix B - ""Design assurance considerations for level A and level B functions."" In particular, we address the use of formal specification languages such as the property specification language (PSL) in combination with dynamic (simulation) and static (formal) verification methods for programmed logic devices. Using these methods, we suggest a design assurance strategy for complex programmable airborne electronics compliant with the guidelines of RTCA/DO-254. The strategy is a semi-formal solution, a hybrid of static and dynamic assertion based verification.","2155-7209","0-7803-9307-4","10.1109/DASC.2005.1563385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1563385","","Hardware;Aerospace electronics;Formal specifications;Specification languages;Logic devices;Guidelines","","4","","11","IEEE","27 Dec 2005","30 Oct.-3 Nov. 2005","30 Oct.-3 Nov. 2005","IEEE","IEEE Conferences"
"Combination of Static and Dynamic Analyses for the Certification of Avionics Software","A. Ferlin; V. Wiels","EYYWDV/DTIM, Airbus Operations S.A.S./ONERA, Toulouse, France; ONERA/DTIM, France",2012 IEEE 23rd International Symposium on Software Reliability Engineering Workshops,"10 Jan 2013","2012","","","331","336","This paper proposes a dynamic analysis approach developed for the verification of avionics software. The objective is to formally verify temporal properties on execution traces. The approach consists of three steps: computation of the necessary observation points in the program using static analysis, execution of the program and generation of the execution trace, verification of the temporal property on the trace. The approach has been implemented in a tool.","","978-1-4673-5048-8","10.1109/ISSREW.2012.100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405466","","Automata;Software;Aerospace electronics;Pragmatics;Context;Abstracts;Observability","","1","","29","IEEE","10 Jan 2013","27-30 Nov. 2012","27-30 Nov. 2012","IEEE","IEEE Conferences"
"A framework for heterogeneous formal modeling and compositional verification of avionics systems","Y. Ait-Ameur; R. Delmas; V. Wiels","LISI-ENSMA, Université de Poitiers, France; ONERA/CERT, Toulouse, France; ONERA/CERT, Toulouse, France","Proceedings. Second ACM and IEEE International Conference on Formal Methods and Models for Co-Design, 2004. MEMOCODE '04.","5 Jul 2005","2004","","","223","232","This paper presents a component oriented framework dedicated to the specification of embedded systems in the aeronautics domain. A component is an entity with three internal layers (hardware, operating functions and applicative functions) together with a collection of models in different domain-oriented views. A composition operation allows the expression of composition scenarios, yielding a component calculus for representing composite systems. An institutional framework supports this component calculus, allowing the expression of coherence criteria between heterogeneous views. This framework can be seen as a formal documentation of a system development and analysis, supporting heterogeneous modeling and compositional verification. The approach is illustrated on a non trivial case study.","","0-7803-8509-8","10.1109/MEMCOD.2004.1459858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1459858","","Aerospace electronics;Embedded system;Hardware;Calculus;Safety;Fault tolerant systems;Real time systems;Formal languages;Industrial relations","","2","","10","IEEE","5 Jul 2005","23-25 June 2004","23-25 June 2004","IEEE","IEEE Conferences"
"Secure programs via game-based synthesis","S. Jha; T. Reps; B. Harris",University of Wisconsin (Madison); University of Wisconsin (Madison); University of Wisconsin (Madison),2013 Formal Methods in Computer-Aided Design,"12 Feb 2015","2013","","","12","13","Summary form only given. Several recent operating systems provide system calls that allow an application to explicitly manage the privileges of modules with which the application interacts. Such privilege-aware operating systems allow a programmer to a write a program that satisfies a strong security policy, even when the program interacts with untrusted modules. However, it is often non-trivial to rewrite a program to correctly use the system calls to satisfy a high-level security policy. This paper concerns the policy-weaving problem, which is to take as input a program, a desired high-level policy for the program, and a description of how system calls affect privilege, and automatically rewrite the program to invoke the system calls so that it satisfies the policy. We describe a reduction from the policy-weaving problem to finding a winning strategy to a two-player safety game. We then describe a policy-weaver generator that implements the reduction and a novel game-solving algorithm, and present an experimental evaluation of the generator applied to a model of the Capsicum capability system. We conclude by outlining ongoing work in applying the generator to a model of the HiStar decentralized-information-flow control (DIFC) system.","","978-0-9835678-3-7","10.1109/FMCAD.2013.7035519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7035519","","Educational institutions;Awards activities;Generators;Security;Computers;Computer languages","","","","","","12 Feb 2015","20-23 Oct. 2013","20-23 Oct. 2013","IEEE","IEEE Conferences"
"Applying formal methods to an information security device: An experience report","J. Kirby; M. Archer; C. Heitmeyer","Code 5546, Naval Research Laboratory, Inc., Washington D.C., DC, USA; Code 5546, Naval Research Laboratory, Inc., Washington D.C., DC, USA; Code 5546, Naval Research Laboratory, Inc., Washington D.C., DC, USA",Proceedings 4th IEEE International Symposium on High-Assurance Systems Engineering,"6 Aug 2002","1999","","","81","88","SCR (Software Cost Reduction) is a formal method for specifying and analyzing system requirements that has previously been applied to control systems. This paper describes a case study in which the SCR method was used to specify and analyze a different class of system, a cryptographic system called CD, which must satisfy a large set of security properties. The paper describes how a suite of tools supporting SCR-a consistency checker, simulator, model checker, invariant generator, theorem prover, and validity checker-were used to detect errors in the SCR specification of CD and to verify that the specification satisfies seven security properties. The paper also describes issues of concern to software developers about formal methods, e.g. ease of use, cost-effectiveness, scalability, how to translate a prose specification into a formal notation, and what process to follow in applying a formal method and discusses these issues based on our experience with CD. Also described are some unexpected results of our case study.","","0-7695-0418-3","10.1109/HASE.1999.809478","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=809478","","Information security;Thyristors;Scalability;Costs;Control systems;Application software;Laboratories;Cryptography;Computer industry;Error correction","","6","","14","IEEE","6 Aug 2002","17-19 Nov. 1999","17-19 Nov. 1999","IEEE","IEEE Conferences"
"Just-in-Time Certification","J. Rushby","Computer Science Laboratory, SRI International, Inc., Menlo Park, CA, USA",12th IEEE International Conference on Engineering Complex Computer Systems (ICECCS 2007),"23 Jul 2007","2007","","","15","24","Traditional, standards-based approaches to certification are hugely expensive, of questionable credibility when development is outsourced, and a barrier to innovation. This paper is a call and a manifesto for new approaches to certification. We start by advocating a goal-based approach in which unconditional claims delivered by formal methods are combined with other evidence in multi-legged cases supported by Bayesian analysis. We then describe the necessity, and the challenge, of extending this to compositional certification and outline promising directions for accomplishing this. Finally, we consider the provocative possibility of adaptive systems in which methods of analysis traditionally used to support certification at design time are instead used for synthesis and monitoring at runtime, and certification is performed ""just-in-time.""","","0-7695-2895-3","10.1109/ICECCS.2007.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4276298","","Certification;Failure analysis;Formal verification;Technological innovation;Adaptive systems;Runtime;Testing;Subcontracting;Hazards;US Department of Transportation","","22","","58","IEEE","23 Jul 2007","11-14 July 2007","11-14 July 2007","IEEE","IEEE Conferences"
"Independent validation and verification of the TCAS II collision avoidance subsystem","B. Abdul-Baki; J. Baldwin; M. . -P. Rudel","Rannoch Corporation, Alexandria, VA, USA; Rannoch Corporation, Alexandria, VA, USA; Rannoch Corporation, Alexandria, VA, USA",Gateway to the New Millennium. 18th Digital Avionics Systems Conference. Proceedings (Cat. No.99CH37033),"6 Aug 2002","1999","1","","2.C.2","2.C.2","This paper describes the specification-based testing, analysis tools, and associated processes that were used to independently validate, verify, and ultimately provide for certifying, safety-critical software developed for the Traffic Alert and Collision Avoidance System (TCAS II) program. These tools and processes comprise an effective and Independent Validation and Verification (IV&V) activity applied to the Collision Avoidance Subsystem (CAS) software development process. A requirements specification language called the Requirements State Machine Language (RSML), originally developed by the University of California, Irvine (UCI), was employed for the specification of CAS. The end result is the next generation of TCAS II collision avoidance logic, referred to as Version 7, that is of a higher quality than its predecessors, meets the certification requirements of DO-178B Level B, and can be shown to satisfy the new operational requirements it was developed to address.","","0-7803-5749-3","10.1109/DASC.1999.863698","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=863698","","Collision avoidance;Content addressable storage;Road accidents;Software testing;System testing;Software safety;Software tools;Programming;Specification languages;Logic","","1","","4","IEEE","6 Aug 2002","24-29 Oct. 1999","24-29 Oct. 1999","IEEE","IEEE Conferences"
"Making formal methods practical","M. Zimmerman; M. Rodriguez; B. Ingram; M. Katahira; M. de Villepin; N. Leveson","MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA",19th DASC. 19th Digital Avionics Systems Conference. Proceedings (Cat. No.00CH37126),"6 Aug 2002","2000","1","","1B2/1","1B2/8 vol.1","Despite their potential, formal methods have had difficulty gaining acceptance in the industrial sector. Some complaints are based on supposed impracticality: many consider formal methods to be an approach to system specification and analysis that requires a large learning time. Contributing to this scepticism is the fact that some types of formal methods have not yet been proven to handle systems of realistic complexity. To learn more about how to design formal specification languages that can be used for complex systems and require minimal training, we developed a formal specification of an English language specification of the vertical flight control system similar to that found in the MD-11. This paper describes the lessons learned from this experience.","","0-7803-6395-7","10.1109/DASC.2000.886879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=886879","","Formal specifications;Natural languages;Aerospace control;Aerospace industry;Computer industry;Aerospace engineering;Mathematics;Logic;Prototypes;Mathematical model","","11","","3","IEEE","6 Aug 2002","7-13 Oct. 2000","7-13 Oct. 2000","IEEE","IEEE Conferences"
"Formal methods for the validation of fault tolerance in autonomous spacecraft","S. Ayache; E. Conquet; P. Humbert; C. Rodriguez; J. Sifakis; R. Gerlich","Matra Marconi Space, Toulouse, France; Matra Marconi Space, Toulouse, France; Matra Marconi Space, Toulouse, France; Verimag Laboratory, Grenoble, France; Verimag Laboratory, Grenoble, France; Daimler Benz AeroSpace Dornier, Germany",Proceedings of Annual Symposium on Fault Tolerant Computing,"6 Aug 2002","1996","","","353","357","One of the major challenges to be faced in the design of new-generation spacecrafts comes with the requirement to increase the capacity of autonomous operation, in particular in presence of abnormal events. Formal methods are becoming more accepted in the space industry as a possible way to manage induced systems complexity. The Data Management System Design Validation (DDV) study has accomplished an experimental junction between the spacecraft autonomy trends and emerging formal methodologies. A methodological framework applicable to the early life cycle phases of fault-tolerant systems engineering has been defined. It focuses on the verification of fault tolerance properties using model-based formalisms. The Specification and Design Language (SDL) was selected for this study as the best suited language with respect to the application. This work has resulted in an executable specification establishing the tolerated behaviours of spacecraft computers in presence of faults. Fault tolerance properties have been checked, in spite of limitations inherent to model-based formalisms, by using an appropriate verification process.","0731-3071","0-8186-7262-5","10.1109/FTCS.1996.534620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=534620","","Fault tolerance;Space vehicles;Aerospace electronics;Fault tolerant systems;Aerospace industry;Aerospace engineering;Systems engineering and theory;Application software;Laboratories;Space missions","","7","","8","IEEE","6 Aug 2002","25-27 June 1996","25-27 June 1996","IEEE","IEEE Conferences"
"Verification of the redundancy management system for space launch vehicle: a case study","O. Sokolsky; M. Younis; Insup Lee; Hee-Hwan Kwak; J. Zhou","Computer Command and Control Company, Philadelphia, PA, USA; Allied-Signal Advanced Systems Technology Group, Columbia, MD, USA; NA; Department of Computer and Information Systems, University of Pennsylvania, Philadelphia, PA, USA; Department of Computer and Information Systems, University of Pennsylvania, Philadelphia, PA, USA",Proceedings. Fourth IEEE Real-Time Technology and Applications Symposium (Cat. No.98TB100245),"6 Aug 2002","1998","","","220","229","Formal methods have been widely recognized as effective techniques to uncover design errors that could be missed by a conventional software engineering process. The paper describes the authors' experience with using formal methods in analyzing the redundancy management system (RMS) for a space launch vehicle. RMS is developed by AlliedSignal Inc. for the avionics of NASA's new space shuttle, called VentureStar, that meets the expectations for space missions in the 21st century. A process algebraic formalism is used to construct a formal specification based on the actual RMS design specifications. Analysis is performed using PARAGON, a toolset for formal specification and verification of distributed real-time systems. A number of real-time and fault-tolerance properties were verified, allowing some errors in the RMS pseudocode to be detected. The paper discusses the translation of the RMS specification into process algebra formal notation and results of the formal verification.","","0-8186-8569-7","10.1109/RTTAS.1998.683206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=683206","","Aerospace electronics;Redundancy;Space shuttles;Formal specifications;Software engineering;Space vehicles;Space missions;Performance analysis;Real time systems;Fault tolerance","","2","","16","IEEE","6 Aug 2002","5-5 June 1998","5-5 June 1998","IEEE","IEEE Conferences"
"A survey on the formal testing techniques for real-time embedded software","Yongfeng Yin; Bin Liu; Hongying Ni","School of Reliability and System Engineering, BeiHang University, Beijing, China; School of Reliability and System Engineering, BeiHang University, Beijing, China; Avionics System Integration, National Key Laboratory of Science and Technology, Shanghai, China",The 2nd International Conference on Information Science and Engineering,"17 Jan 2011","2010","","","6426","6429","At present, real-time embedded software testing is a hot topic, and formal methods has become an important means in real-time embedded software modeling and verification field. The real-time embedded software verification technique based on formal methods can eliminate ambiguity, enhance the accuracy and consistency of verification and improve the automation level and efficiency. In this paper, we surveyed the existing formal testing techniques for real-time embedded software, pointed out the shortcomings of current research and gave the trends of the techniques.","2160-1291","978-1-4244-7618-3","10.1109/ICISE.2010.5691486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5691486","real-time embedded software;software testing;formal method;UML;modeling","Unified modeling language;Real time systems;Embedded software;Object oriented modeling;Software testing","","1","","","IEEE","17 Jan 2011","4-6 Dec. 2010","4-6 Dec. 2010","IEEE","IEEE Conferences"
