"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A methodology for model-based development and automated verification of software for aerospace systems","L. Märtin; M. Schatalov; M. Hagner; U. Goltz; O. Maibaum","Institute for Programming and Reactive Systems, Technical University of Braunschweig, Brunswick, Germany; Institute for Programming and Reactive Systems, Technical University of Braunschweig, Brunswick, Germany; Institute for Programming and Reactive Systems, Technical University of Braunschweig, Brunswick, Germany; Institute for Programming and Reactive Systems, Technical University of Braunschweig, Brunswick, Germany; Simulation and Software Technology, German AeroSpace Center (DLR), Brunswick, Germany",2013 IEEE Aerospace Conference,"13 May 2013","2013","","","1","19","Today's software for aerospace systems typically is very complex. This is due to the increasing number of features as well as the high demand for safety, reliability, and quality. This complexity also leads to significant higher software development costs. To handle the software complexity, a structured development process is necessary. Additionally, compliance with relevant standards for quality assurance is a mandatory concern. To assure high software quality, techniques for verification are necessary. Besides traditional techniques like testing, automated verification techniques like model checking become more popular. The latter examine the whole state space and, consequently, result in a full test coverage. Nevertheless, despite the obvious advantages, this technique is rarely yet used for the development of aerospace systems. In this paper, we propose a tool-supported methodology for the development and formal verification of safety-critical software in the aerospace domain. The methodology relies on the V-Model and defines a comprehensive work flow for model-based software development as well as automated verification in compliance to the European standard series ECSS-E-ST-40C. Furthermore, our methodology supports the generation and deployment of code. For tool support we use the tool SCADE Suite (Esterel Technology), an integrated design environment that covers all the requirements for our methodology. The SCADE Suite is well established in avionics and defense, rail transportation, energy and heavy equipment industries. For evaluation purposes, we apply our approach to an up-to-date case study of the TET-1 satellite bus. In particular, the attitude and orbit control software is considered. The behavioral models for the subsystem are developed, formally verified, and optimized.","1095-323X","978-1-4673-1813-6","10.1109/AERO.2013.6496950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6496950","","Model checking;Standards;Automata;Europe;Software systems","","10","1","28","IEEE","13 May 2013","2-9 March 2013","2-9 March 2013","IEEE","IEEE Conferences"
"Comparison of means of compliance for onboard software certification","F. Yan","Airworthiness Certification Research Center, Civil Aviation Flight University of China, Tianjin, China",2009 4th International Conference on Computer Science & Education,"1 Sep 2009","2009","","","917","920","The purpose of the paper was to discuss means of compliance for onboard software certification. With more than 16 years usage of RTCA DO-178B, the standard has been widely accepted in the industry, and the reality shows that its effect in aviation safety is acceptable. While besides this generic means, from time to time other means have been sought to substitute DO-178B. The paper discussed several means and methods for software certification compliance with the feasibility thereof, and made comparison between them.","","978-1-4244-3520-3","10.1109/ICCSE.2009.5228263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5228263","certification;software engineering;means of compliance;DO-178","Certification;Software safety;Software quality;Aerospace electronics;Aircraft propulsion;Logic testing;Guidelines;FAA;Programming;Process planning","","2","","7","IEEE","1 Sep 2009","25-28 July 2009","25-28 July 2009","IEEE","IEEE Conferences"
"A case-study application of RTCA DO-254: design assurance guidance for airborne electronic hardware","P. S. Miner; V. A. Carreno; M. Malekpour; W. Torres","NASA-Langley Research Center, Hampton, VA, USA; NASA-Langley Research Center, Hampton, VA, USA; NASA-Langley Research Center, Hampton, VA, USA; NASA-Langley Research Center, Hampton, VA, USA",19th DASC. 19th Digital Avionics Systems Conference. Proceedings (Cat. No.00CH37126),"6 Aug 2002","2000","1","","1A1/1","1A1/8 vol.1","In a joint project with the FAA, NASA Langley is developing a hardware design in accordance with RTCA DO-254: Design Assurance Guidance for Airborne Electronic Hardware. The purpose of the case study is to gain understanding of the new guidance document and generate an example suitable for use in training. For the case study, we have selected a core subsystem of the Scalable Processor-Independent Design for Electromagnetic Resilience (SPIDER). SPIDER is a new fault-tolerant architecture under development at NASA Langley Research Center.","","0-7803-6395-7","10.1109/DASC.2000.886872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=886872","","Hardware;NASA;Fault tolerance;FAA;Process design;Aerospace electronics;Uncertainty;Fault tolerant systems;Computer architecture;Prototypes","","25","","21","IEEE","6 Aug 2002","7-13 Oct. 2000","7-13 Oct. 2000","IEEE","IEEE Conferences"
"Dependability Analysis for AADL Models by PVS","G. Chen; L. Luo; R. Gong; S. Gui","School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China","2009 Eighth IEEE International Conference on Dependable, Autonomic and Secure Computing","15 Jan 2010","2009","","","19","24","In recent years, architecture analysis & design language (AADL) has been applied to the development of dependable real-time systems, in which the quality of the developed software is an important factor. Thus, to make sure that real-time systems are really dependable, we must verify the important properties, such as safety and reliability. This paper describes a contribution to the transformation of AADL models. In this paper we present an approach for transforming AADL model into prototype verification system (PVS) specification and deductive verification of such AADL models using the PVS interactive theorem prover. Our transformation includes two aspects: structure and behavior description. Applying a PVS specification of a AADL language semantics, we generate a formal representation of the AADL model. After the transformation, some properties, such as safety and reliability, of the model build by AADL could be verified using PVS. We use an example to demonstrate the correctness and feasibility of our approach. Then, we verified the safety and reliability attributes of dependability in our model. At last, we conclude our paper by proposing that model transformation provides powerful support to improve the integration of formal verification in an industrial engineering process and we presented our future work direction.","","978-1-4244-5421-1","10.1109/DASC.2009.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5380414","dependability analysis;AADL;PVS;transforming rules","Safety;Real time systems;Power system modeling;Computer architecture;Aerospace electronics;Design engineering;Automotive engineering;Computer science;Software quality;Software prototyping","","1","","16","IEEE","15 Jan 2010","12-14 Dec. 2009","12-14 Dec. 2009","IEEE","IEEE Conferences"
"The Signal Synchronous Multiclock Approach to the Design of Distributed Embedded Systems","A. Gamatie; T. Gautier","CNRS/UMR 8022-LIFL, Parc Scientifique de la Haute Borne, INRIA Lille Nord Europe, Villeneuve d'Ascq, France; INRIA, INRIA Rennes Bretagne Atlantique, Rennes, France",IEEE Transactions on Parallel and Distributed Systems,"29 Mar 2010","2010","21","5","641","657","This paper presents the design of distributed embedded systems using the synchronous multiclock model of the SIGNAL language. It proposes a methodology that ensures a correct-by-construction functional implementation of these systems from high-level models. It shows the capability of the synchronous approach to apply formal techniques and tools that guarantee the reliability of the designed systems. Such a capability is necessary and highly worthy when dealing with safety-critical systems. The proposed methodology is demonstrated through a case study consisting of a simple avionic application, which aims to pragmatically help the reader to understand the manipulated formal concepts, and to apply them easily in order to solve system correctness issues encountered in practice. The application functionality is first modeled as well as its distribution on a generic hardware architecture. This relies on the endochrony and endo-isochrony properties of SIGNAL specifications, defined previously. The considered architectures include asynchronous communication mechanisms, which are also modeled in SIGNAL and proved to achieve message exchanges correctly. Furthermore, the synchronizability of the different parts in the resulting system is addressed after its deployment on a specific execution platform with multirate clocks. After all these steps, a distributed code can be automatically generated.","1558-2183","","10.1109/TPDS.2009.125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5196666","Distributed embedded systems;correct-by-construction design methodology;safety-critical domains;formal validation;synchronous model;asynchronous mechanisms;multiclock;Signal language","Signal design;Embedded system;Hardware;Clocks;Distributed computing;Embedded computing;Delay;Robustness;Computer industry;Electrical equipment industry","","16","1","45","IEEE","7 Aug 2009","May 2010","","IEEE","IEEE Journals"
"Model-based development for time-triggered architectures","B. Dion; T. Le Sergent; B. Martin; H. Griebel","Esterel Technologies, Toulouse, France; Esterel Technologies, Toulouse, France; Esterel Technologies, Toulouse, France; TTTech, Vienna, Austria",The 23rd Digital Avionics Systems Conference (IEEE Cat. No.04CH37576),"14 Feb 2005","2004","2","","6.D.3","6.1","Time-triggered architectures (TTA) and SCADE are both well-established technologies and tools for building safety-critical embedded software. Both are based on the same time-triggered approach; TTA for the communication infrastructure and SCADE for the application components. This paper presents the integration of these two technologies and tools for the design of distributed systems 1. When completed, the breakthrough of this solution shows that it provides a single framework to: specify behavior, timing constraints, and mapping of tasks onto hardware; generate all the code needed to build communicating executables; simulate and perform formal verification of properties both for each individual task and also for the global model. Specification is accomplished with a graphical view that allows the definition of hardware nodes and mapping of any set of subsystems (a subsystem consists of several communicating tasks, all located on the same node) on these nodes. Replication is authorized and handled by the fault tolerant communication (FT-COM) layer. Code generation is supported by add-ons to the two toolsets: the complete architecture and timing information is generated from SCADE and passed to the TTP plan and TTP build functions that compute respectively the communication scheduling and the task scheduling for each node. The SCADE code generator generates certifiable C code for each task. TTP build generates the code for the scheduling of the tasks on each node. A simple wrapper code is generated to handle data transfer between the FT-COM layer and task interfaces. Simulation and formal verification are possible thanks to the same underlying paradigm for both technologies: as both the application tasks and the communication infrastructure are time-triggered, with complete determinism, a global system model can be represented and formally verified.","","0-7803-8539-X","10.1109/DASC.2004.1390733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1390733","","Computer architecture;Application software;Embedded software;Fault tolerance;Timing;Hardware;Formal verification;Processor scheduling;Communication system control;Systems engineering and theory","","5","2","6","IEEE","14 Feb 2005","28-28 Oct. 2004","28-28 Oct. 2004","IEEE","IEEE Conferences"
"Model checking programs","W. Visser; K. Havelund; G. Brat; Seungjoon Park","RIACS/NASA Ames Research Center, Moffett Field, CA, USA; Ames Research Center, QSS/NASA, Moffett Field, CA, USA; Ames Research Center, Kestrel/NASA, Moffett Field, CA, USA; Ames Research Center, RIACS/NASA, Moffett Field, CA, USA",Proceedings ASE 2000. Fifteenth IEEE International Conference on Automated Software Engineering,"6 Aug 2002","2000","","","3","11","The majority of the work carried out in the formal methods community throughout the last three decades has (for good reasons) been devoted to special languages designed to make it easier to experiment with mechanized formal methods such as theorem provers and model checkers. In this paper, we give arguments for why we believe it is time for the formal methods community to shift some of its attention towards the analysis of programs written in modern programming languages. In keeping with this philosophy, we have developed a verification and testing environment for Java, called Java PathFinder (JPF), which integrates model checking, program analysis and testing. Part of this work has consisted of building a new Java Virtual Machine that interprets Java bytecode. JPF uses state compression to handle large states, and partial order reduction, slicing, abstraction and run-time analysis techniques to reduce the state space. JPF has been applied to a real-time avionics operating system developed at Honeywell, illustrating an intricate error, and to a model of a spacecraft controller, illustrating the combination of abstraction, run-time analysis and slicing with model checking.","1938-4300","0-7695-0710-7","10.1109/ASE.2000.873645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=873645","","Java;Testing;Runtime;Computer languages;Virtual machining;State-space methods;Real time systems;Aerospace electronics;Operating systems;Error correction","","271","7","10","IEEE","6 Aug 2002","11-15 Sept. 2000","11-15 Sept. 2000","IEEE","IEEE Conferences"
"Next generation testing tecrnique for embedded software: abstract semantics analysis","C. Hote","PolySpace Technologies, Inc., Boston, MA, USA",The 23rd Digital Avionics Systems Conference (IEEE Cat. No.04CH37576),"14 Feb 2005","2004","2","","514","521","","","0-7803-8539-X","10.1109/DASC.2004.1390799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1390799","","Software testing;Embedded software;Missiles;Application software;Data analysis;Trajectory;Embedded system;Computer industry;Debugging;Computer science","","","","2","IEEE","14 Feb 2005","28-28 Oct. 2004","28-28 Oct. 2004","IEEE","IEEE Conferences"
"Time properties verification of UML/MARTE real-time systems","A. Louati; K. Barkaoui; C. Jerad","LR-SITL ENIT, Université Tunis EI Manar, Tunisie; CEDRIC-CNAM, Rue Saint-Martin, Paris, France; OASIS ENIT, Université Tunis EI Manar, Tunisie",Proceedings of the 2014 IEEE 15th International Conference on Information Reuse and Integration (IEEE IRI 2014),"2 Mar 2015","2014","","","386","393","UML and MARTE are standardized modeling languages widely used in industry for the design of realtime systems. However, formal verification at early phases of the system lifecycle for UML/MARTE models remains an open issue mainly for dependability features. In this paper, we show how we can provide a formal verification of time properties from a UML/MARTE description. For this, we translate this latter description expressed in Interaction Overview Diagrams (IOD) and Timing Diagrams (TD) into Timed Petri Nets (TPN). This resulting formal execution semantics allows using the Romeo model-checker to check the behavior of TPN and some time properties formulated in TCTL (Timed Computation Tree Logic). We illustrate the proposed approach on a case study derived from a real-time asynchronous system (Integrated Modular Avionics (IMA)-based airborne system).","","978-1-4799-5880-1","10.1109/IRI.2014.7051915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7051915","UML/MARTE;real-time;TPN;TCTL","Unified modeling language;Real-time systems;Time factors;Delays;Formal verification;Receivers","","6","","17","IEEE","2 Mar 2015","13-15 Aug. 2014","13-15 Aug. 2014","IEEE","IEEE Conferences"
"An application of a prototype credible autocoding and verification tool-chain","T. Wang; R. Jobredeaux; M. Pakmehr; M. Vivies; E. Feron","Georgia Institute of Technology, Atlanta, GA; Georgia Institute of Technology, Atlanta, GA; Georgia Institute of Technology, Atlanta, GA; Georgia Institute of Technology, Atlanta, GA; Georgia Institute of Technology, Atlanta, GA",2014 IEEE/AIAA 33rd Digital Avionics Systems Conference (DASC),"11 Dec 2014","2014","","","2E4-1","2E4-14","We present the usage of a prototype that is the result of our research efforts in the translation of control theory into code semantics and the automatic verification of control software using those generated semantics. We demonstrate an application of tool-chain for a jet engine, produced by the lightweight jet engine manufacturer Price Induction, running in closed-loop with its Full Authority Digital Controller (FADEC) hardware. The framework for the tool is based on the model-based development paradigm but with integration of formal methods into the development process to support the claim of correctness of the auto-generated code. The prototype is a two parts tool-chain. The credible autocoding part is designed to translate a Simulink model of a control system into an annotated C program. The annotations, which express control semantics of the system, are generated during the autocoding process and embedded into the C program as comments. The control semantics are formal expressions of the safety and performance requirements of the control system and their proofs. The second part, the verification backend, which in general runs independently of the first part, checks the correctness of the annotations with respect to the code.","2155-7209","978-1-4799-5001-0","10.1109/DASC.2014.6979438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6979438","","Ellipsoids;Semantics;Prototypes;Software packages;Control systems;Certification","","3","","16","IEEE","11 Dec 2014","5-9 Oct. 2014","5-9 Oct. 2014","IEEE","IEEE Conferences"
"V-22 Dynamic Display Simulation (VDDS)-avionics program risk reduction and life cycle support through the use of commercial off the shelf (COTS) equipment","J. A. Negro; D. Dusseau; P. Bruce","Raytheon Syst. Co., Indianapolis, IN, USA; NA; Raytheon Systems Company, Indianapolis, IN, USA",Gateway to the New Millennium. 18th Digital Avionics Systems Conference. Proceedings (Cat. No.99CH37033),"6 Aug 2002","1999","1","","1.B.3","1.B.3","V-22 Dynamic Display Simulation (VDDS) is a family of display simulation products developed to emulate any combination of the V-22 aircraft's cockpit displays. VDDS was developed early in the V-22 program to emulate real ""glass cockpit"" displays. It uses Commercial Off The Shelf (COTS) technology and is being maintained for the life of the V-22 aircraft. Our experience with VDDS has proven it to be an invaluable tool for risk reduction and life cycle support and has validated the product's potential for reducing avionics integration costs and risk on other military platforms. VDDS provides a windows-based simulation of five avionics display processors and the eight display surfaces that comprise the V-22 glass cockpit. The use of COTS technology significantly decreased program risk by allowing the prime contractor to use a functionally equivalent glass cockpit well in advance of integrating real display systems. This allowed early verification and validation of the V-22 mission-critical software and the various avionics display system requirements, thereby reducing risk to both the prime contractor and all display subcontractors. VDDS also supports quick updates to resolve issues in support of lab integration, software test, and on-aircraft integration test.","","0-7803-5749-3","10.1109/DASC.1999.863682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=863682","","Risk management;Computer displays;Collision mitigation;Aerospace electronics;Military aircraft;Costs;Glass;Control systems;Software testing;Communication system control","","","","","IEEE","6 Aug 2002","24-29 Oct. 1999","24-29 Oct. 1999","IEEE","IEEE Conferences"
"Crafting avionics display applications in Java/sup TM/","R. K. Shultz; D. S. Hardin","Rockwell Collins, Inc., Cedar Rapids, IA, USA; Rockwell Collins, Inc., Cedar Rapids, IA, USA",17th DASC. AIAA/IEEE/SAE. Digital Avionics Systems Conference. Proceedings (Cat. No.98CH36267),"6 Aug 2002","1998","1","","C46/1","C46/5 vol.1","Java has emerged as a set of compelling technologies for the development and deployment of object-oriented applications. The safety features of Java, coupled with its simplified object model and language support for multithreading, has much appeal in the avionics domain. However, concerns over the size, speed and determinism of off-the-shelf Java environments have prompted caution in the real-time embedded community. One can create traditional statically allocated avionics applications in Java. In particular, a JEM/Java avionics display prototype showed performance and memory space improvement.","","0-7803-5086-3","10.1109/DASC.1998.741502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=741502","","Aerospace electronics;Displays;Java;Virtual machining;Application software;Object oriented modeling;Safety;Microprocessors;Trademarks;Multithreading","","","","3","IEEE","6 Aug 2002","31 Oct.-7 Nov. 1998","31 Oct.-7 Nov. 1998","IEEE","IEEE Conferences"
"Autocoding control software with proofs I: Annotation translation","R. Jobredeaux; T. E. Wang; E. M. Feron","Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA",2011 IEEE/AIAA 30th Digital Avionics Systems Conference,"8 Dec 2011","2011","","","7C1-1","7C1-13","In an effort to meet the reliability standards that control systems operating in safety-critical roles require, we have started laying the foundation for a tool-set that migrates control theory properties and proofs into the software implementation of those control systems designs. By using this tool the engineer can provide a more rigorous guarantee of the quality of the software and initiate the formal verification process. The tool focuses on control software in order to leverage the domain knowledge from existing mathematical techniques for the analysis and synthesis of control systems. As a first step in the development of the tool-set, we have created a prototype of a Scilab to C translator with proof annotation support. Though limited in its current functionalities, the development of this prototype allowed us to identify the key issues which will be used to further refine the translator. This paper describes the prototype and the further improvements planned for the translator.","2155-7209","978-1-61284-798-6","10.1109/DASC.2011.6096122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6096122","","Control systems;Prototypes;Semantics;Software;Industries;Communities;Arrays","","6","","15","IEEE","8 Dec 2011","16-20 Oct. 2011","16-20 Oct. 2011","IEEE","IEEE Conferences"
"Designing for determinism: lessons learned from modern real-time avionics applications","J. D. Preston; R. B. Kegley","Lockheed Martin Tactical Aircraft Systems, Fort Worth, TX, USA; Lockheed Martin Tactical Aircraft Systems, Fort Worth, TX, USA",16th DASC. AIAA/IEEE Digital Avionics Systems Conference. Reflections to the Future. Proceedings,"6 Aug 2002","1997","1","","1.1","19","Modern avionics application designs strive to achieve a balance between structure and computational resource utilization. With increasing degrees of integration and application complexity, designers devote considerable attention to structure and form, exploiting the abstraction capabilities of the Ada programming language. Use of design patterns, decomposition, and object construction techniques improve structural understandability and maintainability, but often at the expense of throughput and/or memory utilization. An examination of current design approaches for embedded data processing applications revealed patterns and design mechanisms that significantly reduce temporal determinism. In this paper, we provide a conceptual overview of the current state of practice within the Ada community by looking at design patterns and temporal mechanisms used in various applications and platforms. Alternative patterns and recommended approaches are developed which provide equivalent structural benefits, while improving determinism resource utilization efficiency.","","0-7803-4150-3","10.1109/DASC.1997.635007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=635007","","Aerospace electronics;Processor scheduling;Resource management;Design methodology;Testing;Aircraft;Throughput;Data processing;Computer applications;Standardization","","1","","7","IEEE","6 Aug 2002","30-30 Oct. 1997","30-30 Oct. 1997","IEEE","IEEE Conferences"
"The Use of Advanced Verification Methods to Address DO-254 Design Assurance","J. P. Keithan; D. Landoll; P. Marriott; B. Logan","Mentor Graphics Corporation, Waltham, MA, USA; Mentor Graphics Corporation, Austin, TX, USA; XtremeEDA Corporation, Ottawa, ONT, Canada; Rockwell-Collins, Cedar Rapids, IA, USA",2008 IEEE Aerospace Conference,"20 May 2008","2008","","","1","11","This paper covers a project that is using advanced functional verification methods to verify a RTCA DO-254/EUROCAE ED80 Level A/B design. These methods include constrained random simulation, design intent specification (designer-added assertions), the total coverage model (unified coverage database), and formal verification (formal model checking). The project is a real design currently being developed at Rockwell Collins. This paper will include a brief description of the project, the methodologies used, why they were chosen, a description of these methods, why they work, and how they're similar or different from other verification methods. This paper will also include a discussion of verification methodology issues that needed attention, and implications to achieving DO-254 certification using advanced verification methods. This paper should be of general interest in the mil-aero community, especially for those with DO-254 compliance requirements, as ""advanced verification techniques"" such as constrained random and formal verification have not been the traditional verification methodology.","1095-323X","978-1-4244-1487-1","10.1109/AERO.2008.4526684","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4526684","","Aerospace electronics;Hardware;FAA;Consumer electronics;Computer bugs;Testing;Graphics;Formal verification;Certification;Defense industry","","10","","4","IEEE","20 May 2008","1-8 March 2008","1-8 March 2008","IEEE","IEEE Conferences"
"Specification and verification of real-time systems using ACSR-VP","Sung-Mook Lim; Jin-Young Choi","Department of Computer Science and Engineering, Korea University, Seoul, South Korea; Department of Computer Science and Engineering, Korea University, Seoul, South Korea",Proceedings Fourth International Workshop on Real-Time Computing Systems and Applications,"6 Aug 2002","1997","","","135","142","The reliability of the design of a real-time system is important. For example, when there are errors in avionics control systems or nuclear reactor control systems, the loss of finance, time or even the loss of human lives could be enormous. Therefore when one designs a real-time system, methods to guarantee the correctness of the system are needed before the implementation of the system. We specify a scheduling algorithm of real-time systems called priority ceiling protocol using ACSR-VP and perform schedulability analysis on real-time systems by checking for a bisimulation relation.","","0-8186-8073-3","10.1109/RTCSA.1997.629187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629187","","Real time systems;Control systems;Error correction;Aerospace electronics;Finance;Humans;Scheduling algorithm;Protocols;Performance analysis;Algorithm design and analysis","","1","3","14","IEEE","6 Aug 2002","27-29 Oct. 1997","27-29 Oct. 1997","IEEE","IEEE Conferences"
"Model-based verification and validation of the SMAP uplink processes","M. O. Khan; G. F. Dubos; J. Tirona; S. Standley","Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA",2013 IEEE Aerospace Conference,"13 May 2013","2013","","","1","9","Model-Based Systems Engineering (MBSE) is being used increasingly within the spacecraft design community because of its benefits when compared to document-based approaches. As the complexity of projects expands dramatically with continually increasing computational power and technology infusion, the time and effort needed for verification and validation (V&V) increases geometrically. Using simulation to perform design validation with system-level models earlier in the life cycle stands to bridge the gap between design of the system (based on system-level requirements) and verifying those requirements/validating the system as a whole.","1095-323X","978-1-4673-1813-6","10.1109/AERO.2013.6496913","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6496913","","Uplink;Space vehicles;Computational modeling;Data models;Testing;Propulsion","","4","","9","IEEE","13 May 2013","2-9 March 2013","2-9 March 2013","IEEE","IEEE Conferences"
"Code Analysis as an Enabler for SW Quality Improvement: The SELEX ES SW Engineering Experience","S. Scervo; S. Rosati; G. Carrozza","Selex ES S.p.A - A Finmeccanica Company, Rome, Italy; Selex ES S.p.A - A Finmeccanica Company, Rome, Italy; Selex ES S.p.A - A Finmeccanica Company, Rome, Italy",2014 IEEE International Symposium on Software Reliability Engineering Workshops,"15 Dec 2014","2014","","","100","103","FINMECCANICA is a world leader in the production of complex systems, embedded and general purpose, in several domains More than 50% of FINMECCANICA software solutions come from SELEX ESSELEX ES research and development effort to improve delivered software quality is constantly increasing, trying to stay on the cutting edge of methodologies and techniques for improving customers satisfaction, as well as for gaining competitive advantages over competitors worldwide. This paper shortly reports SELEX ES experience and preliminary results, with particular emphasis on i) the use of static analysis as a direct intrinsic quality maker, ii) the definition of ad hoc KPIs and quality targets and iii) the way static analysis results have been exploiting to gain side indications and metrics for pre release software defects prevention and prediction.","","978-1-4799-7377-4","10.1109/ISSREW.2014.98","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6983811","static analysis;software quality","Software;Testing;Aerospace electronics;Measurement;Companies;Production;Inspection","","","","2","IEEE","15 Dec 2014","3-6 Nov. 2014","3-6 Nov. 2014","IEEE","IEEE Conferences"
"VERTAF: an object-oriented application framework for embedded real-time systems","Pao-Ann Hsiung; Trong-Yen Lee; Win-Bin See; Jih-Ming Fu; Sao-Jie Chen","National Chung Cheng University, Chiayi, Taiwan; Chung Cheng Institute of Technology, National Defense University, Taiwan; National Taiwan University, Taipei, Taiwan; Cheng Shiu Institute of Technology, Kaohsiung, Taiwan; National Taiwan University, Taipei, Taiwan",Proceedings Fifth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing. ISIRC 2002,"7 Aug 2002","2002","","","322","329","Embedded real-time applications are often built from scratch on a trial-and-error basis, which leads to sub-optimal designs with latent errors that are not detectable in early stages of use or deployment and often incurs prolonged time-to-market. A new application framework called Verifiable Embedded Real-Time Application Framework (VERTAF) is proposed for embedded real-time application development, with the aim of reducing design errors and increasing design productivity. VERTAF is an integration of three technologies, namely object-oriented technology, software component technology, and formal verification technology. VERTAF consists of five software components: Implanter, Modeler, Scheduler, Verifier, and Generator. Experiences of using VERTAF show a significant increase in design productivity through design reuse, and a significant decrease in design time and effort through design verification. An example shows a relatively low design effort on the part of the designer using VERTAF.","","0-7695-1558-4","10.1109/ISORC.2002.1003755","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1003755","","Real time systems;Electrical capacitance tomography;Productivity;Application software;Read only memory;Process design;Postal services;Councils;Ear;Design engineering","","7","","29","IEEE","7 Aug 2002","29 April-1 May 2002","29 April-1 May 2002","IEEE","IEEE Conferences"
"Formal analysis of air traffic management systems: the case of conflict resolution and recovery","Butler; Maddalon; Geser; Munoz","Langley Research Center, NASA, Hampton, VA, USA; Langley Research Center, NASA, Hampton, VA, USA; National Institute of Aerospace Technology, Hampton, VA, USA; National Institute of Aerospace Technology, Hampton, VA, USA","Proceedings of the 2003 Winter Simulation Conference, 2003.","30 Jan 2004","2003","1","","906","914 Vol.1","New air traffic management concepts distribute the responsibility for traffic separation among the several actors of the aerospace system. As a consequence, these concepts move the safety risk from human controllers to the on-board software and hardware systems. One example of the new kind of distributed systems is air traffic conflict detection and resolution. Traditional methods for safety analysis such as human-in-the-loop simulations, testing, and flight experiments may not be sufficient in this highly distributed system: the set of possible scenarios is too large to have a reasonable coverage. This paper proposes a paradigm shift for the safety analysis of avionics systems where formal methods drive the development of critical systems. As a case study of this approach, we report the mechanical verification of an algorithm for air traffic conflict resolution and recovery.","","0-7803-8131-9","10.1109/WSC.2003.1261510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1261510","","Air traffic control;Aerospace safety;Software safety;Humans;Control systems;Software systems;Hardware;Traffic control;Analytical models;Aerospace simulation","","4","","20","IEEE","30 Jan 2004","7-10 Dec. 2003","7-10 Dec. 2003","IEEE","IEEE Conferences"
"Applying software patterns to requirements engineering for avionics systems","A. Schweiger","EADS Deutschland GmbH, Manching, Germany",2013 IEEE International Systems Conference (SysCon),"1 Jul 2013","2013","","","25","30","Due to the long life cycles of aircraft their avionics systems usually have to be maintained and upgraded extensively. In order to support these operational requirements and possible product variants during the development, appropriate design techniques are needed. For the correct transfer of requirements to software architecture and software detailed design the syntactic and semantic gap between the requirements specification and the follow-up development steps needs to be minimized. Literature survey shows that there is a lack of such a requirements methodology. Therefore, this paper collects a catalogue of requirements patterns that meet the special demands for the development of avionics systems and are induced from established software design patterns. Applying these in a typical avionics system development project demonstrates their benefit and also highlights the way ahead.","","978-1-4673-3108-1","10.1109/SysCon.2013.6549853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6549853","design pattern;software architecture;requirements engineering;avionics system","Aerospace electronics;Weapons;Software design;Couplings;Production facilities;Software architecture","","2","","17","IEEE","1 Jul 2013","15-18 April 2013","15-18 April 2013","IEEE","IEEE Conferences"
