"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Stduy on CFAR in GMTI for airborne fire-control radar","Jiangming; Wuliangbin; Luoding","Radar and Avionics Institute of AVIC, Wuxi 214092, China; Radar and Avionics Institute of AVIC, Wuxi 214092, China; Radar and Avionics Institute of AVIC, Wuxi 214092, China",IET International Radar Conference 2013,"10 Oct 2013","2013","","","1","5","One kind of CFAR named VI-CA/OS-CFAR and based on variable test statistics is proposed in this paper. By calculating two variable test statistics including normalized square deviation and mean ratio real-timely, current clutter environment is judged automatically and different kinds of CFAR detectors are selected. Theoretical analysis and verification results by flight data shows that this detector has good performance and robustness in homogeneous clutter, multiple jamming targets or clutter edge environment faced by GMTI in actual use.","","978-1-84919-603-1","10.1049/cp.2013.0397","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624561","VI-CA/OS-CFA;Rnonhomogeneous;GMTI;CFAR","","","","","","","10 Oct 2013","14-16 April 2013","14-16 April 2013","IET","IET Conferences"
"A Modeling Paradigm for Integrated Modular Avionics Design","A. Gamatie; C. Brunette; R. Delamare; T. Gautier; J. -p. Talpin","INRIA Futurs, Lezennes; IRISA/INRIA, Rennes, France; IRISA/INRIA, Rennes, France; IRISA/INRIA, Rennes, France; IRISA/INRIA, Rennes, France",32nd EUROMICRO Conference on Software Engineering and Advanced Applications (EUROMICRO'06),"16 Oct 2006","2006","","","134","143","This paper presents the modeling paradigm for integrated modular avionics design MIMAD V0, which is an extensible component-oriented framework that enables high level models of systems designed on integrated modular avionics architectures. MlMAD relies on the generic modeling environment (GME), a configurable object-oriented toolkit that supports the creation of domain-specific modeling and program synthesis environments. MIMAD is built upon a library of components within the POLYCHRONY platform, dedicated to the design of avionic applications. Its descriptions can be therefore transformed into POLYCHRONY's models in order to access the available formal tools and techniques for validation. Users do not need to be experts of formal methods (in particular, of the synchronous approach) to be able to manipulate the proposed concepts. This contributes to satisfying the present industrial demand on the use of general-purpose modeling formalisms for system design","2376-9505","0-7695-2594-6","10.1109/EUROMICRO.2006.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1690134","","Aerospace electronics;Object oriented modeling;Libraries;Application software;Electrical equipment industry;Automatic control;Embedded software;Virtual prototyping;Computational modeling;Job shop scheduling","","8","","21","IEEE","16 Oct 2006","29 Aug.-1 Sept. 2006","29 Aug.-1 Sept. 2006","IEEE","IEEE Conferences"
"A model of cooperative noninterference for integrated modular avionics","B. L. Di Vito","NASA Langley Res. Center, Hampton, VA, USA",Dependable Computing for Critical Applications 7,"6 Aug 2002","1999","","","269","286","The aviation industry is gradually moving toward the use of integrated modular avionics (IMA) for civilian transport aircraft, potentially leading to multiple avionics functions hosted on each hardware platform. An important concern for IMA is ensuring that applications are safely partitioned so they cannot interfere with one another. On the other hand, such applications routinely cooperate, so strict separation cannot be enforced. We present a formal model for demonstrating the absence of unintentional interference in the presence of controlled information sharing among cooperating applications. The formalization draws on the techniques developed for computer security models based on noninterference concepts. Excerpts from the model formalization expressed in the language of SRI's Prototype Verification System (PVS) are included.","","0-7695-0284-9","10.1109/DCFTS.1999.814300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=814300","","Aerospace electronics;Application software;Kernel;Embedded computing;NASA;Computer security;Prototypes;Operating systems;Resource management;Read only memory","","6","","13","IEEE","6 Aug 2002","8-8 Jan. 1999","8-8 Jan. 1999","IEEE","IEEE Conferences"
"Research of Prognostic and Health Management for Avionics System Based on Massive Data Mining","X. Jiao; B. Jing; B. Jiao","College of Aeronautics Engineering, Air Force Engineering University, Xi'an, China; College of Aeronautics Engineering, Air Force Engineering University, Xi'an, China; College of Aeronautics Engineering, Air Force Engineering University, Xi'an, China",2018 Prognostics and System Health Management Conference (PHM-Chongqing),"6 Jan 2019","2018","","","350","357","The new-generation avionics system is an electronically intensive device. Its complex system structure, multiple failure modes and complex failure mechanism make it difficult to carry out effective fault prediction and health management based on traditional methods. A prognostic and health management (PHM) based on massive data mining of avionics system is presented in this paper. Firstly, the characteristics of the new generation avionics system are analyzed from the aspects of system structure, service environment, and data source and data storage mode. Secondly, the key technologies based on mass data mining are discussed, including data preprocessing, integrated management, diagnosis and prognostic model and so on. Finally, a massive data mining platform of avionics system PHM based on private cloud is proposed. The overall framework, hardware and software structure of the platform are described in detail. The massive data mining platform of avionics system can quickly and effectively carry out data mining, and provide a verification platform for the avionics system PHM, which is of great significance to promote the integration and engineering realization of avionics system PHM.","2166-5656","978-1-5386-5380-7","10.1109/PHM-Chongqing.2018.00066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8603374","new generation avionics system;massive data;data mining;prognostic and health management","Aerospace electronics;Data mining;Maintenance engineering;Prognostics and health management;Aircraft;Sensors;Data models","","5","","59","IEEE","6 Jan 2019","26-28 Oct. 2018","26-28 Oct. 2018","IEEE","IEEE Conferences"
"Experimental Evaluation on TDOA-based Aircraft Position Verification","J. Naganawa; H. Miyazaki","Electronic Navigation Research Institute (ENRI), National Institute of Maritime, Port and Aviation Technology (MPAT), Tokyo, Japan; Electronic Navigation Research Institute (ENRI), National Institute of Maritime, Port and Aviation Technology (MPAT), Tokyo, Japan",2020 14th European Conference on Antennas and Propagation (EuCAP),"8 Jul 2020","2020","","","1","5","Automatic dependent surveillance - broadcast (ADSB) is an emerging means of aircraft monitoring/surveillance that employs position reports periodically broadcasted by aircraft. ADS-B can provide accurate positions of aircraft with low-cost implementation of ground facilities. However, ADS-B is susceptible to false aircraft information injected by malicious emitters or generated by avionics failures. A promising countermeasure for this security issue is position verification using TDOA (Time Difference Of Arrival). In this paper, an experimental study is reported to investigate the performance of the TDOA-based position verification method. As a result of the experiment, a probability of detection of 0.9981 was measured. This result was compared with the theoretical model that was previously derived by the authors. The probability of detection predicted by the theoretical model was 0.9982, showing a good agreement with the measurement. Thus, the theoretical model was verified and is expected to be used in system design.","","978-88-31299-00-8","10.23919/EuCAP48036.2020.9135644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9135644","Automatic Dependent Surveillance - Broadcast (ADS-B);Position Verification;Time Difference of Arrival (TDOA);Aircraft","Time difference of arrival;Atmospheric modeling;Surveillance;Europe;Aerospace electronics;Predictive models;Security","","2","","13","","8 Jul 2020","15-20 March 2020","15-20 March 2020","IEEE","IEEE Conferences"
"Gateway Avionics Concept of Operations for Command and Data Handling Architecture","P. Muri; S. Hanson; M. Sonnier","NASA Johnson Space Center, Houston, TX; NASA Johnson Space Center, Houston, TX; NASA Johnson Space Center, Houston, TX",2021 IEEE Aerospace Conference (50100),"7 Jun 2021","2021","","","1","7","By harnessing data handling lessons learned from the International Space Station, Gateway has adopted a highly reliable, deterministic, and redundant three-plane Time-Triggered Ethernet network implementation that is capable of handling three distinct types of traffic: Time-Triggered (TT), Rate Constrained (RC) and Best Effort (BE). This paper will offer an overview of the operational capabilities of the Gateway Network defined in the Network Concept of Operations, focusing on the initial architecture of the Gateway Spacecraft Inter-Element Network. The initial Gateway modules include Habitation, Power & Propulsion, Logistics, Human Lunar Lander, and Orion Crew Capsule. The Gateway Inter-Element Network Concept of Operations is a source for the network functions, which in turn inform the design, development, implementation, testing, and verification of the spacecraft hardware. End system hardware on the network includes, but is not limited to, a mobile robotic arm, internal and external cameras, flight control hardware, environmental control systems, power and propulsion systems, critical alarms, telemetry, and payloads, in addition to any hardware present on a visiting vehicle or lunar exploration vehicle. This paper will also provide an overview of how the design and operations of the Gateway Avionics network are defined by the Gateway Program design and safety requirements. Implementation of avionics and command and data handling strategy will provide the Gateway program with reliable infrastructures that allow operational options for both human control while occupied, and highly autonomous control during periods of vacancy. The Gateway Avionics network architecture will be able to handle seamless in-flight reconfigurations and expansion as new modules and the capability to interface with additional visiting vehicles are added.","1095-323X","978-1-7281-7436-5","10.1109/AERO50100.2021.9438539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9438539","","Space vehicles;Data handling;Architecture;Moon;Logic gates;Aerospace electronics;Propulsion","","1","","10","USGov","7 Jun 2021","6-13 March 2021","6-13 March 2021","IEEE","IEEE Conferences"
"Virtual Qualification for Safety-Critical Avionics Systems","T. Hoffmann; T. Belschner; R. Heger; R. Reichel","Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany; Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany",IEEE Transactions on Aerospace and Electronic Systems,"9 Jul 2026","2026","62","","12667","12676","The artificial engineering approach, developed by the Institute of Aircraft Systems at the University of Stuttgart in cooperation with Aviotech GmbH, provides a comprehensive framework for the efficient development and qualification of safety-critical, integrated, and distributed avionics systems in accordance with aeronautical standards up to DAL A. Based on a significantly increased level of abstraction, the complexity of the integrated, distributed, and fault-tolerant system is made transparent to hosted system functions. The system function itself is thereby reduced to its pure cybernetic control functionality. This article presents the corresponding approach for the virtual qualification of system functions. The described abstraction enables the use of a virtual simplex closed-loop simulation environment, which supports the entire development and qualification process of a system function. The certification relevant evidence that the system function also behaves correctly in the real distributed system, is provided through an automated rerun and evaluation of the previously executed tests on a hybrid test bench. The feasibility of the virtual qualification approach was validated with a demonstrator.","1557-9603","","10.1109/TAES.2026.3706032","German Federal Ministry for Economic Affairs and Energy; LuFo V-3 project SeSyMM(grant numbers:FKZ 20Y1707B); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11574576","Avionics;certification;fly-by-wire;qualification;systems;testing","Modeling;Testing;Aerospace electronics;Timing;Qualifications;Image sensors;Application programming interfaces;Tools;Transfer functions;Actuators","","","","15","IEEE","22 Jun 2026","2026","","IEEE","IEEE Journals"
"SoC engineering trends as impacted by new applications and system level requirements","B. Candaele","Department Head, Soci, IC and EDA Thales, Paris, France",Sixth international symposium on quality electronic design (isqed'05),"4 Apr 2005","2005","","","467","","Summary form only given. The SoC increasing integration scale as well as the system and customer requirements are important factors for a complete revisit of the development models for electronic products. New customer models ask for software driven electronics. Software engineering is moving to a component-based and MDA development approach to be applied to embedded applications. Hardware engineering is moving to SSDI system level development and reuse methodologies. The two approaches have now to be further developed and combined for next generation SoC to get high quality and adaptable designs at a reasonable development cost. New application-level quality standards have also to be part of the complete development flow. We demonstrated through several examples these new methodologies: system engineering methodology on software radios (UML, PIM (platform independent model) and PSM (platform specific model)) and its current extension to the hardware parts (SCA, OCP potential extensions), system engineering in line with the common criteria development and qualification process for new security products (PP (protection profile) and ST (security target)), development and validation methodology in line with DO254 standard for new safety products in avionics (formal verification). Impacts on SoC architectures and design techniques are discussed.","1948-3295","0-7695-2301-3","10.1109/ISQED.2005.111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1410629","","Application software;Hardware;Standards development;Systems engineering and theory;Security;Software engineering;Costs;Software radio;Unified modeling language;Qualifications","","","","","IEEE","4 Apr 2005","21-23 March 2005","21-23 March 2005","IEEE","IEEE Conferences"
"Crafting a usable microkernel, processor, and I/O system with strict and provable information flow security","M. Tiwari; J. K. Oberg; X. Li; J. Valamehr; T. Levin; B. Hardekopf; R. Kastner; F. T. Chong; T. Sherwood","Dept. of Computer Science, University of California, Santa Barbara, CA, USA; Dept. of Computer Science and Engineering, University of California, San Diego, CA, USA; Dept. of Computer Science, University of California, Santa Barbara, CA, USA; Dept. of Computer Science, University of California, Santa Barbara, CA, USA; Department of Computer Science and Engineering, University of California, San Diego, CA, USA; Dept. of Computer Science, University of California, Santa Barbara, CA, USA; Dept. of Computer Science and Engineering, University of California, San Diego, CA, USA; Dept. of Computer Science, University of California, Santa Barbara, CA, USA; Dept. of Computer Science, University of California, Santa Barbara, CA, USA",2011 38th Annual International Symposium on Computer Architecture (ISCA),"20 Sep 2012","2011","","","189","199","High assurance systems used in avionics, medical implants, and cryptographic devices often rely on a small trusted base of hardware and software to manage the rest of the system. Crafting the core of such a system in a way that achieves flexibility, security, and performance requires a careful balancing act. Simple static primitives with hard partitions of space and time are easier to analyze formally, but strict approaches to the problem at the hardware level have been extremely restrictive, failing to allow even the simplest of dynamic behaviors to be expressed. Our approach to this problem is to construct a minimal but configurable architectural skeleton. This skeleton couples a critical slice of the low level hardware implementation with a microkernel in a way that allows information flow properties of the entire construction to be statically verified all the way down to its gate-level implementation. This strict structure is then made usable by a runtime system that delivers more traditional services (e.g. communication interfaces and long-living contexts) in a way that is decoupled from the information flow properties of the skeleton. To test the viability of this approach we design, test, and statically verify the information-flow security of a hardware/software system complete with support for unbounded operation, inter-process communication, pipelined operation, and I/O with traditional devices. The resulting system is provably sound even when adversaries are allowed to execute arbitrary code on the machine, yet is flexible enough to allow caching, pipelining, and other common case optimizations.","1063-6897","978-1-4503-0472-6","10.1145/2000064.2000087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6307757","High Assurance Systems;Gate Level Information Flow Tracking;Non-interference","Security;Kernel;Logic gates;Hardware;Skeleton;Registers","","31","4","34","","20 Sep 2012","4-8 June 2011","4-8 June 2011","IEEE","IEEE Conferences"
"A new distributed avionics system based on the CANbus and homogeneous nodes","J. M. Giron-Sierra; M. A. Seminario; C. C. Insaurralde; J. F. Jimenez; P. Klose; J. A. Frtos; I. Perez; E. Busea","Dep. ACYA, Universidad Complutense de Madrid, Madrid, Spain; Dep. ACYA, Universidad Complutense de Madrid, Madrid, Spain; Dep. ACYA, Universidad Complutense de Madrid, Madrid, Spain; Dep. ACYA, Universidad Complutense de Madrid, Madrid, Spain; Autoflug GmbH, Hamburg, Germany; NA; Dep. Informatica y Automatica, Universidad de Alcala, Spain; NA","2004 IEEE International Conference on Industrial Technology, 2004. IEEE ICIT '04.","1 Aug 2005","2004","2","","892","897 Vol. 2","In this paper a new avionic system based on the CANbus is introduced. Fieldbuses offer less weight, standardised technology and simpler system architecture. This appears in contrast with conventional avionic systems. The paper describes main approaches and results of a European research project. The research proposes a completely distributed control, using smart components connected with a CANbus. The research focuses on the fuel management system of helicopters and aeroplanes. The paper describes the monitoring and control problem to be solved, the distributed control architecture and software, the smart components, and development steps till verification on experimental rigs.","","0-7803-8662-0","10.1109/ICIT.2004.1490193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1490193","","Aerospace electronics;Fuels;Data buses;Distributed control;Helicopters;Wiring;Aerospace industry;Redundancy;Testing;Computerized monitoring","","2","1","10","IEEE","1 Aug 2005","8-10 Dec. 2004","8-10 Dec. 2004","IEEE","IEEE Conferences"
"Model based design of an avionics Power Line Communications physical layer","J. Wassner; S. Dominiak; J. M. Paya","Lucerne University of Applied Sciences & Arts, Lucerne, Switzerland; Lucerne University of Applied Sciences & Arts, Lucerne, Switzerland; Lucerne University of Applied Sciences & Arts, Lucerne, Switzerland",2015 IEEE/AIAA 34th Digital Avionics Systems Conference (DASC),"29 Oct 2015","2015","","","2C4-1","2C4-11","Transmitting data over the aircraft power distribution network using Power Line Communications (PLC) technology provides an interesting solution for providing significant aircraft wiring weight, volume and complexity savings. A PLC protocol dedicated for real-time, safety-critical applications has been developed. The physical layer of the protocol is based on the international IEEE 1901 standard. An overview of the advanced digital signal processing techniques required to provide robust communications over the harsh power line communications channel is provided. In order to cope with the complexity in the realization of the physical layer, a process using model based design based on concepts from DO-254 and DO-331 is proposed. This process is used for the hardware-based design and verification of the PLC protocol.","2155-7209","978-1-4799-8940-9","10.1109/DASC.2015.7311369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7311369","","OFDM;Receivers;Aircraft;Wiring;Transmitters;Aerospace electronics;Noise","","2","","12","IEEE","29 Oct 2015","13-17 Sept. 2015","13-17 Sept. 2015","IEEE","IEEE Conferences"
"Applying software model checking to PALS systems","M. -Y. Nam; L. Sha; S. Chaki; C. Kim","Department of Computer Science, University of Illinois at Urbana Champaign, Urbana, IL; Department of Computer Science, University of Illinois at Urbana Champaign, Urbana, IL; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA; Department of SW, Korea Aerospace University, Goyang, Gyeonggi-do, South Korea",2014 IEEE/AIAA 33rd Digital Avionics Systems Conference (DASC),"11 Dec 2014","2014","","","5B4-1","5B4-14","Physically Asynchronous/Logically Synchronous (PALS) is an architecture pattern that allows developers to design and verify a system as though all nodes executed synchronously. The correctness of PALS protocol was formally verified. However, the implementation of PALS adds additional code that is otherwise not needed. In our case, we have a middleware (PALSWare) that supports PALS systems. In this paper, we introduce a verification framework that shows how we can apply Software Model Checking (SMC) to verify a PALS system at the source code level. SMC is an automated and exhaustive source code checking technology. Compared to verifying (hardware or software) models, verifying the actual source code is more useful because it minimizes any chance of false interpretation and eliminates the possibility of missing software bugs that were absent in the model but introduced during implementation. In other words, SMC reduces the semantic gap between what is verified and what is executed. Our approach is compositional, i.e., the verification of PALSWare is done separately from applications. Since PALSWare is inherently concurrent, to verify it via SMC we must overcome the statespace explosion problem, which arises from concurrency and asynchrony. To this end, we develop novel simplification abstractions, prove their soundness, and then use these abstractions to reduce the verification of a system with many threads to verifying a system with a relatively small number of threads. When verifying an application, we leverage the (already verified) synchronicity guarantees provided by the PALSWare to reduce the verification complexity significantly. Thus, our approach uses both “abstraction” and “composition”, the two main techniques to reduce statespace explosion. This separation between verification of PALSWare and applications also provides better management against upgrades to either. We validate our approach by verifying the current PALSWare implementation, and several PALSWare-based distributed real time applications.","2155-7209","978-1-4799-5001-0","10.1109/DASC.2014.6979483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6979483","","Message systems;Clocks;Software;Real-time systems;Ports (Computers);Model checking;Receivers","","","","29","IEEE","11 Dec 2014","5-9 Oct. 2014","5-9 Oct. 2014","IEEE","IEEE Conferences"
"Design and Development of an Indigenous Modular 5-DOF Robotic Arm for Multidisciplinary Tasks","A. F. Anon; M. S. Prodhan; H. P. Himel; M. T. Islam; M. R. Hasan; K. A. I. Jisan; T. Ninad; M. E. Rahman; M. A. Hossain","Department of Aerospace Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Aerospace Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Aerospace Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Avionics Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Aerospace Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Avionics Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Avionics Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Avionics Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh; Department of Avionics Engineering, Aviation & Aerospace University, Bangladesh, Lalmonirhat, Bangladesh",TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),"18 Feb 2026","2025","","","391","395","This paper presents the design and development of an indigenous modular 5-degree-of-freedom (5-DOF) robotic manipulator aimed at diverse applications. The arm is built from locally sourced materials and cost-effective components to ensure affordability without compromising functionality. This research work describes materials selection, mechanical CAD modeling (SolidWorks), and the joint/actuator configuration. The control system uses open-source microcontrollers (e.g., ESP32, Arduino) and is integrated with sensors. Comprehensive simulations (static stress, dynamic motion, thermal and vibration analyses) were performed to validate the design. A prototype was fabricated and tested, demonstrating the expected reach, payload capacity, and positioning precision. Potential applications in industry, aerospace/space missions, healthcare, defense, and education are discussed. The results indicate that the proposed design meets the objectives of affordability and versatility for multidisciplinary use. Its modular architecture and low-cost parts make it suitable for a range of multidisciplinary applications. Overall, the research and innovative work demonstrates the feasibility and benefits of developing locally engineered robotic manipulators for diverse industries.","2159-3450","979-8-3315-3772-2","10.1109/TENCON66050.2025.11375029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11375029","Indigenous robotics;Modular design;5-DOF manipulator;Mechatronics;Control system;Simulation","Industries;Vibrations;Solid modeling;Service robots;5-DOF;Prototypes;Manipulators;Control systems;Robots;Payloads","","","","22","IEEE","18 Feb 2026","27-30 Oct. 2025","27-30 Oct. 2025","IEEE","IEEE Conferences"
"LiveCheckHSI: A hardware/software co-verification tool for hyperspectral imaging systems with embedded system-on-chip instrument avionics","I. Wang; D. Keymeulen; D. Tran; E. Liggett; M. Klimesh; D. Dolman; D. Nunes; P. Sullivan; M. Bernas; M. Pham","California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, Pasadena, CA; University of California, Irvine, CA; Jet Propulsion Laboratory, Pasadena, CA; Jet Propulsion Laboratory, Pasadena, CA; Alpha Data Inc., Denver, CO; Jet Propulsion Laboratory, Pasadena, CA; Jet Propulsion Laboratory, Pasadena, CA; Jet Propulsion Laboratory, Pasadena, CA; University of California, Los Angeles, CA",2018 IEEE Aerospace Conference,"28 Jun 2018","2018","","","1","11","The emergent technology of system-on-chip (SoC) devices promises lighter, smaller, cheaper, and more capable and reliable space electronic systems that could help to unveil some of the most treasured secrets in our universe. This technology is an improvement over the technology that is currently used in space applications, which lags behind state-of-the-art commercial-off-the-shelf (COTS) equipment by several generations. SoC technology integrates all computational power required by next-generation space exploration science instruments onto a single chip. This paper describes hardware/software co-verification tools for the Xilinx Zynq-based control and data handling system that have been developed at the Jet Propulsion Laboratory (JPL) for visible-infrared imaging spectrometers. The system acquires and compresses images in real-time, in addition to programming the spectrometer (frame rate, exposure time), focus step motor, and heaters and reporting telemetry.","","978-1-5386-2014-4","10.1109/AERO.2018.8396667","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8396667","","Instruments;Aerospace electronics;Tools;Graphical user interfaces;Hyperspectral imaging;Software;Real-time systems","","2","","28","IEEE","28 Jun 2018","3-10 March 2018","3-10 March 2018","IEEE","IEEE Conferences"
"Optimizing Data Coupling and Control Coupling in Multi-Core Avionic Software: A Case Study with Xilinx Ultrascale+ Processors","A. Lim; R. Ashok; E. Salehi; S. DiCamillo; W. Vance; J. Ross; J. Thomas; H. Turner","LDRA Technology, Inc, Lewisville, TX, USA; AvMC MCP-AI-Lab, DEVCOM AvMC, Huntsville, AL, USA; LDRA Technology, Inc, Lewisville, TX, USA; LDRA Technology, Inc, Lewisville, TX, USA; TriVector Services, Inc., Huntsville, AL, USA; AvMC MCP-AI-Lab, DEVCOM AvMC, Huntsville, AL, USA; LDRA Technology, Inc, Lewisville, TX, USA; Brockwell Technologies, Inc., Huntsville, AL, USA",2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),"2 Dec 2025","2025","","","1","8","This paper investigates the impact of multi-core interference on safety-critical avionic software running on AMD Xilinx Zynq Ultrascale+ MPSoC processors under the LynxOS RTOS. The case study analyzes data coupling and control coupling (DCCC), focusing on execution predictability, system reliability, and Worst-Case Execution Time (WCET). Additionally, static analysis is performed through data coupling and control coupling to provide insights into data dependencies, while dynamic analysis measures WCET under various combinations of data sizes and levels of interference injection. The paper offers guidance to comply with objectives in the safety standards (AC 20-193 [1], DO-178C [2]) while offering experimental mitigations for cache interference. Also, this paper examines the impact of large data buffering on system interference and provides actionable insights for developing reliable and certifiable multi-core avionics systems.","2155-7209","979-8-3315-2519-4","10.1109/DASC66011.2025.11257230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257230","Multi-coreProcessor;AC20-193;DataCoupling;ControlCoupling;DO-178C;XilinxUltrascale","Couplings;Program processors;Interference;Static analysis;Aerospace electronics;Size measurement;Software;Software reliability;Safety;Standards","","","","20","IEEE","2 Dec 2025","14-18 Sept. 2025","14-18 Sept. 2025","IEEE","IEEE Conferences"
"On the deployment problem of embedded systems","S. Kugele; G. Pucea; R. Popa; L. Dieudonné; H. Eckardt","Institut für Informatik, Technische Universität München, München, Germany; Institut für Informatik, Technische Universität München, München, Germany; Institut für Informatik, Technische Universität München, München, Germany; Liehherr-Aerospace Lindenherg GmbH, Lindenberg, Germany; Siemens AG, Corporate Technology, München, Germany",2015 ACM/IEEE International Conference on Formal Methods and Models for Codesign (MEMOCODE),"3 Dec 2015","2015","","","158","167","The quality of today's embedded systems e. g. in vehicles, airplanes, or automation plants is highly influenced by their architecture. In this context, we study the so-called deployment problem. The question is where (i. e., on which execution unit) to deploy which software application or which sensor/actuator shall be connected to which device in an automation plant. First, we introduce a domain-specific constraint and optimization language fitting the needs of our partners. Second, we investigate different approaches to tackle the deployment problem even for industrial size systems. Therefore, we present different solving strategies using (i) multi-objective evolutionary algorithms, (ii) SMT-based, and (iii) ILP-based solving approaches. Furthermore, a combination of the first two is used. We investigate the proposed methods and demonstrate their feasibility using two realistic systems: a civil flight control system (FCS), and a seawater desalination plant.","","978-1-5090-0237-5","10.1109/MEMCOD.2015.7340482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340482","","Optimization;Hardware;Embedded systems;Safety;Automation;Aerospace electronics","","22","","26","IEEE","3 Dec 2015","21-23 Sept. 2015","21-23 Sept. 2015","IEEE","IEEE Conferences"
"A Requirements Modelling Language to Facilitate Avionics Software Verification and Certification","A. Paz; G. El Boussaidi","École de Technologie Supérieure, Université du Québec, Montreal, Canada; École de Technologie Supérieure, Université du Québec, Montreal, Canada",2019 IEEE/ACM 6th International Workshop on Requirements Engineering and Testing (RET),"19 Sep 2019","2019","","","1","8","Engineering avionics software is a complex task. Even more so due to their safety-critical nature. Aviation authorities require avionics software suppliers to provide appropriate evidence of achieving DO-178C objectives for the verification of outputs from the requirements and design processes, and requirements-based testing. This concern is leading suppliers to consider and incorporate more effective engineering methods that can support them in their verification and certification endeavours. This paper presents SpecML, a modelling language providing a requirements specification infrastructure for avionics software. The goal of SpecML is threefold: 1) enforce certification information mandated by DO-178C, 2) capture requirements in natural language to encourage adoption in industry. and 3) capture requirements in a structured, semantically-rich formalism to enable requirements-based analyses and testing. The modelling language has been developed as a UML profile extending SysML Requirements. A reference implementation has been developed and experiences on its application to an openly-available avionics software specification are reported.","","978-1-7281-2274-8","10.1109/RET.2019.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843241","requirements modelling language, requirements-based testing, avionics software, DO-178C, certification","Software;Unified modeling language;Aerospace electronics;Natural languages;Testing;Industries;Certification","","4","","22","IEEE","19 Sep 2019","28-28 May 2019","28-28 May 2019","IEEE","IEEE Conferences"
