"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Safety case development: a process to implement the safety three-layered framework","M. Standish; H. J. Auld; P. R. Caseley; M. J. Hadley","Defence Scientific and Technology Laboratory, Salisbury, Wiltshire, GB; AWE, UK; Defence Scientific and Technology Laboratory, Salisbury, Wiltshire, GB; Defence Scientific and Technology Laboratory, Salisbury, Wiltshire, GB",​​9th IET International Conference on System Safety and Cyber Security (2014),"25 May 2015","2014","","","1","11","Safety cases are standard practice for capturing arguments and supporting evidence for why a given system is safe. However, current safety cases can be monolithic and for complex systems are often too verbose to be understood by a single individual. In addition, while they often contain wellstructured and comprehensive arguments, these arguments are not supported by the evidence. To address these concerns and to make safety cases more streamlined and comprehensible a process has been devised to populate the Safety three-Layered Framework (SLF) concept. The SLF provides a modular safety case supported by engineering models and detailed analysis (such as formal methods). This paper illustrates the SLF with a simple example and demonstrates that the SLF can be successfully applied to give efficient and effective results.","","978-1-84919-940-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7111722","Modular Safety Case;System-of-Systems (SoS);Arguments;Models;Evidence","","","","","","","25 May 2015","15-16 Oct. 2014","15-16 Oct. 2014","IET","IET Conferences"
"Software architecture development for product line software","T. J. Popp","Boeing Company, St. Louis, MO, USA",Gateway to the New Millennium. 18th Digital Avionics Systems Conference. Proceedings (Cat. No.99CH37033),"6 Aug 2002","1999","2","","9.D.4","9.D.4","In 1995, an initiative was launched to assess the potential for reuse of operational flight program software across multiple fighter aircraft platforms, and to define and demonstrate a supporting system architecture based upon open commercial hardware, software, standards and practices. This initiative produced a set of reusable object oriented navigation software, which was flight tested on several different aircraft platforms hosted on different hardware configurations. The following year, this validation of the product line approach led to broader application of the techniques to the tactical aircraft mission processing domain. Key aspects of the component based logical architecture developed have been previously described. This paper traces the process used to develop the Software Architecture used for this project.","","0-7803-5749-3","10.1109/DASC.1999.822066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=822066","","Software architecture;Computer architecture;Software reusability;Aircraft navigation;Hardware;Application software;Conference proceedings;Military aircraft;Software systems;Aerospace electronics","","","","8","IEEE","6 Aug 2002","24-29 Oct. 1999","24-29 Oct. 1999","IEEE","IEEE Conferences"
"Avionics ICD representation using JSON for Configurable Data Analyzer","A. Sasikumar; N. Prem; J. Satyanarayana","RCI, DRDO; RCI, DRDO; RCI, DRDO",2019 International Conference on Range Technology (ICORT),"20 Apr 2020","2019","","","1","5","The Interface Control Document(ICD) represents the details of information being transferred between the avionics subsystems during its different phases of operation. The ICD is generated as a result of meticulous study on the subsystems and their interfaces during System architecture and design. It is usually in the .doc and .pdf format which is rarely machine-understandable, due to lack of standard templates and notations for identifying the data types and encoding mechanism. The ICDs are written for human understanding and not for software. The ICD information is implemented in the form of data decoding and encoding in many OnBoard software, test support and utility software of the avionics project and hence the ICD becomes the core point of changes for all those software applications during the project lifecycle. Changes in the ICD leads to changes in a number of software applications; which in turn leads to software updates, testing and validation in the short span of time. This paper covers the technique of entering the ICD information, representation of ICD and saving in the JSON format. JSON-Java Script Object Notation is both human and computer understandable format and the benefits of using it is covered in this paper. Configurable software is one that can be configured to run differently to meet different types of needs, instead of changing the lines of code and making different builds and versions. The machine understandable representation of ICD is a remarkable achievement, since it is the first step to auto-code generation, configurable software development and test automation; finally all these are going to cut short the overall project cost and time. Quick development of generic avionics data analysis software and telemetry display software are already proven and deployed successfully using this technique.","","978-1-7281-1353-1","10.1109/ICORT46471.2019.9069618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9069618","ICD (Interface Control Document);JSON (JavaScript Object Notation);Configurable Software","Aerospace electronics;Python;Testing;Data analysis;XML;C++ languages","","","","5","IEEE","20 Apr 2020","15-17 Feb. 2019","15-17 Feb. 2019","IEEE","IEEE Conferences"
"Towards synchronous deterministic channels for the Internet of Things","W. Steiner; F. Bonomi; H. Kopetz",TTTech Computertechnik AG; IoXWorks; Vienna University of Technology,2014 IEEE World Forum on Internet of Things (WF-IoT),"24 Apr 2014","2014","","","433","436","Embedded systems are omnipresent in our daily lives and rapidly gaining more and more importance, with performance improvements and technological evolutions in several directions. One of the most promising directions of evolution is in their interconnection. Already today there is a broad variety of use cases for interconnected embedded systems (automobiles, airplanes, automated production halls, etc.) and the most cutting edge examples demand the distributed embedded systems to tightly couple their operation. As a direct result of this tight coupling, stringent requirements on the underlying communication network immediately arise. The Internet-of-Things (IoT) as a discipline and movement to systematically connect distributed embedded systems on large or even Internet-like scales, promises a new generation of systems and system-of-systems. In order to also enable tight coupling of embedded systems in the IoT, there is a need for deterministic communication channels with predictable and low communication latency and jitter. In this paper we discuss how synchronous deterministic channels can be developed for the IoT by application of the time-triggered communication paradigm and other technology standards currently under development.","","978-1-4799-3459-1","10.1109/WF-IoT.2014.6803205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6803205","","Synchronization;Schedules;Protocols;Embedded systems;Internet;Aerospace electronics;Standards","","13","2","13","IEEE","24 Apr 2014","6-8 March 2014","6-8 March 2014","IEEE","IEEE Conferences"
"Comparing the Specification of a Near-Real Time Commanding System Using Statecharts and AADL","S. Kholgade; J. White; H. Reza","School of Aerospace Sciences, University of North Dakota, Grand Forks, ND, USA; School of Aerospace Sciences, University of North Dakota, Grand Forks, ND, USA; School of Aerospace Sciences, University of North Dakota, Grand Forks, ND, USA",Fourth International Conference on Information Technology (ITNG'07),"16 Apr 2007","2007","","","355","360","In this paper, we discuss a case study that was performed to compare pros and cons of formally specified a near real-time commanding system using the Architecture Analysis Description Language (AADL) and Statecharts modeling notations. Five system parameters and project metrics namely reliability, schedulability, performance, usability and, tool support were identified as criteria to compare the two formal techniques","","0-7695-2776-0","10.1109/ITNG.2007.53","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4151709","","Software systems;Payloads;Performance analysis;Hardware;Real time systems;Computer architecture;Software architecture;Architecture description languages;Software testing;System testing","","1","","12","IEEE","16 Apr 2007","2-4 April 2007","2-4 April 2007","IEEE","IEEE Conferences"
"A Trusted Architecture for ESCS with MLS","X. Yang; X. Zhao; J. Lei; G. Xiong","School of Computer Science and Engineering, University of Electronic Science and Technology, Cheng, China; School of Computer Science and Engineering, University of Electronic Science and Technology, Cheng, China; School of Computer Science and Engineering, University of Electronic Science and Technology, Cheng, China; School of Computer Science and Technology, Panzhihua University, Panzhihua, China",2008 International Conference on Embedded Software and Systems Symposia,"19 Sep 2008","2008","","","44","49","Past attempts at designing and implementing high trusted systems for embedded safety-critical systems (ESCS) have centered on the concept of a monolithic security kernel and safety kernel. These approaches lead to inflexible, overly complex operating systems that are too large to evaluate at the higher assurance levels. This paper provides an overview of trusted architecture named Hades, which constructs secure systems at the architectural level for the ESCS. The proposed framework supports multi-levels security (MLS), based on the principle of creating separate layers of responsibility and control, with each layer responsible for enforcing its own security policy. This approach can significantly address the dependability of the ESCS with MLS.","","978-0-7695-3288-2","10.1109/ICESS.Symposia.2008.66","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4627129","Embedded safety-critical systems;multi-level security;Hades architecture;BLP security model","Security;Kernel;Safety;Computer architecture;Software;Operating systems;Hardware","","1","","27","IEEE","19 Sep 2008","29-31 July 2008","29-31 July 2008","IEEE","IEEE Conferences"
"Using behavioral mixed-signal simulation to implement COTS rapid technology insertion in avionics systems","C. Siegel; D. Majernik; D. Davis; C. Foster","Analogy Inc., Beaverton, OR, USA; ExCo Technologies, WA, USA; Boeing Aerospace Company, MO, USA; Boeing Aerospace Company, MO, USA",1999 IEEE AUTOTESTCON Proceedings (Cat. No.99CH36323),"6 Aug 2002","1999","","","769","773","The Department of Defense (DoD) has specific goals to reduce acquisition cost, shorten development time and allow rapid technology insertion into avionics systems. The DoD funded Boeing to perform a study on methods to accomplish these goals. The Diagnostics for Acquisition (DFA) study was broken into three efforts: simulation, demonstration, and studies. In the simulation effort, creation of functional, or behavioral, models of avionics subsystem components based on functional specifications will facilitate the use of Commercial-Off-The-Shelf (COTS) equipment and procedures to accomplish the DoD goals. The development of the avionics subsystem components are based on performance-based build-to specifications. For the purposes of this DFA study, the test engineers were not allowed to examine supplemental documentation or schematics from which to develop test programs.","1080-7725","0-7803-5432-X","10.1109/AUTEST.1999.800452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=800452","","Aerospace electronics;Testing;Vehicles;US Department of Defense;Costs;Switches;Doped fiber amplifiers;Hardware;Documentation;Analytical models","","","","","IEEE","6 Aug 2002","30 Aug.-2 Sept. 1999","30 Aug.-2 Sept. 1999","IEEE","IEEE Conferences"
"A Test Method for Ground Proximity Warning System Functional Verification Based on Risk Assessment Models","C. Han","Avionics system testing, Chinese Flight Test Establishment, Xi'an, China",2025 5th International Conference on Mechatronics Technology and Aerospace Engineering (ICMTAE),"18 Mar 2026","2025","","","332","335","The Ground Proximity Warning System (GPWS) is an essential safety system designed to mitigate the risk of Controlled Flight Into Terrain (CFIT) incidents. This study presents a systematic approach to the functional verification of GPWS through flight testing on transport aircraft, aimed at optimizing the system development cycle. The research methodology encompasses a comprehensive analysis of GPWS functionalities and system interconnections, followed by the identification of specific testing requirements for functional verification when the system is implemented on transport aircraft. A detailed test plan was subsequently developed, incorporating two distinct risk assessment models to evaluate and mitigate potential flight test hazards. Critical parameters for GPWS functional verification were identified and utilized to formulate a comprehensive flight test strategy. The proposed methodology was implemented on a specific transport aircraft model to complete the functional verification process. The experimental results validate the efficacy and practical applicability of the developed testing methods, risk assessment models, and procedural protocols. This research contributes a robust technical framework for GPWS functional verification, demonstrating significant potential for engineering applications in aviation safety systems.","","979-8-3315-9823-5","10.1109/ICMTAE66890.2025.11428126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11428126","GPWS;functional verification;risk assessment;flight testing;transport aircraft","Systematics;Protocols;Atmospheric modeling;Alarm systems;Solids;Risk management;Reliability;Aircraft;Aircraft propulsion;Testing","","","","11","IEEE","18 Mar 2026","26-28 Sept. 2025","26-28 Sept. 2025","IEEE","IEEE Conferences"
"Cloud-Chain Fusion Certificateless Authentication Scheme for Secure Distribution of Airborne Software","L. Zhang; B. Duan; M. Yue","School of Safety Science and Engineering, Civil Aviation University of China, Tianjin, China; School of Safety Science and Engineering, Civil Aviation University of China, Tianjin, China; School of Safety Science and Engineering, Civil Aviation University of China, Tianjin, China",2023 9th International Conference on Computer and Communications (ICCC),"30 Apr 2024","2023","","","2659","2666","With the continuous increase in the number of civil aviation airborne software, the traditional airborne software distribution method has problems such as high cost, low efficiency, and poor security. Combining cloud storage with airborne software can improve the distribution efficiency of airborne software. However, as a third party, the trust of cloud storage cannot be guaranteed. To address the potential issues of malicious damage and illegal access to airborne software cloud storage, we proposed an architecture model based on cloud-chain fusion and designed an identity authentication mechanism for airborne software security distribution. Moreover, we designed an efficient certificateless signature scheme, which reduces the risk of a single point of failure by using smart contracts instead of traditional KGC to generate partial public and private key. And we optimized algorithm to reduce the verification cost during the authentication mechanism. Our signature scheme was demonstrated in terms of the security and efficiency through simulation and security analysis of Type I and Type II adversaries. Through Comparison with existing studies, it can be found that the proposed scheme has reduced by around 95.6% at most in computational overhead and has reduced by around 25% at most in communication overhead.","2837-7109","979-8-3503-1725-1","10.1109/ICCC59590.2023.10507366","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10507366","airborne software;blockchain;secure distribution;certificateless signature (CLS)","Cloud computing;Costs;Smart contracts;Software algorithms;Authentication;Software;Software reliability","","","","27","IEEE","30 Apr 2024","8-11 Dec. 2023","8-11 Dec. 2023","IEEE","IEEE Conferences"
"Mils-based information flow control in the avionic domain: A case study on compositional architecture and verification","K. Müller; M. Paulitsch; R. Schwarz; S. Tverdyshev; H. Blasum","EADS Innovation Works, Munich, Germany; EADS Innovation Works, Munich, Germany; Fraunhofer IESE, Kaiserslautern, Germany; SYSGO AG, Klein-Winternheim, Germany; SYSGO AG, Klein-Winternheim, Germany",2012 IEEE/AIAA 31st Digital Avionics Systems Conference (DASC),"20 Dec 2012","2012","","","7B1-1","7B1-13","Software architectures in the aerospace domain are becoming more and more integrated and interconnected for functional and architectural reasons (Integrated Modular Avionics, IMA), which exacerbates potential security problems of avionic software. As a consequence, security considerations are gaining importance for the general ≫airworthiness≪ of modern aircrafts, and proper security assurance requires increasing effort. In this paper, we report on-going work in the SeSaM research project. We propose to leverage modularity as a key to obtain more secure software and higher assurance of this claimed security with reasonable effort. Using Multiple Independent Levels of Security (MILS), we present a case study on how an application can be systematically designed, secured, and proven secure by adopting a composite evaluation approach reflecting the modular system architecture. More specifically, we employ a separation kernel as the foundation for a security-critical application, and we investigate how a security evaluation can be achieved systematically and with reduced effort if we evaluate underlying kernel and dependent application independently before joining these partial results to obtain an overall evaluation verdict. Thus, we illustrate how a compositional approach may ease security design and security assurance of IMA architectures.","2155-7209","978-1-4673-1700-9","10.1109/DASC.2012.6382411","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6382411","","Security;Aerospace electronics;Logic gates;Kernel;Safety;Computer architecture;Certification","","","1","36","IEEE","20 Dec 2012","14-18 Oct. 2012","14-18 Oct. 2012","IEEE","IEEE Conferences"
"Finite Time Horizon State Synchronization of Asynchronous Flight Control Computers","E. Huber; V. A. Marvakov; D. Gierszewski; H. Hofsäß; F. Holzapfel","Institute of Flight System Dynamics Technical University of Munich, Garching, Germany; Flight Controls and Avionics eRC-System GmbH, Ottobrunn, Germany; Flight Operations and Human Factors eRC-System GmbH, Ottobrunn, Germany; Institute of Flight System Dynamics Technical University of Munich, Garching, Germany; Institute of Flight System Dynamics Technical University of Munich, Garching, Germany",2024 AIAA DATC/IEEE 43rd Digital Avionics Systems Conference (DASC),"15 Nov 2024","2024","","","1","7","In this paper, we propose a finite time horizon state synchronization strategy with the possibility to detect and mitigate asynchronous effects that would otherwise hinder the synchronization of two asynchronous flight control computers. This is especially relevant for redundant command and monitor flight control system architectures as they consist out of two independent computers. Different solutions to the synchronization problem are investigated using a previously developed simulation framework, and their benefits and drawbacks are highlighted. The necessary assumptions regarding execution times, asynchronous effects, scenarios and the minimum signal integrity are formulated, and their validity is justified. Requirements for the proposed finite time horizon state synchronization strategy are derived and validated with formal methods. Test results in the form of counter-examples that violate the requirements are presented and then used to improve the design. Lastly, the final strategy, including the detection and mitigation of asynchronous effects with two parameter sets for different signal characteristics, is presented.","2155-7209","979-8-3503-4961-0","10.1109/DASC62030.2024.10749505","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10749505","synchronization;asynchronous;redundant;command;monitoring;flight;control","Computers;State feedback;Prevention and mitigation;Systems architecture;Computer architecture;Synchronization;Signal integrity;Monitoring;Hysteresis;Aerospace control","","3","","6","IEEE","15 Nov 2024","29 Sept.-3 Oct. 2024","29 Sept.-3 Oct. 2024","IEEE","IEEE Conferences"
"An integrated microspacecraft avionics architecture using 3D multichip module building blocks","L. Alkalai; Wai-Chi Fang","Jet Propulsion Laboratory, Pasadena, CA, USA; Jet Propulsion Laboratory, Pasadena, CA, USA",Proceedings International Conference on Computer Design. VLSI in Computers and Processors,"6 Aug 2002","1996","","","141","144","In this paper, we describe current results from work in progress on the continued miniaturization of all spacecraft electronics into a single avionics system, using building-block elements. Each element is assumed to be a 'slice' within a stackable multichip module (MCM) 3D-architecture. The proposed architecture is new for the space community, but, is familiar to the commercial world. That is, we have proposed the use of only standard commercial interfaces for both the local (inter-slice) bus, inter-node system bus, and all the other interfaces for module testing and integration. Moreover, only commercially available programming languages, operating systems and software development environments are considered. The goal is to provide high levels of system reliability at a low cost. We plan to achieve this goal by applying hardware redundancy where necessary, and by maintaining a commercially compatible architecture that will achieve reliability through high volume production and mass usage. The first opportunity to validate the proposed spacecraft avionics system will be in July 1998 on-board the Deep-Space One asteroid-flyby mission. This will be the first in a series of high-tech missions within the New Millennium Program managed by the Jet propulsion Laboratory.","1063-6404","0-8186-7554-3","10.1109/ICCD.1996.563548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=563548","","Aerospace electronics;Space vehicles;Multichip modules;System buses;System testing;Computer languages;Operating systems;Programming;Reliability;Costs","","2","","13","IEEE","6 Aug 2002","7-9 Oct. 1996","7-9 Oct. 1996","IEEE","IEEE Conferences"
"Mixed abstractions for floating-point arithmetic","A. Brillout; D. Kroening; T. Wahl","Computer Systems Institute, ETH Zurich, Switzerland; Oxford University Computing Laboratory, UK; Oxford University Computing Laboratory, UK",2009 Formal Methods in Computer-Aided Design,"11 Dec 2009","2009","","","69","76","Floating-point arithmetic is essential for many embedded and safety-critical systems, such as in the avionics industry. Inaccuracies in floating-point calculations can cause subtle changes of the control flow, potentially leading to disastrous errors. In this paper, we present a simple and general, yet powerful framework for building abstractions from formulas, and instantiate this framework to a bit-accurate, sound and complete decision procedure for IEEE-compliant binary floating-point arithmetic. Our procedure benefits in practice from its ability to flexibly harness both over- and underapproximations in the abstraction process. We demonstrate the potency of the procedure for the formal analysis of floating-point software.","","978-1-4244-4966-8","10.1109/FMCAD.2009.5351141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5351141","","Floating-point arithmetic;Embedded computing;Logic;Laboratories;Digital arithmetic;Aerospace electronics;Computer industry;Electrical equipment industry;Computer errors;Error correction","","52","","27","IEEE","11 Dec 2009","15-18 Nov. 2009","15-18 Nov. 2009","IEEE","IEEE Conferences"
"Traceability in Systems Engineering: An Avionics Case Study","N. Mustafa; Y. Labiche; D. Towey","Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada; School of Computer Science, University of Nottingham Ningbo China, Ningbo, China",2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),"22 Jun 2018","2018","02","","818","823","In Systems Engineering (SE), development of complex systems involves a collaboration of expertise from different domains. Heterogeneous artifacts are generated using different modeling tools. Capturing the traceability information among these artifacts helps serve many purposes, including change impact analysis; validation and verification; and requirements tracking. However, creating trace links among these heterogeneous artifacts is problematic. No precise semantics exist for the trace links that relate them. This paper shows how to capture traceability information in a system with heterogeneous artifacts, illustrated here using an avionics case study that uses a traceability model and a trace links taxonomy that we constructed and published previously.","0730-3157","978-1-5386-2667-2","10.1109/COMPSAC.2018.10345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377973","heterogeneous;artifacts;systems engineering;taxonomy, trace links, traceability model","Unified modeling language;Aircraft;Taxonomy;Atmospheric modeling;Software","","5","","44","IEEE","22 Jun 2018","23-27 July 2018","23-27 July 2018","IEEE","IEEE Conferences"
"Haptic touchscreen display for avionics: Demonstrator characterization measurements","M. Catelani; L. Ciani; G. Barile; F. Liberatori","Department of Information Engineering, University of Florence, Florence, Italy; Department of Information Engineering, University of Florence, Florence, Italy; Sirio Panel S.p.A., Località Levanella Becorpi, Montevarchi, AR; Sirio Panel S.p.A., Località Levanella Becorpi, Montevarchi, AR",2015 IEEE Metrology for Aerospace (MetroAeroSpace),"6 Aug 2015","2015","","","172","176","The paper aims to present the implementation of surface haptics feature on the optically bonded touch screen display, 10.4"" of size, currently used on the AW169 helicopter; this technology has never been used in avionic environment up to now. A demonstrator has been realized and tested as an intermediate, verification, step to a prototype that will be mounted in the Agusta Westland AW169 helicopter and tested in flight. The demonstrator is at a stage defined as Technology Readiness Level 6: System/subsystem model or prototyping demonstration in a relevant end-to-end environment (ground or space). Prototyping implementations on full-scale realistic problems. Engineering feasibility fully demonstrated in actual system application. The prototype will be a straightforward integration of this demonstrator, whose very satisfactory features will be here reported. The work and tests have been carried out at Redux Labs (Cambridge, UK), who hold multiple surface haptics patents.","","978-1-4799-7569-3","10.1109/MetroAeroSpace.2015.7180648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7180648","touchscreen;haptic technology;reliability;environmental tests;avionics applications","Haptic interfaces;Aerospace electronics;Helicopters;Actuators;Prototypes;Reliability;Vibrations","","2","","10","IEEE","6 Aug 2015","4-5 June 2015","4-5 June 2015","IEEE","IEEE Conferences"
"Insights from Preliminary Analysis of Local Cache Performance in COTS RTOS for Multi-Core Processors","W. Vance; M. Mott; M. Wotell; T. Bui; J. Ross","Based On The Research of The US Army AvMC Multi-Core Processing Laboratory, TriVector Services Inc, Huntsville, Alabama, United States of America; Based On The Research of The US Army AvMC Multi-Core Processing Laboratory, LogiCore Corporation, Huntsville, Alabama, United States of America; Based On The Research of The US Army AvMC Multi-Core Processing Laboratory, Intrepid LLC, Huntsville, Alabama, United States of America; Based On The Research of The US Army AvMC Multi-Core Processing Laboratory, US Army AvMC, Huntsville, Alabama, United States of America; Based On The Research of The US Army AvMC Multi-Core Processing Laboratory, Brockwell Technologies Inc., Huntsville, Alabama, United States of America",2023 IEEE/AIAA 42nd Digital Avionics Systems Conference (DASC),"10 Nov 2023","2023","","","1","8","Many avionic software platforms are built utilizing commercial-off-the-shelf (COTS) computer processors and real-time operating systems (RTOS). It is essential to the proper function of these platforms that the hardware and software on which they are built meet the necessary performance criteria and are certified to an appropriate level of airworthiness. Recent advances in technology have allowed the commercial market to transition from computer processors with a single processing unit in favor of multi-core processors (MCPs) that contain multiple processing units (cores) running in parallel. As a result of this transition, embedded computer solutions have seen significant gains in average-case performance while simultaneously seeing a reduction in size, weight, and power (SWaP).The advantages of MCPs may be diminished for avionics. The presence of interference among executing cores due to shared common resources complicates the development and assurance of robust, deterministic software. Since the technology is relatively new, the methodology for addressing these MCP-specific concerns in a safety-critical system is still not well-defined. The existing approach to the software safety process must evolve to incorporate the identification, verification, and mitigation of multi-core related interferences.In support of this effort, this paper describes a detailed process for analysis of local cache utilization on an MCP, and how to identify any potential cache availability or performance issues. The paper demonstrates how this process was used to detect an issue in the cache initialization process of an evaluation RTOS and target hardware board and analyze the resultant performance gains once the problem was corrected. These findings demonstrate why analysis is critical and should be performed early in the design phase of a system in order to verify the selected MCP and RTOS are performing as expected and/or intended. This approach provides immediate benefits to software applications running on a multi-core processor.","2155-7209","979-8-3503-3357-2","10.1109/DASC58513.2023.10311340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311340","Multi-Core Processing;Software Airworthiness;Interference Channels;Cache;RTOS;WCET;MCP","Program processors;Multicore processing;Interference;Static analysis;Aerospace electronics;Performance gain;Software","","4","","5","IEEE","10 Nov 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"An Interface Modeling Method for Avionics Software Based on Open System Architecture","S. Zhao; C. Xin; Y. Shan","Shenyang Aircraft Design and Research Institute, Shenyang, China; Shenyang Aircraft Design and Research Institute, Shenyang, China; Shenyang Aircraft Design and Research Institute, Shenyang, China",2025 International Conference of Mechanical Engineering on Aerospace (CoMEA),"21 Nov 2025","2025","","","1","5","In response to exponential growth in software complexity, the industry has been actively exploring open system architecture and model-based development approaches separately with demonstrable success. This paper introduces model-based approach into the open avionics software architectures, proposing a model based open avionics software interface modeling method. By extending the SysML modeling language, this paper proposes a modeling framework for software interface definition within hierarchical open architectures compliant with the Future Airborne Capability Environment open architecture. Also, an engineering practice optimized modeling process is proposed to enable consistent implementation of software interface modeling activities. Leveraging the widely adopted industry-standard modeling languages, the proposed approach mitigates practitioner's learning costs and streamlines software integration and reuse under open architecture through model reusability, ultimately enhancing software interface design efficiency. Furtherly, practical engineering application have demonstrated that the proposed method improves the interface definition efficiency and reduce interface definition errors with standardized and reusable data models.","","979-8-3315-9917-1","10.1109/CoMEA66280.2025.11241486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11241486","open system architecture;avionics software;model-based development;SysML;interface definition;data modeling","Industries;Costs;Software architecture;Atmospheric modeling;Open systems;Aerospace electronics;Software;Data models;Complexity theory;Mechanical engineering","","","","8","IEEE","21 Nov 2025","20-22 June 2025","20-22 June 2025","IEEE","IEEE Conferences"
"An automated system for testing an avionics radio","T. Shafer","Spectralux Avionics, Redmond, WA, USA",81st ARFTG Microwave Measurement Conference,"15 Aug 2013","2013","","","1","5","An automated RF measurement suite tests an avionics radio designed to comply with DO-281A specifications. It combines RF test instrumentation, configurable RF signal paths, Labview™ automation and a proprietary PC-based radio manager. Transmit and receive spectral and time domain measurements are performed in the operating band, as well as simulating interferers and measurements of broadband spurious power up to 1.7GHz. The suite reduces production time by 83% thereby lowering costs. It also tests the radio more thoroughly and avoids human error that is a risk in extensive test plans. The system is configurable so that it can be used for design verification and end-item and board level testing in production. The complete suite is portable and cost-efficient and negates the need to hire additional production engineers and open up additional production lines.","","978-1-4673-4983-3","10.1109/ARFTG.2013.6579052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6579052","Automation;Radio control;Testing;Instrumentation and measurement","Tuning;Testing;Production;Radio frequency;Noise;Manuals;Phase modulation","","3","","","IEEE","15 Aug 2013","7-7 June 2013","7-7 June 2013","IEEE","IEEE Conferences"
"Safeguard","E. T. Dill; R. V. Gilabert; S. S. Young","Safety-Critical Avionics Systems Branch, NASA Langley Research Center, Hampton, VA; Safety-Critical Avionics Systems Branch, NASA Langley Research Center, Hampton, VA; Safety-Critical Avionics Systems Branch, NASA Langley Research Center, Hampton, VA",2018 IEEE/AIAA 37th Digital Avionics Systems Conference (DASC),"9 Dec 2018","2018","","","1","8","As the demand for unmanned aircraft systems (UAS) in a broad spectrum of commercial applications increases, regulatory authorities are examining how to safely integrate them into the national airspace system (NAS) without compromising safety or disrupting traditional airspace operations. For small UAS, several operational rules have been established under FAR Part 107 (e.g., do not operate beyond visual line-of-sight, do not fly within five miles of a commercial airport, do not fly above 400 ft above ground level). However, there is no current means of enforcing these rules with a high degree of assurance. This paper summarizes testing of an onboard system - Safeguard - designed to monitor and enforce conformance to a set of geospatial limitations defined prior to flight (e.g., geospatial stay-out or stay-in regions, and altitude constraints). Unlike typical geo-fencing or geo-limitation functions, Safeguard operates independently of the off-the-shelf UAS autopilot and is designed in a way that can be realized by a small set of verifiable functions to simplify compliance with existing standards for safety-critical systems (e.g., for spacecraft and manned commercial transportation aircraft). A framework is described that decouples the system from any other devices on the UAS as well as introduces complementary positioning source(s) for applications that require integrity and availability beyond what can be provided by the onboard Global Positioning System (GPS)-based navigation solution. This paper presents results of analyses of flight data collected during Safeguard testing since initial presentation of the design concept at the 35th DASC (2016) and further development and testing at the 36th DASC (2017). Over this timeframe, numerous flight tests were completed on multiple unmanned aircraft (including multi-rotor and fixed wing) with each performing various mission types (e.g., infrastructure inspections, low altitude flights over populated/urban areas, and extended visual line-of-sight flights). Findings will focus on quantifying the performance of the system in support of validation of assurance claims, as well as demonstration of advanced technology readiness level (TRL). Integration testing with NASA's UAS Traffic Management (UTM) service-oriented architecture was also demonstrated during many of these flights; allowing performance results for this capability to also be presented. The paper will conclude with plans for future research and development, including evaluating the use of alternate positioning systems, extending the conformance monitoring criteria, and embedding the functions into a more holistic runtime assurance system concept.","2155-7209","978-1-5386-4112-5","10.1109/DASC.2018.8569289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569289","geofencing;Unmanned Aircraft System;formal methods;UAS Traffic Management (UTM)","Aerospace electronics;Safety;Aircraft;Drones;Standards;Software;Geospatial analysis","","2","","25","IEEE","9 Dec 2018","23-27 Sept. 2018","23-27 Sept. 2018","IEEE","IEEE Conferences"
