"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards Cost-Effective High-Assurance Software Product Lines: The Need for Property-Preserving Transformations","S. Hutchesson; J. McDermid","University of York & Aero Engine Controls Derby, UK; Department of Computer Science, University of York York, UK",2011 15th International Software Product Line Conference,"29 Sep 2011","2011","","","55","64","Generative programming and model transformation techniques are becoming widely used for the development of software components for product lines. The ability to develop components with identified common and variable parts, and rapidly instantiate product-specific versions is key to many software product line approaches. However if this approach is to be truly cost effective for high assurance applications, the instantiation process must be property-preserving, any verification evidence acquired on the product-line component must be demonstrably applicable to the instantiated component. In this paper we outline an approach that uses static analysis techniques and the SPARK language that can potentially demonstrate the correctness of model transformations.","","978-1-4577-1029-2","10.1109/SPLC.2011.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6030046","UML;SPARK;M2M;Safety Critical;High Integrity;Software Product Lines;Verification;Static Analysis;DO-178B/ED-12B","Software;Unified modeling language;Sparks;Programming;Ignition;Contracts","","3","","16","IEEE","29 Sep 2011","22-26 Aug. 2011","22-26 Aug. 2011","IEEE","IEEE Conferences"
"Development of a Meta-language and its Qualifiable Implementation for the Use in Safety-critical Software","V. Tietz","Institute of Aircraft Systems, University of Stuttgart, Stuttgart, Germany",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","689","694","The use of domain-specific modeling for development of complex (cyber-physical) systems is gaining increasing acceptance in the industrial environment. Domain-specific modeling allows complex systems and data to be abstracted for a more efficient system design, development, validation, and configuration. However, no existing (meta-)modeling framework can be used with reasonable effort in certified software so far, neither for the development of systems nor for the execution of system functions. For the use of (development) artifacts from domain-specific modeling in safety-critical processes or systems it is required to ensure their correctness by either subsequent (manual) verification or the usage of (pre-)qualified software. Existing meta-languages often contain modeling elements that are difficult or impossible to implement in a qualifiable manner leading to a high manual, subsequent certification effort. Therefore, the aim is to develop a (meta-)modeling framework, that can be used in certified software. This can significantly reduce the development effort for safety-critical systems and enables the full advantages of domain-specific modeling. The framework components considered in this PhD-Thesis include: (1) an essential meta-language, (2) a qualifiable runtime environment, and (3) a suitable persistence. The essential (meta-)modeling language is mainly based on the UML standard, but is enhanced with multi-level modeling concepts such as deep instantiation. Supporting a possible qualification, the meta-language is implemented using the highly restrictive, but formally provable programming language Ada SPARK.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643779","","Runtime environment;Unified modeling language;Manuals;Software;Model driven engineering;Data models;Sparks","","6","","33","IEEE","20 Dec 2021","10-15 Oct. 2021","10-15 Oct. 2021","IEEE","IEEE Conferences"
"The Specification, Verification, and Implementation of a High-Assurance Data Structure: An ACL2 Approach","D. S. Hardin","Trusted Systems Group, Rockwell Collins Advanced Technology Center, USA",2013 46th Hawaii International Conference on System Sciences,"18 Mar 2013","2013","","","5059","5067","We present a complete specification and formal verification of a high-assurance data structure, namely an array-based set (or alternatively, a multiset), of arbitrary size, using the ACL2 theorem prover. This particular data structure is a sanitized version of one that was used in a high-assurance development at Rockwell Collins. We additionally demonstrate how this high-assurance specification can be readily translated to an implementation in a traditional, imperative programming language. The specification is accomplished via the ACL2 single-threaded object (stobj) formulation, as the stobj yields the most straightforward translation to traditional programming language implementations, as well as high-performance, scalable executable specifications within the ACL2 system itself. Use of the stobj is known to present certain difficulties in proof development, but we describe a simple means to access the underlying representation of the stobj, which makes reasoning much more straightforward. We discuss characteristics of ACL2 that aided the proofs, as well as ones that presented challenges. We also compare the ACL2 proof results with other verification efforts previously attempted on this data structure using model checking and symbolic execution.","1530-1605","978-0-7695-4892-0","10.1109/HICSS.2013.541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6480456","Formal Verification;Theorem Proving;High Assurance;Data Structures;ACL2","Arrays;Indexes;Sparks;Computer languages;Data models;Computational modeling","","2","","16","IEEE","18 Mar 2013","7-10 Jan. 2013","7-10 Jan. 2013","IEEE","IEEE Conferences"
"Formal Methods for High Integrity GPU Software Development and Verification","D. Aspetakis; L. Kosmidis; M. M. Trompouki; J. Ruiz; G. Marosy","Barcelona Supercomputing Center (BSC), Spain; Barcelona Supercomputing Center (BSC), Spain; Barcelona Supercomputing Center (BSC), Spain; AdaCore, France; European Space Agency (ESA), The Netherlands","2024 Design, Automation & Test in Europe Conference & Exhibition (DATE)","10 Jun 2024","2024","","","1","6","Modern safety critical systems require high levels of performance for advanced functionalities, which are not possible with the simple conventional architectures currently used in them. Embedded General Purpose Graphics Processing Units (GPG-PUs) are among the hardware technologies which can provide the high performance required in these domains. However, their massively parallel nature complicates the verification of their software and increases its cost because it usually involves code coverage through extensive human-driven testing. The Ada SPARK language has traditionally been used in highly-critical environments for its formal verification capabilities and powerful type system. The use of such tools which are backed up by theorem provers, has significantly lowered the amount of effort needed to validate functionality of safety-critical systems. In this European Space Agency (ESA) funded project, we utilize AdaCore's CUDA backend for Ada in conjunction with the SPARK language subset to assess the state of static verification for GPU kernels. We assess the error detection capabilities of the available tools and we formulate a methodology to maximise their effectiveness. Moreover, our project results using ESA's open source GPU4S Benchmarking suite show that common programming mistakes in GPU software development can be prevented.","1558-1101","978-3-9819263-8-5","10.23919/DATE58400.2024.10546867","European Space Agency(grant numbers:ESA STAR AO 2-1856/22/NL/GLC/ov); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10546867","Ada SPARK;Embedded GPGPUs;Formal Verification;Safety Critical Systems","Codes;European Space Agency;Graphics processing units;Programming;Benchmark testing;Syntactics;Software","","","","29","","10 Jun 2024","25-27 March 2024","25-27 March 2024","IEEE","IEEE Conferences"
"Analyzing Compliance with Safety Standards in C Code via Large Language Models","D. Nuţeanu; A. Guzu; G. Nicolae","Department of Electronic Devices, Circuits and Architectures Faculty of Electronics, Telecommunications and Information Technology, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Electronic Devices, Circuits and Architectures Faculty of Electronics, Telecommunications and Information Technology, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Electronic Devices, Circuits and Architectures Faculty of Electronics, Telecommunications and Information Technology, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania",2025 International Symposium ELMAR,"15 Oct 2025","2025","","","331","335","Ensuring code compliance with safety standards such as MISRA C:2012 is essential for the development of reliable and secure embedded systems in domains like automotive software. Traditional compliance checks rely on rule-based static analyzers, but recent advances in large language models (LLMs) suggest potential for automating such tasks. This paper investigates the zero-shot capabilities of four general-purpose LLMs, such as GPT-4o, LLaMA 3.1, O3-mini, and Mixtral, in identifying violations of 20 undecidable MISRA C:2012 rules. We build a private dataset annotated for MISRA compliance, used to evaluate LLMs under zero-shot prompting. While the data cannot be released, the methodology is generalizable and applicable to public codebases. Our findings show that while LLMs can correctly classify simple rule violations, they struggle with context-dependent rules. No single model excels across all categories, highlighting the need for rule-specific prompting strategies, multi-agent architectures or fine-tuning. These insights pave the way for more effective LLM-driven compliance tools tailored to high-assurance software development.","2835-3781","979-8-3315-9679-8","10.1109/ELMAR66948.2025.11194021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11194021","MISRA C:2012;Safety-critical software;Large Language Models (LLMs);Code compliance;Software verification","Hands;Codes;Large language models;Switches;Software;Safety;Software reliability;Standards;Automotive engineering;Software development management","","1","","12","IEEE","15 Oct 2025","15-17 Sept. 2025","15-17 Sept. 2025","IEEE","IEEE Conferences"
"Advanced nuclear instrumentation design using Programmable Logic Devices","M. Kumar Misra; L. Srivani; S. Ilango Sambasivan","Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India","2009 1st International Conference on Advancements in Nuclear Instrumentation, Measurement Methods and their Applications","8 Jul 2010","2009","","","1","8","The evolution of semiconductor technology has made the application of Programmable Logic Devices (PLD) inevitable in modern digital systems design but when they are deployed in Safety Critical Systems (SCS), their reliability and safety need to be proved beyond doubt. PLDs are available as off-the-shelf parts that offer a wide range of logic capacity, various features, speed and voltage characteristics. These devices can be customized as per the user requirements. Re-programmable series of PLDs allows designers to change the circuitry as often as they want until the design operates to their satisfaction. To describe the digital designs, IEEE standard Hardware Description Languages (HDL) such as VHDL and Verilog HDL are used. As designs grow more complex, the verification problems increase exponentially. High level Verification Languages (HVL) have emerged to solve the functional verification bottleneck. Using HVLs, directed-random verification approach is adopted to achieve high coverage. The purpose of this approach is to ensure that the system is verified for its functionality in all possible scenarios. A 500MWe Prototype Fast Breeder Reactor (PFBR) is in the advanced stage of construction at Kalpakkam (Tamilnadu), INDIA. PLDs are extensively utilized in designing instrumentation systems like core monitoring and safety logic functions of PFBR. This paper provides review of advanced digital design methodologies adopted in designing PLD based SCS.","","978-1-4244-5207-1","10.1109/ANIMMA.2009.5503833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5503833","Digital design verification;Hardware description languages;Nuclear Reactor;Programmable logic devices;Safety critical systems","Instruments;Programmable logic devices;Hardware design languages;Safety devices;Design methodology;Digital systems;Semiconductor device reliability;Logic devices;Voltage;Circuits","","2","","14","IEEE","8 Jul 2010","7-10 June 2009","7-10 June 2009","IEEE","IEEE Conferences"
"A compliance notation for verifying concurrent systems","D. M. Atiya; S. King","Department of Computer Science, University of York, Heslington, Yorkshire, UK; Department of Computer Science, University of York, Heslington, Yorkshire, UK",Proceedings of the 24th International Conference on Software Engineering. ICSE 2002,"23 May 2005","2002","","","731","732","The compliance notation provides a practical system where both formal and informal techniques can be employed in software verification. The notation has been successfully applied in verifying some industrial safety-critical systems, but currently it has no support for verifying concurrent systems. This research aims to extend the compliance notation with appropriate support for verifying concurrent systems.","","1-58113-472-X","10.1145/581469.581475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1008059","","Calculus;Computer science;Sparks;Software design;Permission;History;Programming profession;Specification languages;Formal specifications;Computer languages","","","","9","","23 May 2005","25-25 May 2002","25-25 May 2002","IEEE","IEEE Conferences"
"Design and Implementation of Safety Logic with Fine Impulse Test System for a Nuclear Reactor Shutdown System","M. K. Misra; N. Sridhar; D. T. Murthy","Electronics & Instrumentation Division, Indira Gandhi Centre for Atomic Research, Kalpakkam, INDIA; Electronics & Instrumentation Division, Indira Gandhi Centre for Atomic Research, Kalpakkam, INDIA; Electronics & Instrumentation Division, Indira Gandhi Centre for Atomic Research, Kalpakkam, INDIA",2014 27th International Conference on VLSI Design and 2014 13th International Conference on Embedded Systems,"6 Feb 2014","2014","","","198","203","500MWe sodium cooled Prototype Fast Breeder Reactor (PFBR) is in the advanced stage of construction at Kalpakkam (Tamilnadu), INDIA. PFBR is provided with two independent and fast acting shutdown systems (SDS). Each SDS consists of sensors, signal processing electronics, safety logic (SL) system, drive mechanisms and neutron absorber rods (NARs). The purpose of SDS is to reduce the reactor power rapidly during abnormal events which could otherwise lead to catastrophic situations. During an abnormal event, the NARs are rapidly inserted into the reactor core within a second, in an operation called scram. An automatic and rapid shutdown of a nuclear reactor in response to an abnormal event is known as scram. Safety Logic (SL) system continuously monitors the state of various reactor scram parameters (i.e. the events requiring prompt reactor shutdown), and performs 2-out-of-3 (2oo3) voting on each scram parameter thus enables/disables the flow of current in the Electro-Magnet (EM) coils, which are holding the NARs. During an abnormal event (For example: rapid and uncontrolled increase in neutron flux inside reactor core, core temperature crossing its set limits etc.) SL system initiates reactor shutdown action by de-energizing the EM-Coils causing all the NARs to drop into the reactor core under gravity. The scram parameters are triplicated to achieve high availability and reliability. The design of SL system was carried out using VHDL and targeted to Simple Programmable Logic Devices (SPLDs) and Field Programmable Gate Array (FPGAs) devices. The probable faults in digital logic devices are stuck-at faults (i.e. stuck-at-'0' or stuck-at-'1'). For SL System, stuck-at-'0' is a safe condition whereas stuck-at-'1' is a dangerous condition (i.e. during an abnormal event SL may not be able to initiate reactor shutdown action). Hence, to diagnose safe and dangerous failures in SL system, an online test facility i.e. Fine Impulse Test (FIT) system has been provided. FIT system injects short duration test pulses periodically at the input stage of SL system in various combinations and verifies the propagation of these test pulses by monitoring the output stage of SL system. FIT system detects safe and dangerous failures in SL system, ensures its availability periodically. FIT system has also been implemented using VHDL and targeted to FPGA devices. This paper discusses the design and implementation of Safety Logic with Fine Impulse Test (SLFIT) system for one of the reactor shutdown systems of PFBR. This paper focuses on the design methodology, design implementation and qualification testing of the SLFIT system.","2380-6923","978-1-4799-2513-1","10.1109/VLSID.2014.41","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6733130","FPGA;Functional & Formal Verification of Digital Designs;Reactor Shutdown System;Safety Critical System;SLFIT;VHDL","Safety;Inductors;Field programmable gate arrays;Hardware;Reliability;Design methodology;Logic gates","","1","","8","IEEE","6 Feb 2014","5-9 Jan. 2014","5-9 Jan. 2014","IEEE","IEEE Conferences"
"Reliability analysis of Safety Logic with Fine Impulse Test system of Indian Prototype Fast Breeder Reactor","M. K. Misra; N. Sridhar; B. Krishnakumar; S. A. V. S. Murty; P. Swaminathan","Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India; Electronics & Instrumentation Division, Indira Gandhi Center for Atomic Research, Kalpakkam, India","2010 2nd International Conference on Reliability, Safety and Hazard - Risk-Based Technologies and Physics-of-Failure Methods (ICRESH)","27 May 2011","2010","","","412","417","Safety Logic (SL) System is a safety critical system provided to protect the Prototype Fast Breeder Reactor (PFBR) against various neutronic & thermal incidents. SL system receives trip parameters from various systems such as neutron flux monitoring, failed fuel detection, sodium flow monitoring, reactor inlet temperature monitoring etc and performs logical operations to drive Electro-Magnet (EM) coils of Control and Safety Rod Drive Mechanism which holds the absorber rods. Whenever any trip parameter exceeds / falls below the preset threshold or whenever important equipment / system is not available, SL system shuts down the reactor by dropping the absorber rods into the reactor core. The trip parameters are triplicated in nature, i.e. Triple Modular Redundancy (TMR) concept is employed.","","978-1-4244-8343-3","10.1109/ICRESH.2010.5779585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5779585","Safety Logic;FIT;Reliability;FMECA;VHDL","Inductors;Argon;Insulated gate bipolar transistors;Safety;Backplanes;Monitoring;Phase frequency detector","","1","","4","IEEE","27 May 2011","14-16 Dec. 2010","14-16 Dec. 2010","IEEE","IEEE Conferences"
"Sensorless Control of Low Inductance Coreless AFPM Machines for Fault-tolerant Operation of Propulsion Systems","Y. Chulaee; A. Mohammadi; A. M. Cramer; D. M. Ionel","SPARK Laboratory, Stanley and Karen Pigman College of Engineering, University of Kentucky, Lexington, KY, USA; SPARK Laboratory, Stanley and Karen Pigman College of Engineering, University of Kentucky, Lexington, KY, USA; ECE Department, Stanley and Karen Pigman College of Engineering, University of Kentucky, Lexington, KY, USA; SPARK Laboratory, Stanley and Karen Pigman College of Engineering, University of Kentucky, Lexington, KY, USA",2024 IEEE Transportation Electrification Conference and Expo (ITEC),"24 Jul 2024","2024","","","1","5","In motor-drive systems utilized in safety-critical applications and demanding conditions like electric aircraft propulsion systems, the reliability of the system is greatly affected by position sensors, given their susceptibility within the motor-drive system. Consequently, there is a need to eliminate sensors in vector-controlled motor drives to decrease overall hardware complexity and expenses, bolster the mechanical durability and dependability of the drive system. In this paper, a fault-tolerant sensorless control system for low inductance coreless axial flux PM (AFPM) machines, integrated into electric aircraft propulsion systems, is introduced. The proposed control system spans a wide operating range, from zero to ultra-high speed, all without the need for a position sensor, enhancing fault tolerance. The system is capable of accelerating the motor from standstill to a certain speed where fundamental signals become available for a flux observer. This observer estimates the rotor position and speed, which are then fed into a field-oriented control scheme. The effectiveness of the introduced control scheme was experimentally verified using a prototype coreless AFPM machine with a PCB stator as a case study.","2473-7631","979-8-3503-1766-4","10.1109/ITEC60657.2024.10598978","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10598978","Sensorless control;estimation;PMSM drives;vector control;field-oriented control;flux observer;AFPM machines;coreless machines","Mechanical sensors;Stator cores;Fault tolerance;Inductance;Magnetic cores;Fault tolerant systems;Rotors","","2","","15","IEEE","24 Jul 2024","19-21 June 2024","19-21 June 2024","IEEE","IEEE Conferences"
"Realization of a virtual lambda sensor on a fixed precision system","P. Amato; N. Cesario; M. Di Meglio; F. Pirozzi","SST-Methodology for Complexity, STMicroelectronics, Napoli, Italy; SST-Methodology for Complexity, STMicroelectronics, Napoli, Italy; SST-Methodology for Complexity, STMicroelectronics, Napoli, Italy; SST-Methodology for Complexity, STMicroelectronics, Napoli, Italy","Design, Automation and Test in Europe","21 Mar 2005","2005","","","192","197 Vol. 3","The paper studies the implementation feasibility of a VLS (virtual lambda sensor) by a TSK (Takagi, Sugeno, Kang) singleton FIS (fuzzy inference system). Such a sensor could be used in a model based EMS (engine management system) for trade gasoline engines. The FIS design target is to obtain a system with a fixed data representation (i.e., 10 bit) and a limited number of inputs, outputs, rules and membership.","1558-1101","0-7695-2288-2","10.1109/DATE.2005.253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1395819","","Sensor systems;Engines;Medical services;Fuels;Mathematical model;Sensor phenomena and characterization;Petroleum;Gases;Ignition;Timing","","5","","9","IEEE","21 Mar 2005","7-11 March 2005","7-11 March 2005","IEEE","IEEE Conferences"
"Transients - Are They Here To Stay?","I. C. P. Simmons","Transport Research Laboratory Limited, Crowthorne, Berkshire, UK",IEE Colloquium on Automotive Transients (Digest No. 1996/250),"6 Aug 2002","1996","","","1/1","1/7","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=600712","","","","","","","","6 Aug 2002","16-16 Dec. 1996","16-16 Dec. 1996","IET","IET Conferences"
"Rust for Safety and Security Critical Systems","M. Munch; M. Lindner; J. Eriksson; P. Dzialo; P. Lindgren","Luleå University of Technology, Sweden; Scania AB, Sweden; Grepit AB, Sweden; Luleå University of Technology, Sweden; Luleå University of Technology, Sweden",2025 IEEE Nordic Circuits and Systems Conference (NorCAS),"17 Nov 2025","2025","","","1","7","Rust is a modern systems level language with built in safety features providing strong guarantees to memory safety and defined behavior. In this paper we identify challenges and opportunities for adopting Rust in the context of safety-critical systems. In particular we focus on software safety and security requirements akin to ISO 26262, IEC 61508, and ISO/SAE 21434. We discuss Rust based development in relation to commonplace C/C++ software design and validation processes. Furthermore we compare two distinct system categories: hosted and bare-metal systems and which opportunities and challenges developers face in the context of safety and security certification in each of them.","","979-8-3315-1501-0","10.1109/NorCAS66540.2025.11231205","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11231205","ISO 26262;Software certification;Software security;Cybersecurity;Security certification;Rust;MISRA C;memory safety;DO-178C;ISO/SAE 21434;Linux;libc;AUTOSAR;Coding Guidelines","Software design;ISO Standards;Linux;Encoding;Safety;Software safety;IEC Standards;Certification;Faces;Guidelines","","1","","40","IEEE","17 Nov 2025","28-29 Oct. 2025","28-29 Oct. 2025","IEEE","IEEE Conferences"
"SPARK 2014: a language for safety and security","F. L. F. Schanda; S. R. Matthews",Altran UK Limited; Altran UK Limited,​​9th IET International Conference on System Safety and Cyber Security (2014),"25 May 2015","2014","","","1","5","Usually systems are engineered with either safety properties in mind, or with security considerations. However in today’s increasingly connected world, safety-critical systems often also have security requirements. We present SPARK 2014, a language which addresses the verification of safety and security requirements simultaneously and cost-effectively.","","978-1-84919-940-7","10.1049/cp.2014.0979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7111721","SPARK;safety;security;static analysis;formal methods","","","","","","","25 May 2015","15-16 Oct. 2014","15-16 Oct. 2014","IET","IET Conferences"
"Impact of Dependable Software Development Guidelines on Timing Analysis","I. Wenzel; R. Kirner; M. Schlager; B. Rieder; B. Huber","Institute of Computer Engineering, University of Technology, Vienna, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Vienna, Austria","EUROCON 2005 - The International Conference on ""Computer as a Tool""","15 May 2006","2005","1","","575","578","The knowledge of the worst-case execution time (WCET) of real-time tasks is mandatory to ensure correct timing behavior of real-time systems. However, in practice an exact WCET analysis is often intractable due to limitations in computability and analysis complexity of real-size programs. In this paper we analyze how development guidelines for dependable software support and simplify WCET analysis. We investigate three guidelines and their impact on WCET analyzability. DO-178B as a production guide for avionics software expresses requirements that are relevant for timing analysis. The MISRA guidelines include C programming guidelines that improve the WCET analyzability of software. Finally, ARINC 655, a standard for software architectures of avionic systems, provides examples on how to simplify timing analysis already at the design level as early as in system design. The argument of this paper is that careful system design and programming improves the timing analyzability of real-time systems","","1-4244-0049-X","10.1109/EURCON.2005.1629994","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1629994","","Programming;Guidelines;Timing;Data structures;Flow graphs;Runtime;Pattern analysis;Automatic control;Automotive engineering;Sparks","","","","14","IEEE","15 May 2006","21-24 Nov. 2005","21-24 Nov. 2005","IEEE","IEEE Conferences"
"An Empirical Evaluation of Software Quality Assurance Practices and Challenges in a Developing Country","O. Y. Sowunmi; S. Misra","Department of Computer and Information, Covenant University, Ota, Nigeria; Department of Computer and Information, Covenant University, Ota, Nigeria","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","28 Dec 2015","2015","","","867","871","Globally, it has been ascertained that the implementation of software quality assurance practices throughout the software development cycle yields quality software products that satisfies the user and meets specified requirements. The awareness and adoption of these techniques has recorded increase in the quality and patronage of software products. However, in developing countries like Nigeria indigenous software produced is not patronized by large corporations such as banks for their financial portfolio, and even the government. This research investigated the software quality assurance practices of practitioners in Nigeria, and the challenges being faced in implementing software quality in a bid to improve the quality and patronage of software. It was observed that while most practitioners claim to adhere to software quality practices, they barely have an understanding of software quality standards and a vast majority do not have a distinct software quality assurance team to enforce this quality. The core challenges inhibiting the practice of these software quality standards have also been identified. The research has helped to reveal some issues within the industry, of which possible solutions have been proffered.","","978-1-5090-0154-5","10.1109/CIT/IUCC/DASC/PICOM.2015.129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363169","software;software quality;software quality challenges;software quality assurance","Software quality;Companies;Standards organizations;Planning","","1","","25","IEEE","28 Dec 2015","26-28 Oct. 2015","26-28 Oct. 2015","IEEE","IEEE Conferences"
"Modeling of ALFA Programs Using PVS Theorem Prover","S. Asokan; G. S. Kumar; N. J. Lal","Department of Computer Science, Cochin University of Science and Technology, Kochi, Kerala, India; Department of Computer Science, Cochin University of Science and Technology, Kochi, Kerala, India; Vikram Sarabhai Space Centre, ISRO, Trivandrum, Kerala, India",2009 International Conference on Advances in Recent Technologies in Communication and Computing,"17 Nov 2009","2009","","","373","375","In Safety critical software failure can have a high price. Such software should be free of errors before it is put into operation. Application of formal methods in the Software Development Life Cycle helps to ensure that the software for safety critical missions are ultra reliable. PVS theorem prover, a formal method tool, can be used for the formal verification of software in ADA Language for Flight Software Application (ALFA.). This paper describes the modeling of ALFA programs for PVS theorem prover. An ALFA2PVS translator is developed which automatically converts the software in ALFA to PVS specification. By this approach the software can be verified formally with respect to underflow/overflow errors and divide by zero conditions without the actual execution of the code.","","978-1-4244-5104-3","10.1109/ARTCom.2009.134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5329389","ALFA;Formal Modeling;Formal Verification;Prototype Verification System;Type Correctness Conditions","Software safety;Formal verification;Application software;Software tools;Software prototyping;Humans;Computer languages;Sparks;Formal specifications;Communications technology","","","","10","IEEE","17 Nov 2009","27-28 Oct. 2009","27-28 Oct. 2009","IEEE","IEEE Conferences"
"AUTOCHECK: A Tool For Checking Compliance With Automotive Coding Standards","M. V. Janičić; O. Plavšić; M. Brkušanin; P. Jovanović","Faculty of Mathematics, University of Belgrade, Belgrade, Serbia; Syrmia LLC, Belgrade, Serbia; Syrmia LLC, Belgrade, Serbia; Syrmia LLC, Belgrade, Serbia",2021 Zooming Innovation in Consumer Technologies Conference (ZINC),"2 Aug 2021","2021","","","150","155","Coding standards are especially important in the automotive industry because automotive software bugs can have fatal consequences. An important standard in this context is Autosar, which proposes guidelines for coding in C++14 language. Strictly following this coding standard improves security, safety and the overall quality of software, and should be supported by tools that can automate compliance checks. In this paper we present a tool AutoCheck that can check compliance to 190 rules defined by Autosar standard for C++14 language. AutoCheck is implemented as an extension of the Clang compiler and can be easily adopted as it can be invoked through simple options that are added to Clang. AutoCheck also offers additional options for controlling the generated output in a user-friendly way. We discuss development decisions that include experimental evaluation of different interfaces for static analysis offered by Clang. We present experimental evaluation which shows that AutoCheck performs highly efficient and precise analysis.","","978-1-6654-0417-4","10.1109/ZINC52049.2021.9499304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499304","software verification;static code analysis;automotive;AUTOSAR standard;MISRA standard;LLLV;Clang","Technological innovation;Static analysis;Tools;Encoding;Software;Safety;Security","","3","","23","IEEE","2 Aug 2021","26-27 May 2021","26-27 May 2021","IEEE","IEEE Conferences"
"Evaluation of operating system requirements for safe Wireless Sensor Networks","L. Dariz; M. Selvatici; M. Ruggeri","National Research Council of Italy, CNR-IMAMOTER, Ferrara, Italy; National Research Council of Italy, CNR-IMAMOTER, Ferrara, Italy; National Research Council of Italy, CNR-IMAMOTER, Ferrara, Italy",IECON 2016 - 42nd Annual Conference of the IEEE Industrial Electronics Society,"22 Dec 2016","2016","","","5671","5676","In the context of high-performance Wireless Sensor Networks (WSN), the safety requirements can be very challenging. Currently available operating systems for applications in the Internet of Things (IoT) domain have different requirements from traditional safety-related applications. With the increasing trend to develop WSN-enabled applications also in the industrial domain and, in general, in human-safety related applications, it is mandatory to assess whether existing systems can be adapted to different application domains, and to estimate the degree of this effort. This paper compares two commonly used operating systems for IoT applications, Contiki-OS and TinyOS, with ChibiOS, a Real-Time Operating System (RTOS) used to develop an experimental real-time WSN stack. Its characteristic are evaluated with respect to common requirements of safety-related applications.","","978-1-5090-3474-1","10.1109/IECON.2016.7793526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7793526","WSN;MISRA;real-time;safety;domain separation;test coverage","Wireless sensor networks;Safety;ISO Standards;Operating systems;Real-time systems","","3","","28","IEEE","22 Dec 2016","23-26 Oct. 2016","23-26 Oct. 2016","IEEE","IEEE Conferences"
