"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Hardware Support for Safety-Critical Java Scope Checks","J. R. Rios; M. Schoeberl","Department of Informatics and Mathematical Modeling, Technical University of Denmark, Lyngby, Denmark; Department of Informatics and Mathematical Modeling, Technical University of Denmark, Lyngby, Denmark",2012 IEEE 15th International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing,"7 May 2012","2012","","","31","38","Memory management in Safety-Critical Java (SCJ) is based on time bounded, non garbage collected scoped memory regions used to store temporary objects. Scoped memory regions may have different life times during the execution of a program and hence, to avoid leaving dangling pointers, it is necessary to check that reference assignments are performed only from objects in shorter lived scopes to objects in longer lived scopes (or between objects in the same scoped memory area). SCJ offers, compared to the RTSJ, a simplified memory model where only the immortal and mission memory scoped areas are shared between threads and any other scoped region is thread private. In this paper we present how, due to this simplified model, a single scope nesting level can be used to check the legality of every reference assignment. We also show that with simple hardware extensions a processor can see some improvement in terms of execution time for applications where cross-scope references are frequent. Our proposal was implemented and tested on the Java Optimized Processor (JOP).","2375-5261","978-0-7695-4643-8","10.1109/ISORC.2012.13","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6195858","Certification;Safety-Critical Java;Scoped Memory;Reference Assignment Checks;Java Optimized Processor","Hardware;Arrays;Java;Software;Memory management;Object oriented modeling;Sensors","","3","","14","IEEE","7 May 2012","11-13 April 2012","11-13 April 2012","IEEE","IEEE Conferences"
"A holistic architecture for super real-time multiagent simulation platforms","T. Suzumura; H. Kanezashi","IBM Research - Tokyo, Tokyo Institute of Technology, Tokyo, JAPAN; Graduate School of Information Science and Engineering, Tokyo Institute of Technology, Tokyo, JAPAN",2013 Winter Simulations Conference (WSC),"27 Jan 2014","2013","","","1604","1612","This paper describes a holistic architecture for super real-time multi-agent simulation platforms by implementing a complete and integrated simulation stack including a simulation runtime and an application layer that can be used for such situations as traffic simulations. With our prototype system, the first experiment tested the performance scalability when simulating millions of agents on 1,536 CPU cores over 256 nodes. By compiling the X10-based agent simulation system into C++ using MPI, we could run 600 simulation steps in only 78 seconds, which is nearly 10 times faster than real time. We then tested a national network spanning Japan, which was able to simulate a 100 million agents and at near-real time while using 128 nodes. This was the first attempt to deal with such a large number of agents and shows that this infrastructure could be used for large-scale agent simulations in various fields.","1558-4305","978-1-4799-3950-3","10.1109/WSC.2013.6721543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6721543","","Java;Runtime;Computational modeling;Vehicles;Software;Scalability;Real-time systems","","4","","14","IEEE","27 Jan 2014","8-11 Dec. 2013","8-11 Dec. 2013","IEEE","IEEE Conferences"
"Enabling Data-Centric Distribution Technology for Partitioned Embedded Systems","H. Pérez; J. J. Gutiérrez","Software Engineering and Real-Time Group, University of Cantabria, Spain; Software Engineering and Real-Time Group, University of Cantabria, Spain",IEEE Transactions on Parallel and Distributed Systems,"7 Oct 2016","2016","27","11","3186","3198","Modern complex embedded systems are evolving into mixed-criticality systems in order to satisfy a wide set of non-functional requirements such as security, cost, weight, timing or power consumption. Partitioning is an enabling technology for this purpose, as it provides an environment with strong temporal and spatial isolation which allows the integration of applications with different requirements into a common hardware platform. At the same time, embedded systems are increasingly networked (e.g., cyber-physical systems) and they even might require global connectivity in open environments so enhanced communication mechanisms are needed to develop distributed partitioned systems. To this end, this work proposes an architecture to enable the use of data-centric real-time distribution middleware in partitioned embedded systems based on a hypervisor. This architecture relies on distribution middleware and a set of virtual devices to provide mixed-criticality partitions with a homogeneous and interoperable communication subsystem. The results obtained show that this approach provides low overhead and a reasonable trade-off between temporal isolation and performance.","1558-2183","","10.1109/TPDS.2016.2531695","Spanish Government; FEDER(grant numbers:TIN2011-28567-C03-02,TIN2014-56158-C4-2-P); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7412779","Real-time distributed;real-time systems and embedded systems;middleware;application virtualization","Real-time systems;Standards;Middleware;Embedded systems;Virtual machine monitors;Hardware","","12","","48","IEEE","18 Feb 2016","1 Nov. 2016","","IEEE","IEEE Journals"
"A File Integrity Monitoring System Based on Virtual Machine","Z. Wang; T. Huang; S. Wen","Graduate School of Arts and Science, New York University, New York, NY, USA; Department of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Department of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, Hubei, China","2012 Second International Conference on Instrumentation, Measurement, Computer, Communication and Control","4 Feb 2013","2012","","","653","655","This paper describes the design and implementation of a file integrity monitoring system, named FSGuard, based on the virtualization software Xen. Monitored system (DomU) runs in full virtualized mode on Xen, therefore it is unable to perceive the existence of the underlying VMM, but its system calls related to file operations are recorded in real time. User mode programs in DomU provide configuration and management interface, so that the administrator can assign a certain DomU to specify the access control policy and a list of files that need to be protected. These characters make FSGuard possible to monitor file operations in real time, and get feedback through the user mode program in DomU.","","978-1-4673-5034-1","10.1109/IMCCC.2012.396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6428993","","Monitoring;Kernel;Virtualization;Biomedical monitoring;Real-time systems;Registers","","2","","3","IEEE","4 Feb 2013","8-10 Dec. 2012","8-10 Dec. 2012","IEEE","IEEE Conferences"
"A Stack Cache for Real-Time Systems","M. Schoeberl; C. Nielsen","Department of Applied Mathematics and Computer Science, Technical University of Denmark; Department of Applied Mathematics and Computer Science, Technical University of Denmark",2016 IEEE 19th International Symposium on Real-Time Distributed Computing (ISORC),"21 Jul 2016","2016","","","150","157","Real-time systems need time-predictable computing platforms to allow for static analysis of the worst-case execution time. Caches are important for good performance, but data caches are hard to analyze for the worst-case execution time. Stack allocated data has different properties related to locality, lifetime, and static analyzability of access addresses compared to static or heap allocated data. Therefore, caching of stack allocated data benefits from having its own cache. In this paper we present a cache architecture optimized for stack allocated data. This cache is additional to the normal data cache. As stack allocated data has a high locality, even a small stack cache gives a high hit rate. A stack cache added to a write-through data cache considerably improves the performance, while a stack cache compared to the harder to analyze write-back cache has about the sameaverage case performance.","2375-5261","978-1-4673-9032-3","10.1109/ISORC.2016.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7515623","real-time systems;time-predictable processor","Java;Program processors;Registers;Real-time systems;Data structures;Hardware","","3","","23","IEEE","21 Jul 2016","17-20 May 2016","17-20 May 2016","IEEE","IEEE Conferences"
"Improving GPOS Real-Time Responsiveness Using vCPU Migration in an Embedded Multicore Virtualization Platform","T. -H. Lin; H. Mitake; T. Nakajima","Department of Computer Science and Engineering, Waseda University; Department of Computer Science and Engineering, Waseda University; Department of Computer Science and Engineering, Waseda University",2013 IEEE 16th International Conference on Computational Science and Engineering,"6 Mar 2014","2013","","","693","700","In this paper, a vCPU (virtual CPU) migration mechanism in order to improve real-time responsiveness in a GPOS (General Purpose Operating System) is presented in the embedded multicore virtualization platform and can also be applied to CPS environment. Virtualization technique is recently emerging as a useful solution for the embedded system, because it can provide real-time handling ability through a RTOS (Real Time Operating System), and use a GPOS to deal with other tasks like windowing or entertaining services. However, tasks in GPOS now also need some degree of real-time services from the system. For example, the audio or video tasks. Unfortunately, in a traditional virtualization platform, a virtualization layer always gives RTOS vCPU higher priority and preempts the execution of GPOS. The reason for this phenomenon is that the underlying virtualization layer has no additional scheduling information provided. Therefore, a kernel module in the GPOS is added in our virtualization system to export and boost a GPOS vCPU contexts which needs higher priority against RTOS vCPU. At the same time, in order not to sacrifice the performance of the victim RTOS vCPU, a vCPU migration mechanism is added to our virtualization system, and migrates the RTOS vCPU to a low-loading CPU when this vCPU is preempted. Performance improvement of GPOS's real-time responsiveness is also given while a detailed analysis of the overhead of the RTOS vCPU is performed as well. The result showed that the migration overhead of a RTOS vCPU is under an acceptable level. This also means that one can use our approach to improve the GPOS's performance, while keeping RTOS's real-time responsiveness at the same time.","","978-0-7695-5096-1","10.1109/CSE.2013.107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6755287","Virtual Machine;Embedded System;Operating System;Multi-core Platform","Real-time systems;Virtualization;Virtual machine monitors;Linux;Multicore processing;Scheduling;Context","","2","1","15","IEEE","6 Mar 2014","3-5 Dec. 2013","3-5 Dec. 2013","IEEE","IEEE Conferences"
"Implementation of an Energy Saving Cloud Infrastructure with Virtual Machine Power Usage Monitoring and Live Migration on OpenStack","T. -Y. Wan; C. -I. Chiang; C. -T. Yang; S. -T. Chen; J. -C. Liu","Department of Computer Science, Tunghai University, Taichung City, Taiwan ROC; Department of Computer Science, Tunghai University, Taichung City, Taiwan ROC; Department of Computer Science, Tunghai University, Taichung City, Taiwan ROC; Department of Computer Science, Tunghai University, Taichung City, Taiwan ROC; Department of Computer Science, Tunghai University, Taichung City, Taiwan ROC",2016 IEEE 22nd International Conference on Parallel and Distributed Systems (ICPADS),"19 Jan 2017","2016","","","737","742","This work implement a cloud infrastructure that can monitor the status of OpenStack and monitor the real-time status of virtual machine on OpenStack then achieve to energy saving through live migration. The projects of monitoring include the utilization of CPU, load of memory, and power consumption. These data show in real-time, completely monitor the real-time status of physical machines and virtual machines. It also record the utilization and power consumption of physical machines then show on this cloud infrastructure, to provide experimental evidence for the user as a reference. Base on the power consumption we monitoring, we can automatically allocate virtual machines on every physical machines by live migration, to balance the power consumption of every physical machines. Its not only can avoid idle and waste of resources but also can avoid reducing machine life because of the physical machines always keep in high usage, and achieve to power saving.","1521-9097","978-1-5090-4457-3","10.1109/ICPADS.2016.0101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7823816","Real-Time Monitoring;Power Saving;Machine;Monitoring;Live Migration;Dynamic Allocation;Cloudfrastructure","Cloud computing;Monitoring;Virtual machining;Power demand;Hardware;Virtual machine monitors;Resource management","","1","","23","IEEE","19 Jan 2017","13-16 Dec. 2016","13-16 Dec. 2016","IEEE","IEEE Conferences"
"GillesPy: A Python Package for Stochastic Model Building and Simulation","J. H. Abel; B. Drawert; A. Hellander; L. R. Petzold","Department of Systems Biology, Harvard Medical School, Boston, MA, USA; Department of Computer Science, University of California, Santa Barbara, CA, USA; Department of Information Technology, Division of Scientific Computing, Uppsala University, Sweden; Department of Computer Science, University of California, Santa Barbara, CA, USA",IEEE Life Sciences Letters,"20 May 2017","2016","2","3","35","38","GillesPy is an open-source Python package for model construction and simulation of stochastic biochemical systems. GillesPy consists of a Python framework for model building and an interface to the StochKit2 suite of efficient simulation algorithms based on the Gillespie stochastic simulation algorithms. To enable intuitive model construction and seamless integration into the scientific Python stack, we present an easy-to-understand action-oriented programming interface. Here, we describe the components of this package and provide a detailed example relevant to the computational biology community.","2332-7685","","10.1109/LLS.2017.2652448","NIH(grant numbers:R01GM096873-01,R01EB014877); DOE(grant numbers:DE-SC0008975); Institute for Collaborative Biotechnologies, U.S. Army Research Office(grant numbers:W911NF-09-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7843624","Biological systems;open-source software;stochastic systems;systems biology","Biological system modeling;Computational modeling;Stochastic processes;Object oriented modeling;Mathematical model;Numerical models;Genetics","","44","","24","OAPA","6 Feb 2017","Sept. 2016","","IEEE","IEEE Journals"
"Statistical sensor fusion of ultra wide band ranging and real time kinematic satellite navigation","M. W. A. Khan; E. -S. Lohan; R. Piché","Tampere University of Technology, Tampere, Finland; Tampere University of Technology, Tampere, Finland; Tampere University of Technology, Tampere, Finland",2015 International Conference on Localization and GNSS (ICL-GNSS),"24 Aug 2015","2015","","","1","6","Real Time Kinematic (RTK) Global Positioning System (GPS) uses carrier phase measurement from GPS signal and it has a high accuracy but has integer ambiguity resolution problem which causes cycle slips and requires good satellite visibility as well. RTK was originally developed for applications such as surveying; in our case the target application is the tracking and the control of a robot hexacopter. The main issue in RTK is the determination of the number of cycles, called integer ambiguity, between the receiver and each satellite. Once the ambiguity is solved, it remains constant as long as the receiver maintains a phase lock on the satellite signals. However, the hexacopter maneuvers or the satellite visibility obstructions can cause the loss of phase lock, and the integer ambiguity needs to be solved again which result in degradation of RTK GPS positioning. This paper presents fusion of Ultra-Wide Band (UWB) and RTK GPS positions through loosely coupled approach in Kalman filter to overcome this issue. Measurement results show that the fusion of UWB and RTK GPS positioning solutions have better performance compared to stand-alone RTK GPS solution.","2325-0771","978-1-4799-9858-6","10.1109/ICL-GNSS.2015.7217138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7217138","Global Positioning System (GPS);Real Time Kinematic (RTK);Ultra-Wide Band (UWB);Kalman filter","Global Positioning System;Receivers;Satellites;Accuracy;Testing;Kalman filters;Distance measurement","","4","","13","IEEE","24 Aug 2015","22-24 June 2015","22-24 June 2015","IEEE","IEEE Conferences"
"Design of real-time body weight monitor systems based on smart phones","L. Lu; R. Ji; M. Liu","College of Electrical Engineering Zhejiang University, Hangzhou, China; College of Electrical Engineering Zhejiang University, Hangzhou, China; College of Electrical Engineering Zhejiang University, Hangzhou, China",2014 International Conference on Mechatronics and Control (ICMC),"3 Sep 2015","2014","","","1392","1396","As is known to all that more and more sub-health problems have been induced by weight concerns. Due to the universality and the popularity of Android Smart Phone in the domestic and foreign markets, it is possible for us to develop a real-time weight management APP software based on Android Smart phones. Working out a kind of smart insole with a wireless communication module is also necessary for the success of data transmission and data processing through the sensor in the insoles. Such a system can identify the current state of bodies' weight and sitting posture according to the plantar pressure station and will remind the users to stand up and move around to avoid a long-term sitting. It has been pointed out that this kind of system has its own profound and practical significance for the application of Smart phones in the health management.","","978-1-4799-2538-4","10.1109/ICMC.2014.7231782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7231782","Android;smart phones;body weight monitor;health management;system design","Smart phones;Software;Bluetooth;Monitoring;Real-time systems;Java;Wireless communication","","2","","15","IEEE","3 Sep 2015","3-5 July 2014","3-5 July 2014","IEEE","IEEE Conferences"
"Perfect power visualization-performance optimization with Java","C. Bao; A. Flueck; J. Bao; X. Shen","Illinois Institute of Technology, Chicago, IL, US; Illinois Institute of Technology, Chicago, IL, US; Nanjing University of Posts and Telecommunications, Nanjing, CN; Nanjing University of Posts and Telecommunications, Nanjing, CN",2014 IEEE 5th International Conference on Software Engineering and Service Science,"23 Oct 2014","2014","","","569","572","Visualization is critical in power systems engineering since the gigantic amount of data generated by power systems is difficult, and at times impossible, to be analyzed numerically. Therefore, the need for powerful visualization software has been increasingly acute due to the growth in size of power system models. To improve PPV's performance in order to accompany larger systems, this paper focuses on the development of PPV (Perfect Power Visualization), a 2-D power system visualization software program that processes and converts numerical data to graphic symbols based on their types, positions and states. The goal of PPV is to let operators visualize and interact with large-scale power systems in a consumer lever personal computer in real time. Also, it was optimized again with smarter data management systems, refinement of overall structure, and a newer platform that enables GPU acceleration, all of which further increased the performance of PPV by a factor of ten times that of its initial capabilities.","2327-0594","978-1-4799-3279-5","10.1109/ICSESS.2014.6933632","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6933632","PPV;Power System Visualization;JavaFX;GPU acceleration;Performance Optimization","Power systems;Data visualization;Java;Optimization;Arrays;Computers","","","","11","IEEE","23 Oct 2014","27-29 June 2014","27-29 June 2014","IEEE","IEEE Conferences"
"Object representation model for a cache memory in a real-time Java environment","M. T. Higuera-Toledano","Universidad Complutense de Madrid Ciudad Universitaria, Madrid, Spain",16th IEEE International Symposium on Object/component/service-oriented Real-time distributed Computing (ISORC 2013),"2 Oct 2014","2013","","","1","8","Conventional cache memories act to bridge the gap in speeds between the processor and main memory. However, typical cache memories do not take into account of the specific characteristics of objects-oriented programs. As result it may incur in a performance penalty. In this paper, we discuss how an objects-based cache device can support Java objects. This feature is especially useful in the field of real-time programming, where the determinism for memory cache accesses is a limiting factor. In order to do that, we propose an object layout which splits objects into the same sized blocks; in this way, each cache memory line supports a block. This memory model avoids external fragmentation, while minimizing internal fragmentation.","2375-5261","978-1-4799-2111-9","10.1109/ISORC.2013.6913204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6913204","","Arrays;Cache memory;Java;Memory management;Real-time systems;Resource management;Layout","","","","35","IEEE","2 Oct 2014","19-21 June 2013","19-21 June 2013","IEEE","IEEE Conferences"
"A Model for Real-Time Recognition and Textual Representation of Malaysian Sign Language through Image Processing","M. Karabasi; Z. Bhatti; A. Shah","Khulliyyah of Information and Communication Technology, International Islamic University Malaysia; Khulliyyah of Information and Communication Technology, International Islamic University Malaysia; Khulliyyah of Information and Communication Technology, International Islamic University Malaysia",2013 International Conference on Advanced Computer Science Applications and Technologies,"19 Jun 2014","2013","","","195","200","In this paper we discuss a stand-alone system to allow the deaf or hard-of-hearing people and normal people to communicate with each other easily and fluently. We purpose a model for recognizing Malaysian Sign Language through image processing techniques and converting the visual information into textual information at real-time. In order to implement a real time hand gesture recognition system, video footage will be obtained from digital camera or cellphone camera, then hand position and location will be marked and cropping will be done to isolate them. Then the hand gestures will be recognized through image processing and matched to a prebuilt database of gestures which will be used for textual conversion on the screen. In the final step the normal person will type the text and its equivalent animation of hand gestures will be presented. Through this system, real-time recognition of Malaysian Sign Language and textual representation is done, giving more accurate results at least possible time. It will not only benefit the deaf and dumb people of Malaysia but also could be used in various applications in the technology field. This system provides the flexibility to learn Malaysian Sign Language at personal pace, at anytime and anywhere at home or at workplace.","","978-1-4799-2758-6","10.1109/ACSAT.2013.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6836575","Sign Language Recognition;Gesture Recognition;Malaysian Sign Language;Image Recognition","Gesture recognition;Assistive technology;Real-time systems;Skin;Shape;Streaming media;Cameras","","8","","19","IEEE","19 Jun 2014","23-24 Dec. 2013","23-24 Dec. 2013","IEEE","IEEE Conferences"
"Design of an expandable real-time simulation (eRTS) platform for multi-level rapid prototyping","A. Patel; T. Silloway; F. Qinggele; Y. -K. Jung","Electrical & Computer Engineering, Gannon University, USA; Software Group, GE Transportation; Electrical & Computer Engineering, Gannon University, USA; Electrical & Computer Engineering, Gannon University, USA",2016 International Symposium on Rapid System Prototyping (RSP),"27 Apr 2017","2016","","","1","7","A real-time simulation (RTS) platform is a critical design and verification for rapidly designing and testing electrical and computing hardware as well as embedded software employed in real-time embedded applications, including an autonomous electric vehicle (AEV). We have developed a wirelessly expandable real-time simulation (eRTS) platform for mixed-level rapid prototyping of an AEV system. The eRTS platform consisting of a microkernel-based multi-core RTS and multiple monolithic-kernel console units is interoperable to FPGA-based virtual prototypes and further expandable to the real prototype via wireless (IEEE 802.15.4). The multi-core RTS and multi-console units are interfaced with high-speed wire/wireless (IEEE 802.3u/802.11g) for both software-/hardware-in-the-loops (SIL/HIL) simulations. In particular, the eRTS provides a mixedlevel of intuitively expandable HIL simulations with software models and virtual/real prototypes. The proposed eRTS platform swiftly handles different scale and complexity of AEV testing at various development stages while satisfying real-time constraints (i.e., 7 μs resolutions and 0.3% HIL simulation error) of the AEV software models and virtual/real prototypes.","2150-5519","978-1-4503-4535-4","10.1145/2990299.2990311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7909126","Real-time simulator;Rapid prototyping;Hardware-in-the-loop simulation;Autonomous electric vehicle","Prototypes;Instruction sets;Hardware;Real-time systems;Analytical models","","","","17","","27 Apr 2017","6-7 Oct. 2016","6-7 Oct. 2016","IEEE","IEEE Conferences"
"On transactional memory concurrency control in distributed real-time programs","S. Hirve; A. Lindsay; B. Ravindran; R. Palmieri","Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia",2013 IEEE International Conference on Cluster Computing (CLUSTER),"9 Jan 2014","2013","","","1","5","We consider distributed transactional memory (DTM) for concurrency control in distributed real-time programs, and present an algorithm called RT-TFA. RT-TFA transparently handles object relocation and versioning using an asynchronous clock-based validation technique, and resolves transactional contention using task time constraints. We implement the RT-TFA on top of JChronOS, a layer extending the scheduling capabilities of ChronOS for Java programs. We conduct an extensive evaluation study comparing RT-TFA with well known competitors for real-time distributed applications. Our results reveal that RT-TFA outperforms competitors in mostly scenarios up to 43% with added advantage of better programmability and composability.","2168-9253","978-1-4799-0898-1","10.1109/CLUSTER.2013.6702669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6702669","","Real-time systems;Clocks;Time factors;Java;Linux;Protocols;Concurrency control","","2","","26","IEEE","9 Jan 2014","23-27 Sept. 2013","23-27 Sept. 2013","IEEE","IEEE Conferences"
"A Temporal Partition-Based Linux CPU Scheduler","X. Zou; A. M. K. Cheng; Y. Li; Y. Jiang","Department of Computer Science, University of Houston, Houston, USA; Department of Computer Science, University of Houston, Houston, USA; Department of Computer Science, University of Houston, Houston, USA; School of Computer Science and Technology, Heilongjiang University Harbin, China","2014 IEEE Intl Conf on High Performance Computing and Communications, 2014 IEEE 6th Intl Symp on Cyberspace Safety and Security, 2014 IEEE 11th Intl Conf on Embedded Software and Syst (HPCC,CSS,ICESS)","12 Mar 2015","2014","","","705","708","Resource partitioning is an important research area in real-time virtualization. The algorithm that maps a virtual resource to a portion of a physical resource is part of the research. When the resource refers to the CPU, allocating CPU time to different virtual partitions is accomplished by the CPU scheduler. This paper reports the implementation of a temporal partition-based CPU algorithm in a general Linux kernel. The implementation is expected to be a prospective test bed for a set of new algorithms for research on resource isolation, virtualization, and fault tolerance.","","978-1-4799-6123-8","10.1109/HPCC.2014.124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7056820","Fault Tolerance;Isolation;Partitioning;Real-Time;Resource Temporal;Virtualization","Real-time systems;Linux;Virtualization;Partitioning algorithms;Virtual machine monitors;Schedules;Bandwidth","","","","21","IEEE","12 Mar 2015","20-22 Aug. 2014","20-22 Aug. 2014","IEEE","IEEE Conferences"
"Pre-emptive scheduling of on-line real time services with task migration for cloud computing","R. Santhosh; T. Ravichandran","Department of CSE, Karpagam University, Coimbatore, India; Hindusthan Institute of Technology, Coimbatore, India","2013 International Conference on Pattern Recognition, Informatics and Mobile Engineering","15 Apr 2013","2013","","","271","276","This paper presents a new scheduling approach to focus on providing a solution for online scheduling problem of real-time tasks using “Infrastructure as a Service” model offered by cloud computing. The real time tasks are scheduled pre-emptively with the intent of maximizing the total utility and efficiency. In traditional approach, the task is scheduled non- pre-emptively with two different types of Time Utility Functions (TUFs) - a profit time utility function and a penalty time utility function. The task with highest expected gain is executed. When a new task arrives with highest priority then it cannot be taken for execution until it completes the currently running task. Therefore the higher priority task is waiting for a longer time. This scheduling method sensibly aborts the task when it misses its deadline. Note that, before a task is aborted, it consumes system resources including network bandwidth, storage space and processing power. This leads to affect the overall system performance and response time of a task. In our approach, a preemptive online scheduling with task migration algorithm for cloud computing environment is proposed in order to minimize the response time and to improve the efficiency of the tasks. Whenever a task misses its deadline, it will be migrated the task to another virtual machine. This improves the overall system performance and maximizes the total utility. Our simulation results outperform the traditional scheduling algorithms such as the Earliest Deadline First (EDF) and an earlier scheduling approach based on the similar model.","","978-1-4673-5845-3","10.1109/ICPRIME.2013.6496485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6496485","non-preenptive;preemptive;priority;deadline;migrate;virtual machine;Time Utility Function","Real-time systems;Cloud computing;Algorithm design and analysis;Scheduling algorithms;Time factors;Scheduling","","20","2","27","IEEE","15 Apr 2013","21-22 Feb. 2013","21-22 Feb. 2013","IEEE","IEEE Conferences"
"An analysis of several typical Web 3D development techonologies","X. Xu","Computer Engineering Department, WeiFang University, WeiFang, China",2012 International Conference on Computer Science and Information Processing (CSIP),"24 Sep 2012","2012","","","1151","1153","The paper briefly introduces Virtual Reality technologies and Web 3D technologies, and then elaborates the following eight typical Web 3D development technologies: VRML, X3D, Java 3D, Cult 3D, ShockWave 3D, Virtools, Viewpoint and WebMax. The analysis of the features of the technologies will provide users with reliable bases for their selection.","","978-1-4673-1411-4","10.1109/CSIP.2012.6309062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6309062","Virtual Reality;Web 3D techonologies;VRML;X3D;Java 3D;Cult 3D","Business;Computational modeling;Solid modeling;Real-time systems;Pipelines","","","","5","IEEE","24 Sep 2012","24-26 Aug. 2012","24-26 Aug. 2012","IEEE","IEEE Conferences"
"Real-time capabilities in functional languages","J. C. Murphy; B. Shivkumar; L. Ziarek",University at Buffalo; University at Buffalo; University at Buffalo,2016 1st CPSWeek Workshop on Declarative Cyber-Physical Systems (DCPS),"18 Oct 2016","2016","","","1","10","Functional programming languages play an important role in the development of provably correct software systems. As embedded devices become pervasive and perform critical tasks in our lives, their reliability becomes paramount. This presents a natural opportunity to explore the application of functional programming languages to systems that demand highly predictable behavior. In this paper we explore existing functional programming language compilers and their applicability to realtime, embedded systems.","","978-1-5090-1150-6","10.1109/DCPS.2016.7588296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7588296","","Real-time systems;Message systems;Memory management;Runtime;Functional programming;Java","","1","","97","IEEE","18 Oct 2016","12-12 April 2016","12-12 April 2016","IEEE","IEEE Conferences"
"Practical Performance Aspects of Using Real-Time Multi-agent Platform in Complex Systems","D. Król; F. Nowakowski","Institute of Informatics, Wroclaw University of Technology, Poland; Faculty of Computer Science and Management, Wroclaw University of Technology, Poland","2013 IEEE International Conference on Systems, Man, and Cybernetics","27 Jan 2014","2013","","","1121","1126","Despite many research developments in agent platforms during the last two decades, little effort has been dedicated to real-time multi-agent architectures. This paper focuses on the possibility of implementing hybrid agent platforms in full compliance with Real Time Specification for Java and with JADE, a popular middleware based on the agent paradigm. Our approach offers several advantages: it is less sensitive to time fluctuations in thread synchronization, it is FIPA compliant, requires relatively little changes in existing architectures and it may be integrated without much trouble in large Java-based distributed applications. Two reference scenarios - the 'dummy' threads and real-time agent execution - are taken into account. For this purpose, an autonomous vehicle system was developed. The average time delay between agents (threads) behaviour execution is determined as a performance index. This work investigates the effect of different platforms and capacity.","1062-922X","978-1-4799-0652-9","10.1109/SMC.2013.195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6721948","Real-time system;multi-agent system;middleware platform;performance evaluation;propagation phenomenon;thread scheduling;software agent;JADE","Real-time systems;Message systems;Delays;Java;Instruction sets;Vehicles;Computer architecture","","7","","20","IEEE","27 Jan 2014","13-16 Oct. 2013","13-16 Oct. 2013","IEEE","IEEE Conferences"
"ViSiDiA: A Java Framework for Designing, Simulating, and Visualizing Distributed Algorithms","W. Abdou; N. O. Abdallah; M. Mosbah","Univ. Bordeaux, LaBRI, Talence, France; Univ. Bordeaux, LaBRI, Talence, France; Univ. Bordeaux, LaBRI, Talence, France",2014 IEEE/ACM 18th International Symposium on Distributed Simulation and Real Time Applications,"20 Nov 2014","2014","","","43","46","Simulation tools are useful for detailed analysis of distributed systems that are increasingly present in our daily lives. ViSiDiA (Visualization and Simulation of Distributed Algorithms) is a platform that aims both to facilitate teaching distributed algorithms and to contribute to the research activities. This paper presents design features and examples of how to implement new ViSiDiA's algorithms. These implementations can be done using the Java language or by using the ViSiDiA's GUI (just drawing the relabelling rules that correspond to considered algorithm). We also present a more complex problem for which ViSiDiA served as a simulation and analysis tool.","1550-6525","978-1-4799-6144-3","10.1109/DS-RT.2014.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957175","Simulation;Visualization;Distributed system","Distributed algorithms;Visualization;Algorithm design and analysis;Graphical user interfaces;Java;Animation;Peer-to-peer computing","","7","","11","IEEE","20 Nov 2014","1-3 Oct. 2014","1-3 Oct. 2014","IEEE","IEEE Conferences"
