"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Study of Garbage Collection Performance on Dalvik VM Heap Considering Real-Time Response","H. -J. Yoo; S. -j. Kim; M. -s. Jung","Dept. of Advanced Engineering, Kyungnam University, Changwon-si, Gyeongsangnam-do, Republic of Korea; Dept. of Advanced Engineering, Kyungnam University, Changwon-si, Gyeongsangnam-do, Republic of Korea; Dept. of Advanced Engineering, Kyungnam University, Changwon-si, Gyeongsangnam-do, Republic of Korea",2013 International Conference on IT Convergence and Security (ICITCS),"23 Jan 2014","2013","","","1","3","Global smartphone OS market share, accounting for more than 70 percent, based on the Linux kernel that Android native region and is a software stack consists of Java area. Android basic application architecture of a Java virtual machine via the system is processing to real-time process. Most of the Android application's configuration requires a bitmap handle, and also the network and the various sensors and consists of various processes, such as DB, and these features must be processed in real-time. Thus, at the heart of this real-time processing performance of Dalvik VM Heap Garbage Collection Techniques for managing the performance improvement is very important. In this paper, based on Android OS version changes with changes in memory management policies for applications with enhanced performance analysis technique Garbage Collection and propose research directions.","","978-1-4799-2845-3","10.1109/ICITCS.2013.6717889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6717889","","Androids;Humanoid robots;Memory management;Real-time systems;Java;Hardware;Software","","","","5","IEEE","23 Jan 2014","16-18 Dec. 2013","16-18 Dec. 2013","IEEE","IEEE Conferences"
"Real-time video processing using native programming on Android platform","K. M. bin Saipullah; A. Anuar; N. A. binti Ismail; Y. Soo","Faculty of Electronic and Computer Engineering, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Faculty of Electronic and Computer Engineering, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Faculty of Electronic and Computer Engineering, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Faculty of Electronic and Computer Engineering, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia",2012 IEEE 8th International Colloquium on Signal Processing and its Applications,"7 May 2012","2012","","","276","281","As the smartphone industry grows rapidly, smartphone applications need to be faster and real-time. For this purpose, most of the smartphone platforms run the program on the native language or compiler that can produce native code for hardware. However for the Android platform that based on the JAVA language, most of the software algorithm is running on JAVA that consumes more time to be compiled. In this paper the performance of native programming and high level programming using JAVA are compared with respect to video processing speed. Eight image processing methods are applied to each frame of the video captured from a smartphone that is running on an Android platform. The efficiencies of the two applications with difference programming language are compared by observing their frame processing rate. The experimental results show that out of the eight images processing methods, six methods that are executed using the native programming are faster than that of the JAVA programming with a total average ratio of 0.41. An application of the native programming for real-time object detection is also presented in this paper. The result shows that with native programming on Android platform, even a complicated object detection algorithm can be done in real-time.","","978-1-4673-0961-5","10.1109/CSPA.2012.6194733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6194733","Android;video processing;object detection;native programming","Programming;Java;Humanoid robots;Androids;Laplace equations;Image processing;Real time systems","","5","","14","IEEE","7 May 2012","23-25 March 2012","23-25 March 2012","IEEE","IEEE Conferences"
"Security Enhanced Java: Mandatory Access Control for the Java Virtual Machine","B. Venelle; J. Briffaut; L. Clévy; C. Toinard","Alcatel-Lucent Bell Labs, Nozay, France; ENSI-LIFO, Bourges, France; Alcatel-Lucent Bell Labs, Nozay, France; ENSI-LIFO, Bourges, France",16th IEEE International Symposium on Object/component/service-oriented Real-time distributed Computing (ISORC 2013),"2 Oct 2014","2013","","","1","7","Since 70's, and despite its operational complexity, Mandatory Access Control (MAC) has demonstrated its reliability to enforce integrity and confidentiality. Surprisingly, the Java technology, despite its popularity, has not yet adopted this protection principle. Current security features within the JVM (JAAS and bytecode verifier) can be bypassed, as demonstrated by summer 2012 attacks. Thus, a MAC model for Java and a cross platform reference monitor are required for the Java Virtual Machine. Security Enhanced Java (SEJava) enables to control dynamically the information flows between all the Java objects requiring neither bytecode nor source code instrumentations. The main idea is to consider Java types as security contexts, and method calls/field accesses as permissions. SEJava allows fine-grain MAC rules between the Java objects. Thus, SEJava controls all the information flows within the JVM. Our implementation is faster than concurrent approaches while allowing both finer and more advanced controls. A use case shows the efficiency to protect against Common Vulnerability and Exposures in an efficient manner.","2375-5261","978-1-4799-2111-9","10.1109/ISORC.2013.6913208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6913208","","Java;Context;Virtual machining;Access control;Monitoring;Computer architecture","","4","","20","IEEE","2 Oct 2014","19-21 June 2013","19-21 June 2013","IEEE","IEEE Conferences"
"Design of Real-time Monitoring and Visualization Management System Based on RFID and Java EE","Y. Liu; H. Du; Y. Xu","Communication University of China, Beijing, China; Communication University of China, Beijing, China; Communication University of China, Beijing, China","2012 Second International Conference on Instrumentation, Measurement, Computer, Communication and Control","4 Feb 2013","2012","","","569","572","In this paper, a visualization management systems are designed based on RFID technology and Java EE web technology. This system includes hardware design and software design. The parts of hardware design could get the position of the tracking equipment with the RFID automatic identification technology which is used to achieve real-time collection of data so as to realize real-time, tracking and monitoring. The software platform is designed based on Java EE technologies which are used to establish three-layer architecture based on B/S. The paper focus on the research of transport protocol between the RFID Reader and RFID tags, and SSH framework platform in web technologies. Then, a visual and graphical interface is introduced to show and monitor the status and the position of equipment in real-time.","","978-1-4673-5034-1","10.1109/IMCCC.2012.140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6428973","Visualization Management;RFID;Java EE;Indoor Location;SSH","Radiofrequency identification;Java;Visualization;Servers;Real-time systems;Monitoring;Internet","","1","","11","IEEE","4 Feb 2013","8-10 Dec. 2012","8-10 Dec. 2012","IEEE","IEEE Conferences"
"Improving network traffic acquisition and processing with the Java Virtual Machine","R. Gad; M. Kappes; I. Medina-Bulo","Frankfurt University of Applied Sciences, Frankfurt am Main, Germany; Frankfurt University of Applied Sciences, Frankfurt am Main, Germany; University of Cádiz, Cádiz, Spain",2015 IEEE Symposium on Computers and Communication (ISCC),"15 Feb 2016","2015","","","347","352","While network traffic acquisition and processing is typically done with languages like C that allow low-level hardware access and optimizations, languages like Java and their ecosystems aim at easing complex tasks. With a combination of both, strengths can be combined such that more powerful and versatile network traffic processing systems can be engineered. However, while approaches using languages like C are evolved and optimized, network traffic acquisition and processing with the Java Virtual Machine (JVM) is not equivalently optimized and benefits from employing JVM-based languages are not fully exploited yet. We present methods for increasing the network traffic processing performance with the JVM and examples for leveraging dynamic capabilities via a domain specific language and self-adaptivity. We measured improvements by factors of up to 5.9 compared to the old approach and capture rates up to 4.46 million packets per second and could show that the prototype is capable to self-adapt based on performance constraints.","","978-1-4673-7194-0","10.1109/ISCC.2015.7405539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7405539","Computer Network Traffic;Packet Capturing;Java Virtual Machine;Performance;Self-adaptive","Java;Data mining;DSL;Optimization;Real-time systems;Arrays;Virtual machining","","3","","28","IEEE","15 Feb 2016","6-9 July 2015","6-9 July 2015","IEEE","IEEE Conferences"
"Framework for the Design of Java Firm Real-time Systems Oriented to the Generation of Timing Behaviour Models","P. L. Martínez; J. M. M. Lanza; J. M. Drake; M. G. Harbour","Computers and Real-time Group, University of Cantabria, Santander, Spain; Computers and Real-time Group, University of Cantabria, Santander, Spain; Computers and Real-time Group, University of Cantabria, Santander, Spain; Computers and Real-time Group, University of Cantabria, Santander, Spain",2013 39th Euromicro Conference on Software Engineering and Advanced Applications,"10 Oct 2013","2013","","","195","202","This work proposes a framework for the design of complex Java firm real-time applications that run on embedded systems. The framework simplifies the real-time patterns included in the Real-Time Specification for Java (RTSJ) with the aim of systematizing the process of modelling and configuring the scheduling of real-time object-oriented applications. Moreover, with the proposed strategy, the designer of a real-time application can automatically obtain the timing behaviour model of the application, which is used to analyse and/or configure its schedulability so that it can be executed on an embedded system meeting its firm real-time requirements. The framework supports the design of applications whose real-time tasks interact asynchronously with non real-time ones.","2376-9505","978-0-7695-5091-6","10.1109/SEAA.2013.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6619510","Real-time;RTSJ;schedulability analysis","Real-time systems;Synchronization;Java;Message systems;Object oriented modeling;Metrology;Analytical models","","","","15","IEEE","10 Oct 2013","4-6 Sept. 2013","4-6 Sept. 2013","IEEE","IEEE Conferences"
"An Evaluation of Safety-Critical Java on a Java Processor","J. R. Rios; M. Schoeberl","Department of Applied Mathematics and Computer Science, Technical University of Denmark; Department of Applied Mathematics and Computer Science, Technical University of Denmark",2014 IEEE 17th International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing,"18 Sep 2014","2014","","","276","283","The safety-critical Java (SCJ) specification provides a restricted set of the Java language intended for applications that require certification. In order to test the specification, implementations are emerging and the need to evaluate those implementations in a systematic way is becoming important. In this paper we evaluate our SCJ implementation which is based on the Java Optimized Processor JOP and we measure different performance and timeliness criteria relevant to hard real-time systems. Our implementation targets Level 0 and Level1 of the specification and to test it we use a series of micro benchmarks, an application-based benchmark, and a reduced set of a SCJ technology compatibility kit. We evaluate the accuracy of periods, linear-time memory allocation, aperiodicevent handling, dispatch latency for interrupts, context switch preemption latency, and synchronization.","2375-5261","978-1-4799-4430-9","10.1109/ISORC.2014.41","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6899160","Real-time systems;Embedded systems;Java;Safety-critical systems;Safety-critical Java;Java processor","Java;Real-time systems;Resource management;Benchmark testing;Memory management;Time measurement;Instruction sets","","1","","24","IEEE","18 Sep 2014","10-12 June 2014","10-12 June 2014","IEEE","IEEE Conferences"
"Cloud Computing and Robotics for Disaster Management","N. Jangid; B. Sharma","Information Technology Department, Green Research IT Solutions Pvt. Ltd., Jaipur, Rajasthan, India; Amity School of Fashion Technology, Amity University Jaipur, Jaipur, Rajasthan, India","2016 7th International Conference on Intelligent Systems, Modelling and Simulation (ISMS)","16 Mar 2017","2016","","","20","24","Nowadays, IT community is experiencing great shift in computing and information storage infrastructures by using powerful, flexible and reliable alternative of cloud computing. The power of cloud computing may also be realized for mankind if some dedicated disaster management clouds will be developed at various countries cooperating each other on some common standards. The experimentation and deployment of cloud computing by governments of various countries for mankind may be the justified use of IT at social level. It is possible to realize a real-time disaster management cloud where applications in cloud will respond within a specified time frame. If a Real-Time Cloud (RTC) is available then for intelligent machines like robots the complex processing may be done on RTC via request and response model. The complex processing is more desirable as level of intelligence increases in robots towards humans even more. Therefore, it may be possible to manage disaster sites more efficiently with more intelligent cloud robots without great lose of human lives waiting for various assistance at disaster site. Real-time garbage collector, real-time specification for Java, multicore CPU architecture with network-on-chip, parallel algorithms, distributed algorithms, high performance database systems, high performance web servers and gigabit networking can be used to develop real-time applications in cloud.","2166-0670","978-1-5090-0665-6","10.1109/ISMS.2016.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877182","Real-Time Cloud (RTC);Cloud Robotics;Real-Time Garbage Collector;Real-Time Specification for Java (RTSJ);Network on Chip(NoC)","Cloud computing;Real-time systems;Robots;Java;Multicore processing;Hardware;Operating systems","","9","","12","IEEE","16 Mar 2017","25-27 Jan. 2016","25-27 Jan. 2016","IEEE","IEEE Conferences"
"Developing Predictable Real-Time Embedded Systems Using AnvilJ","I. Gray; N. C. Audsley","Real-Time Systems Group, University of York, York, UK; Real-Time Systems Group, University of York, York, UK",2012 IEEE 18th Real Time and Embedded Technology and Applications Symposium,"17 May 2012","2012","","","219","228","This paper proposes Anvil J, a novel technology developed to assist the development of software for predictable, embedded applications. In particular, the work focuses on the complexities of programming for heterogeneous embedded systems in an industrial context, in which the need for predictability is an important requirement. Anvil J converts architecturally-neutral Java code into a set of target-specific programs, automatically distributing the input software over the heterogeneous target architecture whilst ensuring preservation of predictability. During translation it generates a low-to zero-overhead runtime that is tailored to the specific combination of input application and target system, thereby ensuring maximum efficiency. Anvil J uses a technique called Compile-Time Virtualisation that allows it to work with existing compilers and removes the need for language extensions which can hinder certification efforts.","1545-3421","978-1-4673-0883-0","10.1109/RTAS.2012.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6200053","Java;Anvil J;Compile-Time Virtualisation;Embedded Systems;Real-Time Systems;MADES","Computer architecture;Java;Runtime;Instruction sets;Hardware","","4","","25","IEEE","17 May 2012","16-19 April 2012","16-19 April 2012","IEEE","IEEE Conferences"
"From fixed-point processors to android: A hybrid course for real-time DSP laboratory","D. Jun; D. L. Jones; M. N. Do","Department of Electrical & Computer Engineering, University of Illinois, Urbana-Champaign, USA; Department of Electrical & Computer Engineering, University of Illinois, Urbana-Champaign, USA; Department of Electrical & Computer Engineering, University of Illinois, Urbana-Champaign, USA",2013 IEEE Digital Signal Processing and Signal Processing Education Meeting (DSP/SPE),"24 Oct 2013","2013","","","279","283","Current trends and popularity in embedded systems present an opportunity to modernize real-time digital signal processing (DSP) education. In this paper, we describe a hybrid real-time DSP laboratory course that starts with a fixed-point DSP processor to teach sample-by-sample processing, and then switches to the Google Nexus 7 tablet for block-based processing. This hybrid approach preserves the principles and components that embody real-time DSP education while spanning the full range of today's embedded signal processing applications.","","978-1-4799-1616-0","10.1109/DSP-SPE.2013.6642604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6642604","real-time DSP education;fixed-point processor;Android","Digital signal processing;Real-time systems;Androids;Humanoid robots;Program processors;Java","","2","","12","IEEE","24 Oct 2013","11-14 Aug. 2013","11-14 Aug. 2013","IEEE","IEEE Conferences"
"A Java-Based Real-Time Reactive Stream Framework","H. Mei; I. Gray; A. Wellings","University of York, UK; University of York, UK; University of York, UK",2016 IEEE 19th International Symposium on Real-Time Distributed Computing (ISORC),"21 Jul 2016","2016","","","204","211","This paper presents a framework for real-time reactive stream processing. The approach is to extend the proposed Java 9 Reactive Streams model and integrate it with the Real-Time Specification for Java. The approach leverages a real-time version of the Java 8 Stream processing framework. Our approach addresses the major issue when using Reactive Streams in real-time: there is no way to set the timeout. Our evaluation shows there is significant improvement in the predictability of stream processing with our framework over that of one implemented using regular Java.","2375-5261","978-1-4673-9032-3","10.1109/ISORC.2016.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7515630","","Java;Real-time systems;Instruction sets;Data models;Standards;Parallel processing","","5","","19","IEEE","21 Jul 2016","17-20 May 2016","17-20 May 2016","IEEE","IEEE Conferences"
