"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"JTRON: a hybrid architecture integrating an object-oriented and real-time system","Y. Nakamoto; S. Hachiya","NEC Network Development Laboratories, Minato, Tokyo, Japan; Aplix Corporation, Shinjuku, Tokyo, Japan",Fourth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing. ISORC 2001,"7 Aug 2002","2001","","","243","250","Although Java as expected to have a wide range of embedded applications, there exist some problems in applying Java to real-time systems. It is practical to have a hybrid architecture, in which the Java runtime environment is implemented on a real-time operating system (OS), where those parts of the application requiring real-time properties are implemented in the real-time OS, while those parts requiring GUI features, extensions of features and replacement of programs should be implemented in the Java runtime environment. In this paper, we present interface specifications between Java threads and real-time tasks based the hybrid architecture we have built, called the JTRON (Java on The industrial Real-time Operating system Nucleus) specification, and experiences based on application development using its implementation. First, cooperative computation models between Java threads and real-time tasks in the architecture are described. Based on these models, we categorize three types of communication interfaces between Java threads and real-time tasks: the real-time/OS attachment class, shared objects with explicit locking mechanisms, and stream-based communication. By standardizing the interface, not only Java programs but also real-time programs become portable and reusable. Two of the three types of interface can also be applied to other real-time OSs.","","0-7695-1089-2","10.1109/ISORC.2001.922844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=922844","","Real time systems;Java;Yarn;Embedded system;Runtime environment;Graphical user interfaces;Object oriented modeling;Computer architecture;Computational modeling;Trademarks","","","","14","IEEE","7 Aug 2002","2-4 May 2001","2-4 May 2001","IEEE","IEEE Conferences"
"Java embedded real-time systems: an overview of existing solutions","M. T. Higuera-Toledano; V. Issarny; M. Banatre; G. Cabillic; J. . -P. Lesot; F. Parain","IRISA/INRIA, Rennes, France; Domaine de Voluceau-Rocquencourt, INRIA Rocquencourt, France; Domaine de Voluceau-Rocquencourt, INRIA Rocquencourt, France; IRISA/INRIA, Rennes, France; IRISA/INRIA, Rennes, France; IRISA/INRIA, Rennes, France",Proceedings Third IEEE International Symposium on Object-Oriented Real-Time Distributed Computing (ISORC 2000) (Cat. No. PR00607),"6 Aug 2002","2000","","","392","399","Java is a programming language with features not found in traditional languages, such as platform independence and dynamic loading. Because of this, the use of Java is extending and it is beginning to be used in many new environments. In particular, the advantages that Java provides make it a good candidate for distributed, real-time and embedded systems. However, Java presents some problems regarding its use in embedded and real-time environments. In this paper, we examine the state of the art in the development of embedded real-time systems using Java. We analyse the limits that the Java language and its execution environment present in developing real-time and embedded systems, and we present current research in this area that is aimed at solving these limits.","","0-7695-0607-0","10.1109/ISORC.2000.839556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=839556","","Java;Real time systems;NIST;Packaging;Software maintenance;Proposals;Computer languages;Dynamic programming;Art;Software systems","","8","1","10","IEEE","6 Aug 2002","15-17 March 2000","15-17 March 2000","IEEE","IEEE Conferences"
"Can real-time software engineering be taught to Java programmers?","S. Smith; S. W. Lawson; A. Lawson","School of Computing, Napier University, Edinburgh, UK; School of Computing, Napier University, Edinburgh, UK; School of Computing, Napier University, Edinburgh, UK","17th Conference on Software Engineering Education and Training, 2004. Proceedings.","30 Mar 2004","2004","","","124","129","For several years we have been watching with envy as specialist labs are developed for multimedia students, which together with software licenses, are now costing upwards of $5,000 per seat. We would like to be able to offer as rich a learning experience for our software engineers who study a final year module on real-time software engineering. In persisting with our students' main taught programming language of Java we argue that it is still possible to demonstrate the issues of software development for real-time systems whilst also offering realistic and rewarding practical work. Although the real-time community is still largely working in C, we believe we can educate the real-time developers of the future, and we use, as leverage for this, the ever growing body of reported work in making Java technology more suitable for time critical and embedded systems development. We present our case for a relevant real-time undergraduate laboratory based around Java.","1093-0175","0-7695-2099-5","10.1109/CSEE.2004.1276521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1276521","","Software engineering;Java;Programming profession;Real time systems;Application software;Education;Computer languages;Licenses;Costing;Laboratories","","1","","16","IEEE","30 Mar 2004","1-3 March 2004","1-3 March 2004","IEEE","IEEE Conferences"
"A Java real-time kernel","R. F. de Mello; C. E. Moron","Department of Computer Science, Federal University of São Carlos, Sao Paulo, Brazil; Department of Computer Science, Federal University of São Carlos, Sao Paulo, Brazil",IECON'99. Conference Proceedings. 25th Annual Conference of the IEEE Industrial Electronics Society (Cat. No.99CH37029),"6 Aug 2002","1999","2","","728","734 vol.2","The development of systems that offer distributed services and interconnect devices impose some basic constraints for the applications. One of the main constraints are the time requirements for the execution of the task. Based on this constraint, on studies about the application of determinism in the execution of the Sun Microsystems' Java Virtual Machine, and also on the experience of decades of tests and validations of the Virtuoso kernel, we have developed a Java support for real-time systems. This support, called JVSPro API, provides help for the communication, synchronisation, distribution, and all the other characteristics required by real-time systems. This paper presents the JVSPro API (Java Virtual Single Processor Application Programming Interface), and its code generator environment, called JVSPro API Environment.","","0-7803-5735-3","10.1109/IECON.1999.816491","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=816491","","Java;Kernel;Real time systems;Sun;Virtual machining;Parallel programming;System testing;Programming profession;Hardware;Computer science","","6","","15","IEEE","6 Aug 2002","29 Nov.-3 Dec. 1999","29 Nov.-3 Dec. 1999","IEEE","IEEE Conferences"
"Centralised access over TCP/IP based on real-time Java VM","G. Andronico; S. Cavalieri; F. Colaianni","Department of Computer Science and Telecommunications Engineering, Universita Catania, Catania, Italy; Department of Computer Science and Telecommunications Engineering, Universita Catania, Catania, Italy; Department of Computer Science and Telecommunications Engineering, Universita Catania, Catania, Italy",ISIE 2001. 2001 IEEE International Symposium on Industrial Electronics Proceedings (Cat. No.01TH8570),"7 Aug 2002","2001","1","","375","380 vol.1","The paper deals with the attempt to guarantee real-time services over TCP/IP. The scenario taken into consideration is a distributed computing environment where producer and consumer processes feature real time constraints and the communication between them is realised by a LAN based on TCP/IP protocols. The lack of determinism in the communication of this suite of protocols is the reason of the proposal of a real time access protocol. This protocol is implemented by a Java-based middleware between TCP/IP and user's real time applications. In order to introduce more determinism in the execution of the Java code, the PERC Real-Time Java Virtual Machine has been used. The paper focuses on the description of the centralised access protocol and its performance evaluation using the real-time PERC Virtual Machine.","","0-7803-7090-2","10.1109/ISIE.2001.931817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=931817","","TCPIP;Java;Virtual manufacturing;Access protocols;Local area networks;Ethernet networks;Switches;Proposals;Virtual machining;Communication industry","","","","17","IEEE","7 Aug 2002","12-16 June 2001","12-16 June 2001","IEEE","IEEE Conferences"
"A multithreaded Java microcontroller for thread-oriented real-time event-handling","U. Brinkschulte; C. Krakowski; J. Kreuzinger; T. Ungerer","Institute of Process Control, Automation and Robotics, University of Karlsruhe, Karlsruhe, Germany; Institute of Process Control, Automation and Robotics, University of Karlsruhe, Karlsruhe, Germany; Institute of Computer Design and Fault Tolerance, University of Karlsruhe, Karlsruhe, Germany; Institute of Computer Design and Fault Tolerance, University of Karlsruhe, Karlsruhe, Germany",1999 International Conference on Parallel Architectures and Compilation Techniques (Cat. No.PR00425),"6 Aug 2002","1999","","","34","39","We propose a multithreaded Java microcontroller (called Komodo microcontroller) with a new hardware event handling mechanism that allows handling of simultaneous overlapping events with hard real-time requirements. Real-time Java threads are used as interrupt service threads (ISTs) instead of interrupt service routines (ISRs). Our proposed Komodo microcontroller supports multiple ISTs with zero-cycle context switching overhead. We evaluate the basic architectural attributes using real-time event parameters of an autonomous guided vehicle. When calculating the maximum vehicle speed without violating the real-time constraints, ISTs dominate ISRs by a speed increase of 28%.","1089-795X","0-7695-0425-6","10.1109/PACT.1999.807403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=807403","","Java;Microcontrollers;Switches;Embedded system;Yarn;Application software;Real time systems;Hardware;Multithreading;Process control","","19","8","17","IEEE","6 Aug 2002","12-16 Oct. 1999","12-16 Oct. 1999","IEEE","IEEE Conferences"
"Experimentation in CPU control with Real-Time Java","G. Xydas; J. Tassel",BT Advanced Communications Technology Centre; BT Advanced Communications Technology Centre,Proceedings Third IEEE International Symposium on Object-Oriented Real-Time Distributed Computing (ISORC 2000) (Cat. No. PR00607),"6 Aug 2002","2000","","","386","391","Describes experiences in using an object-oriented language (Java) in designing, prototyping and evaluating a CPU manager. ""QoS Animator"" facilitates the execution of Java applications with time requirements and provides protection mechanisms to preserve the system's integrity against untrusted code. It is adapted to the system performance and provides a rate-monotonic-based scheduling algorithm, a worst-case execution time (WCET) calculation at run-time, and protection from high CPU-consuming and ""bad"" code. The introduction of a low-frequency filter enhances the timeliness offered to applications in general-purposes operating systems. The evaluation was done with a Windows NT-specific prototype and proved successful.","","0-7695-0607-0","10.1109/ISORC.2000.839555","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=839555","","Java;Protection;Animation;Prototypes;Operating systems;Time factors;Resource management;Runtime environment;Communication system control;Communications technology","","2","","20","IEEE","6 Aug 2002","15-17 March 2000","15-17 March 2000","IEEE","IEEE Conferences"
"Dealing with non-determinism in communications within Java applications","A. Bechini; R. Lapadula; C. A. Prete","Dipartimento di Ingegneria Del'lInformazione, Facoltà di Ingegneria, Università di Pisa, Pisa, Italy; Dipartimento di Ingegneria Del'lInformazione, Facoltà di Ingegneria, Università di Pisa, Pisa, Italy; Dipartimento di Ingegneria Del'lInformazione, Facoltà di Ingegneria, Università di Pisa, Pisa, Italy",Proceedings 25th EUROMICRO Conference. Informatics: Theory and Practice for the New Millennium,"6 Aug 2002","1999","2","","350","357 vol.2","New software technologies and languages have made easier (and maybe less error-prone) the development of distributed applications. Especially Java allows straightforward use of connection-oriented communications, typically utilized for accessing resources and services in Internet. Communication mechanisms over computer network could yield a non-deterministic behavior in distributed applications. A possible solution for checking effects related to non-deterministic behaviors is the insertion of tracing and replay capabilities into the programming environment. This paper investigates on the main causes of non-determinism in communications within Java distributed applications, and shows a solution for dealing with them providing tracing and replay capabilities. Such a solution relies on the automatic transformation of the application source code; It takes full advantage of the object-oriented structure of Java and it is portable over any standard implementation of the Java Virtual Machine.","1089-6503","0-7695-0321-7","10.1109/EURMIC.1999.794800","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=794800","","Java;Application software;Web and internet services;Debugging;Context;Computer bugs;Programming environments;Yarn;Distributed control;Testing","","1","","21","IEEE","6 Aug 2002","8-10 Sept. 1999","8-10 Sept. 1999","IEEE","IEEE Conferences"
"A real-time Java system on a multithreaded Java microcontroller","M. Pfeffer; S. Uhrig; T. Ungerer; U. Brinkschulte","Institute for Computer Science, University of Augsburg, Augsburg, Germany; Institute for Computer Science, University of Augsburg, Augsburg, Germany; Institute for Computer Science, University of Augsburg, Augsburg, Germany; Institute for Process Control, Automation and Robotics, University of Karlsruhe, Karlsruhe, Germany",Proceedings Fifth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing. ISIRC 2002,"7 Aug 2002","2002","","","34","41","This paper presents a real-time Java hardware and software system for use in embedded applications. The system includes a multithreaded Java microcontroller, an adapted Java Virtual Machine (JVH) and an extended application programming interface (API). The microcontroller core is designed with a multithreaded pipeline and hardware support for real-time scheduling algorithms. The Java Virtual Machine consists of trap routines for complex Java byte-codes, real-time garbage collection and a class loader for creating real-time data structures. On a higher level, the application programming interface provides easy real-time thread management and access to hardware components like serial interfaces and timer/counter units.","","0-7695-1558-4","10.1109/ISORC.2002.1003658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1003658","","Java;Real time systems;Microcontrollers;Hardware;Application software;Virtual machining;Software systems;Algorithm design and analysis;Pipelines;Scheduling algorithm","","2","","16","IEEE","7 Aug 2002","29 April-1 May 2002","29 April-1 May 2002","IEEE","IEEE Conferences"
"A profile for high-integrity real-time Java programs","P. Puschner; A. Wellings","Institut für Technische Informatik, Technische Universität Wien, Vienna, Austria; Department of Computer Science, University of York, York, UK",Fourth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing. ISORC 2001,"7 Aug 2002","2001","","","15","22","The paper defines a simple subset of tasking and object oriented features of the Real-Time Specification for Java that support high-integrity real time applications. The subset has been chosen to facilitate the development of efficient applications whose temporal behavior needs to be exactly predictable.","","0-7695-1089-2","10.1109/ISORC.2001.922813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=922813","","Java;Yarn;Clocks;Memory management;Object oriented modeling;Timing;Real time systems;Concurrent computing;Computer languages;Security","","26","","13","IEEE","7 Aug 2002","2-4 May 2001","2-4 May 2001","IEEE","IEEE Conferences"
