"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modeling the Function Cache for Worst-Case Execution Time Analysis","R. Kirner; M. Schoeberl","Real-Time Systems Group, Institut fuer Technische Informatik, Technische Universitat Vienna, Austria; System-on-a-Chip Group, Institut fuer Technische Informatik, Technische Universitat Vienna, Austria",2007 44th ACM/IEEE Design Automation Conference,"25 Jun 2007","2007","","","471","476","Static worst-case execution time (WCET) analysis is done by modeling the hardware behavior. In this paper we describe a WCET analysis technique to analyze systems with function caches, a special kind of instruction cache that caches whole functions only. This cache was designed with the aim to be more predictable for the worst-case than existing instruction caches. Within this paper we developed a cache analysis technique for the function cache. One of the new concepts of this analysis technique is the local persistence analysis, which allows to precisely model the function cache.","0738-100X","978-1-59593-627-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4261230","Performance;Verification;worst-case execution time;WCET;cache analysis;function cache","Real time systems;Performance analysis;Hardware;Permission;System-on-a-chip;Timing;Contracts;Java;Filling;Flow graphs","","2","","13","","25 Jun 2007","4-8 June 2007","4-8 June 2007","IEEE","IEEE Conferences"
"Optimization of Java Virtual Machine with Safe-Point Garbage Collection","S. V. Rogov; V. A. Kirillin; V. V. Sidelnikov","Diploma in computer science, Saint Petersburg State Electrotechnical University, Russia; Graduate diploma in mathematics, State University of Leningrad, Russia; Systems and Java technologies",2006 IEEE International Symposium on Consumer Electronics,"11 Sep 2006","2006","","","1","5","The paper reveals several inconsistencies of Java Virtual Machine with safe-point Garbage Collection, which may incur performance penalties. Two ways of solving these shortcomings are discussed and the most preferable is chosen for implementation. Optimized prototype of Connected Device Configuration Virtual Machine was benchmarked by the set of Java Hartstone experiments, which results confirm advantages of chosen solution. Proposed optimization is highly applicable, transparent and simple to understand.","2159-1423","1-4244-0216-6","10.1109/ISCE.2006.1689453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1689453","Java Virtual Machine;Garbage Collection;Threading Model;Soft Real-time","Java;Virtual machining;Yarn;Delay;Mobile computing;Memory management;Scheduling;Kernel;Switches;Virtual prototyping","","","","8","IEEE","11 Sep 2006","28 June-1 July 2006","28 June-1 July 2006","IEEE","IEEE Conferences"
"Towards Garbage Collection Mechanism for RTSJ-Oriented Embedded Java Processor","G. Hu; Z. Chai; W. Zhao; S. Tu","Department of Computer Science, Department of Computer Science and Engineering, Fudan University, Shanghai, China; Center of Intelligent and High Performance Computing, School of Information Technology, Jiangnan University, Wuxi, China; Siemens Corporate Technology, Beijing, China; Department of Computer Science and Engineering, Fudan University, Shanghai, China",2010 10th IEEE International Conference on Computer and Information Technology,"16 Sep 2010","2010","","","1312","1316","Currently, Java has been gradually applied in embedded real-time area with the improvement by the Real-Time Specification for Java (RTSJ). Accordingly, a hardware Java execution engine for embedded real-time applications, JPOR-32 (32-bit Java Processor Optimized for RTSJ), is designed. Taking JPOR-32 for an example, this paper presents the garbage collection mechanism for RTSJ-oriented embedded processor in detail. JPOR-32 provides effective architectural support for garbage collection. And the object reference format of JPOR-32 provides supports for objects tracing and heap scanning. The support for write barrier of real-time concurrent GC is also performed. Moreover, JPOR-32 provides optimized instruction level support for garbage collection. In addition, different garbage collection algorithms are compared on the base of the resource-constrained feature and the real-time requirement of the processor, and the hybrid garbage collectors are suggested.","","978-1-4244-7548-3","10.1109/CIT.2010.236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5577862","garbage collection;Java processor;embeeded;real-time Java","Java;Real time systems;Resource management;Registers;Memory management;Loading;Head","","3","","22","IEEE","16 Sep 2010","29 June-1 July 2010","29 June-1 July 2010","IEEE","IEEE Conferences"
"A Study on Java Virtual Machine for Real-Time Embedded Systems","V. Q. La",NA,2008 International Conference on Computer Science and Software Engineering,"22 Dec 2008","2008","2","","180","183","Real-Time Specification for Java (RTSJ) is intended for real-time embedded applications. It is believed to be a big invention, a new generation for real-time applications. However, can RTSJ make a breakthrough in real-time devices like Java has done for desktop applications? This question is not yet answered.In this study, we present the architecture of a typical JVM, from the first generation, interpreter architecture, to newest architecture, just in time with hotspot mechanism. Also, the structure of RTSJ can affect to the JVM for embedded devices have been analyzed.","","978-0-7695-3336-0","10.1109/CSSE.2008.366","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4722029","Java virtual machine;Real-time Java","Java;Virtual machining;Real time systems;Embedded system;Yarn;Engines;Application software;Memory management;Libraries;Computer science","","","","5","IEEE","22 Dec 2008","12-14 Dec. 2008","12-14 Dec. 2008","IEEE","IEEE Conferences"
"A Survey of Worst-Case Execution Time Analysis for Real-Time Java","T. Harmon; R. Klefstad","Department of Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA",2007 IEEE International Parallel and Distributed Processing Symposium,"11 Jun 2007","2007","","","1","8","As real-time systems become more prevalent, there is a need to guarantee that these increasingly complex systems perform as designed. One technique involves a static analysis to place an upper bound on worst-case execution time (WCET). Other techniques aim for new architectures and algorithms that reduce the WCET. At the same time, there is a growing interest in using Java for real-time systems. Several WCET analysis prototypes for Java have been created, and more are under development. This paper provides a comprehensive survey of research that combines WCET analysis with the Java domain. We begin by explaining the importance of WCET analysis and why it is so difficult to perform adequately. We then examine the features that make Java an attractive platform for WCET analysis, as well as the new challenges it brings. Finally, we provide a survey of prior work on this subject, organized as a simple one-level taxonomy.","1530-2075","1-4244-0909-8","10.1109/IPDPS.2007.370422","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228150","","Java;Real time systems;Performance analysis;Pipelines;Belts;Buildings;Hardware;Computer science;USA Councils;Upper bound","","1","","26","IEEE","11 Jun 2007","26-30 March 2007","26-30 March 2007","IEEE","IEEE Conferences"
"Toward Libraries for Real-Time Java","T. Harmon; M. Schoeberl; R. Kirner; R. Klefstad","Electrical Engineering and Computer Science, University of California, Irvine, USA; Institute of Computer Engineering, University of Technology, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Austria; Electrical Engineering and Computer Science, University of California, Irvine, USA",2008 11th IEEE International Symposium on Object and Component-Oriented Real-Time Distributed Computing (ISORC),"14 May 2008","2008","","","458","462","Reusable libraries are problematic for real-time software in Java. Using Java's standard class library, for example, demands meticulous coding and testing to avoid response time spikes and garbage collection. We propose two design requirements for reusable libraries in real-time systems: worst-case execution time (WCET) bounds and worst- case memory consumption bounds. Furthermore, WCET cannot be known if blocking method calls are used. We have applied these requirements to the design of three Java-based prototypes: a set of collection classes, a networking stack, and trigonometric functions. Our prototypes show that reusable libraries can meet these requirements and thus be viable for real-time systems.","2375-5261","978-0-7695-3132-8","10.1109/ISORC.2008.73","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4519617","Java;real-time;libraries;WCET","Java;Real time systems;Software libraries;Prototypes;Distributed computing;Computer science;Software prototyping;Operating systems;Memory management;Yarn","","4","","10","IEEE","14 May 2008","5-7 May 2008","5-7 May 2008","IEEE","IEEE Conferences"
"Towards an Analysis of Garbage Collection Techniques for Embedded Real-Time Java Systems","M. T. Higuera-Toledano","DACYA, Facultad de Informática, Universidad Complutense de Madrid, Madrid, Spain",12th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA'06),"11 Sep 2006","2006","","","97","100","From a real-time perspective, the garbage collector (GC) introduces unpredictable pauses that are not tolerated by real-time tasks. Real-time collectors eliminate this problem but introduce a high overhead. Another approach is to use memory regions (MR) within which allocation and deallocation are customized. This facility is supported by the memory model of the real-time specification for Java (RTSJ). This paper provides an indepth analytical investigation of the problems and solutions of Java garbage collection techniques regarding it use in embedded real-time systems","2325-1301","0-7695-2676-4","10.1109/RTCSA.2006.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691301","Java;embedded;real-time;write barriers;memory;management;garbage collection","Real time systems;Java;Memory management;Automatic control;Control systems;Telecommunication control;NIST;Time factors;Computerized monitoring;Mice","","1","","18","IEEE","11 Sep 2006","16-18 Aug. 2006","16-18 Aug. 2006","IEEE","IEEE Conferences"
"Interactive Back-annotation of Worst-case Execution Time Analysis for Java Microprocessors","T. Harmon; R. Klefstad","Department of Electrical Engineering and Computer Science, The Henry Samueli School of Engineering, University of California, Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, The Henry Samueli School of Engineering, University of California, Irvine, Irvine, CA, USA",13th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA 2007),"4 Sep 2007","2007","","","209","216","As real-time systems become more prevalent, there is a need to guarantee that these increasingly complex systems perform as designed. One technique involves a static analysis to place an upper bound on worst-case execution time (WCET). Tools for conducting this analysis typically require the developer to digest assembly opcodes, hexadecimal addresses, and other low-level details in order to make sense of the results. Java-specific processors offer a way out of this complexity. Such processors make Java software more predictable, and as a consequence, timing analysis of a real-time system becomes less computationally intensive. WCET analysis tools based on these processors can thus offer more powerful features at higher levels of abstraction. As proof of this concept, we present a tool for static WCET analysis of Java processors. Our performance measurements show that this tool makes WCET analysis interactive, offering continuous feedback to the developer in the form of back-annotations.","2325-1301","978-0-7695-2975-2","10.1109/RTCSA.2007.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4296854","","Java;Microprocessors;Real time systems;Time measurement;Performance analysis;Upper bound;Scheduling algorithm;Delay;Throughput;Design engineering","","23","","16","IEEE","4 Sep 2007","21-24 Aug. 2007","21-24 Aug. 2007","IEEE","IEEE Conferences"
"A Modular Worst-case Execution Time Analysis Tool for Java Processors","T. Harmon; M. Schoeberl; R. Kirner; R. Klefstad","Electrical Engineering and Computer Science, University of California, Irvine, USA; Institute of Computer Engineering, University of Technology, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Austria; Electrical Engineering and Computer Science, University of California, Irvine, USA",2008 IEEE Real-Time and Embedded Technology and Applications Symposium,"27 Jun 2008","2008","","","47","57","Recent technologies such as the real-time specification for Java promise to bring Java's advantages to real-time systems. While these technologies have made Java more predictable, they lack a crucial element: support for determining the worst-case execution time (WCET). Without knowledge of WCET, the correct temporal behavior of a Java program cannot be guaranteed. Although considerable research has been applied to the theory of WCET analysis, implementations are much less common, particularly for Java. Recognizing this deficiency, we have created an open-source, extensible tool that supports WCET analysis of Java programs. Designed for flexibility, it is built around a plug- in model that allows features to be incorporated as needed. Users can plug in various processor models, loop bound detectors, and WCET analysis algorithms without having to understand or alter the tool's internals.","1545-3421","978-0-7695-3146-5","10.1109/RTAS.2008.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4550779","","Java;Real time systems;Processor scheduling;Application software;Computer science;Embedded computing;Random access memory;Virtual machining;Plugs;Detectors","","6","","22","IEEE","27 Jun 2008","22-24 April 2008","22-24 April 2008","IEEE","IEEE Conferences"
"Toward a Unified Standard for Worst-Case Execution Time Annotations in Real-Time Java","T. Harmon; R. Klefstad","Department of Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA",2007 IEEE International Parallel and Distributed Processing Symposium,"11 Jun 2007","2007","","","1","8","As real-time systems become more prevalent, there is a need to guarantee that these increasingly complex systems perform as designed. One technique involves a static analysis to place an upper bound on worst-case execution time (WCET). This temporal analysis cannot be made automatic and normally requires source annotations to assist a WCET analysis tool. At the same time, there is a growing interest in using Java for real-time systems. Several WCET analysis prototypes for Java have been created, and more are under development. Each relies on a competing and incompatible convention for annotations, resulting in portability problems and duplication of effort. We propose that Java's own annotation mechanism should be used to address such issues. These built-in annotations provide a common platform for WCET analysis, improving portability and reducing the effort necessary to create these vital tools. We examine the features that make Java's annotation standard attractive for WCET analysis, then discuss its current failings and make recommendations for future improvements.","1530-2075","1-4244-0909-8","10.1109/IPDPS.2007.370346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228074","","Java;Real time systems;Processor scheduling;Job shop scheduling;Time measurement;Upper bound;Performance analysis;Computer science;Prototypes;Failure analysis","","4","","16","IEEE","11 Jun 2007","26-30 March 2007","26-30 March 2007","IEEE","IEEE Conferences"
"Performance Study for Java Virtual Machine in Embedded Systems","L. Wenjun","School of Information Engineering, Nanchang Institute of Technology, Nanchang, China",2011 International Conference on Internet Computing and Information Services,"31 Oct 2011","2011","","","97","99","Real time specification for Java (RTSJ) is intended for Real-time embedded applications. In this study, we present the architecture of a typical JVM, from the first generation, Interpreter architecture, to newest architecture, Just in time with Hotspot mechanism. Also, the structure of RTSJ can affect to the JVM for embedded devices have been analyzed.","","978-1-4577-1561-7","10.1109/ICICIS.2011.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6063202","Real time;Virtual Machine;Java;RTSJ","Java;Real time systems;Engines;Virtual machining;Computer architecture;Libraries;Sun","","","","5","IEEE","31 Oct 2011","17-18 Sept. 2011","17-18 Sept. 2011","IEEE","IEEE Conferences"
"Challenges in Implementing the Real-Time Specification for Java (RTSJ) in a Commercial Real-Time Java Virtual Machine","M. H. Dawson","IBM, USA",2008 11th IEEE International Symposium on Object and Component-Oriented Real-Time Distributed Computing (ISORC),"14 May 2008","2008","","","241","247","The increasing complexity of modern real-time systems and the increasing need for real-time behavior in a broad range of applications such as network- centric warfare, telephony and stock trading has encouraged many developers to consider using Real-time Javatrade for systems previously only written in C, Ada or assembly language. The RTSJ standard defines the baseline requirements for a Real-time Java implementation, and commercial Java virtual machine (JVM) implementations include additional features such as real-time garbage collectors and real-time compilation (compiling from Java to native code in a manner compatible with real-time), which make the use of Java practical for these applications. This paper describes some of the challenges that will be faced by implementers of the RTSJ standard based on our experience with implementing IBM's RTSJ-compliant J2SE Java virtual machine, called IBMreg WebSpherereg Real-time.","2375-5261","978-0-7695-3132-8","10.1109/ISORC.2008.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4519584","Java;Real-time;Implementation","Java;Virtual machining;Real time systems;Operating systems;Linux;Yarn;Computer crashes;Distributed computing;Telephony;Assembly systems","","8","","9","IEEE","14 May 2008","5-7 May 2008","5-7 May 2008","IEEE","IEEE Conferences"
"Implementing the Real-Time Processes of RTPA using Real-Time Java","C. F. Ngolah; Y. Wang; X. Tan","Theoretical and Empirical Software Engineering Research Center, Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada; Theoretical and Empirical Software Engineering Research Center, Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada; Theoretical and Empirical Software Engineering Research Center, Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada",2006 Canadian Conference on Electrical and Computer Engineering,"15 Jan 2007","2006","","","602","605","This paper discusses the implementation of the real-time processes of real-time process algebra (RTPA) using real-time Java. The difficulty in implementing real-time software from formal specifications comes from the fact that some realtime features expressed using a formal specification language cannot be easily transformed into a programming language. The paper shows how a combination of a real-time support library for RTPA (RTPASupportLib) and the recently developed extensions to real-time Java can overcome some of these difficulties. The strategies and techniques employed in implementing RTPA real-time features such as concurrency, interleaving, and interrupt/event/time-driven dispatching of real-time processes are presented. A number of case studies on the implementation of RTPA real-time features show that the approach is a feasible one","0840-7789","1-4244-0038-4","10.1109/CCECE.2006.277383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4054829","Software Engineering;Real-Time Process Algebra;Real-Time System;Formal Specification;Real-Time Java","Java;Real time systems;Software systems;Read-write memory;Formal specifications;Algebra;Computer languages;Software engineering;Software libraries;Concurrent computing","","","","10","IEEE","15 Jan 2007","7-10 May 2006","7-10 May 2006","IEEE","IEEE Conferences"
"Refactoring Real-Time Java Profiles","H. Søndergaard; B. Thomsen; A. P. Ravn; R. R. Hansen; T. Bøgholm","VIA University College, Horsens, Denmark; Department of Computer Science, Aalborg University, Denmark; Department of Computer Science, Aalborg University, Denmark; Department of Computer Science, Aalborg University, Denmark; Department of Computer Science, Aalborg University, Denmark",2011 14th IEEE International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing,"21 Apr 2011","2011","","","109","116","Just like other software, Java profiles benefits from refactoring when they have been used and have evolved for some time. This paper presents a refactoring of the Real-Time Specification for Java (RTSJ) and the Safety Critical Java (SCJ) profile (JSR-302). It highlights core concepts and makes it a suitable foundation for the proposed levels of SCJ. The ongoing work of specifying the SCJ profile builds on sub classing of RTSJ. This spurred our interest in a refactoring approach. It starts by extracting the common kernel of the specifications in a core package, which defines interfaces only. It is then possible to refactor SCJ with its three levels and RTSJ in such a way that each profile is in a separate package. This refactoring results in cleaner class hierarchies with no superfluous methods, well defined SCJ levels, elimination of SCJ annotations like @SCJAllowed, thus making the profiles easier to comprehend and use for application developers and students.","2375-5261","978-0-7695-4368-0","10.1109/ISORC.2011.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5753598","Refactoring;Real-Time Java;RTSJ;Safety Critical Java;profiles","Java;Real time systems;Programming;Proposals;Cloning;Guidelines;Memory management","","4","","15","IEEE","21 Apr 2011","28-31 March 2011","28-31 March 2011","IEEE","IEEE Conferences"
"Inclusion of Real-Time Java Software in Event Driven Simulations","G. J. Foster; A. Helm","Defense Group, CSC, King George, VA, USA; Strategic and Weapons Control Systems Department, NSWCDD, Dahlgren, VA, USA",2009 Third UKSim European Symposium on Computer Modeling and Simulation,"28 Dec 2009","2009","","","198","202","Modeling of complex real-time software intensive systems with high fidelity faces challenges, not only from the usual physical environment and phenomena, but also from modeling the actual performance of the software controlling the system. One method of modeling the software performance is to simply host the code within the simulation program; however, most real-time programs are not written to easily work with event driven simulations. We explore simple design techniques for real-time Java code that allow it to be easily ported to an event driven simulation and identify methods for porting code that does not follow these techniques.","","978-1-4244-5345-0","10.1109/EMS.2009.83","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5358802","real-time software;layered architecture;Java;event-driven simulation","Java;Discrete event simulation;System testing;Real time systems;Costs;Software performance;Computational modeling;Computer simulation;Weapons;Control system synthesis","","1","","6","IEEE","28 Dec 2009","25-27 Nov. 2009","25-27 Nov. 2009","IEEE","IEEE Conferences"
"Predictable Real-Time Java Profile Based on RTSJ","Y. Jin","College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, ZJNU, Jinhua, Zhejiang, China",2009 Second International Workshop on Knowledge Discovery and Data Mining,"2 Feb 2009","2009","","","811","815","Based on the analysis of limitations of existing real time specification for Java (RTSJ) and Java developing model, we have designed a predictable real time Java developing profile which can be used to develop embedded high-reliability real-time systems. The profile adopts a three-layer developing architecture, including creation layer, execution layer and recycle layer. The creation layer creates and starts various groups of threads and objects. The execution layer executes threads that have been started. The recycle layer recovers the memory that is no longer in use. The application practice shows that the mechanisms, such as creating various groups of threads, periodic garbage collection, etc, not only guarantee the predictability of system developed with this profile, but also reduce memory usage of system requirement.","","978-0-7695-3543-2","10.1109/WKDD.2009.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4772059","predictable;Real Time Specification for Java (RTSJ);real time Java profile;embedded high-reliable real-time system","Java;Real time systems;Predictive models;Concurrent computing;Recycling;Security;Multithreading;Data mining;Educational institutions","","1","","10","IEEE","2 Feb 2009","23-25 Jan. 2009","23-25 Jan. 2009","IEEE","IEEE Conferences"
"Java Real-Time Software and Hardware Development Platform for Embedded Java","G. Liu; G. Fan","Zhengzhou Institute of Aeronautical Industry Management, Zhengzhou, China; University of Zhengzhou, Zhengzhou, China","2010 3rd International Conference on Information Management, Innovation Management and Industrial Engineering","20 Jan 2011","2010","2","","525","528","RTSJ is an improvement document for Java in Real-Time System. It talks about how to install RTSJ and use it at first. Then, it comes to the circuit design part. Because there is no devise, which can achieve RS232 serial port to 8 bits parallel signal, on market, it has to be designed by ourselves. After that, this report shows the Java classes in this project and introduces them separately. At the end of the main body of this report is the result and conclusion. In a word, this project has not been finished yet and the future work of this project is very important to achieve the final target.","2155-1472","978-1-4244-8829-2","10.1109/ICIII.2010.291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5694630","Java;RTSJ;Real-Time;MCU","Java;Real time systems;Clocks;Message systems;Graphical user interfaces;Wire;Welding","","","","13","IEEE","20 Jan 2011","26-28 Nov. 2010","26-28 Nov. 2010","IEEE","IEEE Conferences"
"Predictable bytecode cache with prefetch mechanism for a java processor","Zhilei Chai; Xindong Ye; Guang Hu; Shiliang Tu","School of Information Technology, Jiangnan University, Wuxi, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China",2010 3rd International Conference on Computer Science and Information Technology,"7 Sep 2010","2010","8","","576","580","A time predictable bytecode cache with prefetch mechanism is proposed. It lets the CPU execute 4-byte per 2.42 cycles averagely. This leaves lots of time for prefetching. For each basic block, the time of prefetching and bytecode consumption can be computed accurately. Thus, the cache miss can be figured out in advance. It makes WCET analysis possible. Furthermore, this approach can be used in the method cache proposed in JOP that is time predictable with the miss only occurs on invoke and return. It deducts the time delay on invoke and return without changing any other properties of the method cache.","","978-1-4244-5540-9","10.1109/ICCSIT.2010.5564739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5564739","Real-Time Java Platform;Time-predictable Bytecode Cache;Instruction Prefetching;Worst Case Execution Time (WCET)","Bismuth;Prefetching","","1","","6","IEEE","7 Sep 2010","9-11 July 2010","9-11 July 2010","IEEE","IEEE Conferences"
"Allowing Cycle References by Introducing Controlled Violations of the Assignment Rules in Real-Time Java","M. T. Higuera-Toledano","Facultad Informática, Universidad Complutense de Madrid, Madrid, Spain",2008 11th IEEE International Symposium on Object and Component-Oriented Real-Time Distributed Computing (ISORC),"14 May 2008","2008","","","463","467","The real-time specification for Java (RTSJ) extends the Java memory model through immortal and scoped memory regions to reduce the timing-indeterminism caused by garbage collection. Since scoped regions can be nested, RTSJ imposes strict assignment rules to avoid dangling pointers. These rules stabilise that an object shall not reference any object whose lifetime could be shorter than they own. Then references among two objects within different scoped regions are allowed only in one direction (i.e., from objects within region r1 to region r2, but never from r2 to r1). In order to support RTSJ component-based applications, we require controlled violations of the assignment rules to have bidirectional references among objects within two different scopes.","2375-5261","978-0-7695-3132-8","10.1109/ISORC.2008.48","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4519618","Keywords. Memory Management;Real-Time Java;Memory Regions;Garbage Collection","Java;Portals;Memory management;Yarn;Object oriented modeling;Distributed computing;Application software;Encapsulation;Reflection;Navigation","","1","","15","IEEE","14 May 2008","5-7 May 2008","5-7 May 2008","IEEE","IEEE Conferences"
"Towards an analysis of race carrier conditions in real-time Java","M. T. Higuera-Toledano","DACYA, Facultad de Informática, Universidad Complutense de Madrid, Madrid, Spain",Proceedings 20th IEEE International Parallel & Distributed Processing Symposium,"26 Jun 2006","2006","","","7 pp.","","The RTSJ memory model propose a mechanism based on a scope three containing all region-stacks in the system and a reference-counter collector. In order to avoid reference cycles among regions on the region-stack, RTSJ defines the single parent rule. The given algorithms to maintain the region-stack structure are not compliant with the defined parentage relation. More over, the suggested algorithms to maintain the single parent rule introduces race carrier conditions on the application behaviour. This paper proposes alternative approaches in order to avoid this problem","1530-2075","1-4244-0054-6","10.1109/IPDPS.2006.1639407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1639407","Java;Real-Time Systems;Memory Regions;Garbage Collection","Java;Yarn;Real time systems;Memory management;NIST;Runtime;Time factors;High level languages;Programming profession;Resource management","","4","5","11","IEEE","26 Jun 2006","25-29 April 2006","25-29 April 2006","IEEE","IEEE Conferences"
"Towards a Cyber-Physical Architecture for Industrial Systems via Real-Time Java Technology","P. Basanta-Val; M. García-Valls; I. Estévez-Ayres","DREQUIEM Lab., Universidad Carlos III de Madrid Avda. Universidad, Madrid, SPAIN; DREQUIEM Lab., Universidad Carlos III de Madrid Avda. Universidad, Madrid, SPAIN; DREQUIEM Lab., Universidad Carlos III de Madrid Avda. Universidad, Madrid, SPAIN",2010 10th IEEE International Conference on Computer and Information Technology,"16 Sep 2010","2010","","","2341","2346","Nowadays, there is a trend in industrial systems towards the use of common-off-the-shelf (COTS) components to develop applications which interact with open systems. This trend includes among others the use of high-level languages, such as Java, and Internet protocols (TCP-IP, HTTP, and Web Services). However, although many industrial systems use these technologies at their business layers, they are far from offering a homogeneous programming platform in their most internal infrastructures. This paper contributes to change the current practice introducing a real-time Java-centric approach for industrial systems. In the core of the architecture, special entities (named DCP Java-nodes) equipped with real-time technology offer predictable interoperation between the industrial field and the Internet. In addition to the architecture, the paper also describes an initial assessment on the performance that may be expected from this kind of infrastructure","","978-1-4244-7548-3","10.1109/CIT.2010.403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5578309","Real-time Java;Industrial Control;Computer Architecture;Distributed Real-Time Middleware;RTSJ;DRTSJ","Java;Real time systems;Business;Computer architecture;Servers;Engines;Libraries","","13","","29","IEEE","16 Sep 2010","29 June-1 July 2010","29 June-1 July 2010","IEEE","IEEE Conferences"
"Virtualizing real-time embedded systems with Java","J. Vitek","Computer Science Department, Purdue University, USA",2011 48th ACM/EDAC/IEEE Design Automation Conference (DAC),"11 Aug 2011","2011","","","906","911","Real-time embedded systems come in all shapes and sizes with vastly different capabilities. They often operate under stringent resource constraints, ranging from space and time to power. Programming them is usually done in low-level system's programming languages close to the hardware. The resulting software is costly and not particularly portable. The Java programming language has been successful in providing a virtualized, high-level, development environment for desktop and server applications. Programming in Java leads to memory-safe code that can be ported straightforwardly across architecture and operating system. This paper surveys the state of the art in Java virtualization for real-time and embedded systems. Technological advances in virtual machines as well as new real-time extensions to the language have brought Java closer to being widely usable for a wide range of embedded problems.","85-644924","978-1-4503-0636-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5982011","Real-time Java;object-oriented languages;virtual machines","Java;Real time systems;Instruction sets;Virtual machining;Memory management;Safety","","","","21","","11 Aug 2011","5-9 June 2011","5-9 June 2011","IEEE","IEEE Conferences"
"Allowing Cycles References among Scoped Memory Areas in the Real-Time Specification of Java","M. T. H. Toledano","DACYA, Facultad de Informática, Universidad Complutense de Madrid, Madrid, Spain",10th IEEE International Symposium on Object and Component-Oriented Real-Time Distributed Computing (ISORC'07),"21 May 2007","2007","","","110","114","In order to offer time-predictable object garbage collection, the memory model of the Real-Time Specification for Java (RTSJ) supports a memory management model based on regions, which imposes strict access assignment rules to avoid dangling inter-region references. RTSJ includes also the single parent rule which avoids reference cycles among different scoped regions. Scoped regions are parented when they are used by a real-time thread, which results in an unfamiliar programming model. In this paper, we propose to remove the single parent rule.","2375-5261","0-7695-2765-5","10.1109/ISORC.2007.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4208833","Java;real-time;memory management","Java;Yarn;Memory management;Real time systems;Robustness;Productivity;Product safety;Timing;Automatic control;Guidelines","","","","11","IEEE","21 May 2007","7-9 May 2007","7-9 May 2007","IEEE","IEEE Conferences"
