Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
System-specific static code analyses: a case study in the complex embedded systems domain,Software Quality Journal,,,,10.1007/s11219-011-9138-7,Holger M. KienleJohan KraftThomas Nolte,2011,https://link.springer.com/article/10.1007/s11219-011-9138-7,Article
Introduction to the special section on runtime verification,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0218-6,Oleg SokolskyKlaus HavelundInsup Lee,2011,https://link.springer.com/article/10.1007/s10009-011-0218-6,Article
opaal : A Lattice Model Checker,NASA Formal Methods,,,,10.1007/978-3-642-20398-5_37,Andreas Engelbredt DalsgaardRené Rydhof HansenKenneth Yrke JørgensenKim Gulstrand LarsenMads Chr. OlesenPetur OlsenJiří Srba,2011,https://link.springer.com/chapter/10.1007/978-3-642-20398-5_37,Conference paper
PRISM 4.0: Verification of Probabilistic Real-Time Systems,Computer Aided Verification,,,,10.1007/978-3-642-22110-1_47,Marta KwiatkowskaGethin NormanDavid Parker,2011,https://link.springer.com/chapter/10.1007/978-3-642-22110-1_47,Conference paper
Abstract Compilation of Object-Oriented Languages into Coinductive CLP(X): Can Type Inference Meet Verification?,Formal Verification of Object-Oriented Software,,,,10.1007/978-3-642-18070-5_3,Davide AnconaAndrea CorradiGiovanni LagorioFerruccio Damiani,2011,https://link.springer.com/chapter/10.1007/978-3-642-18070-5_3,Conference paper
"
              <span>Platas</span>—Integrating Planning and the Action Language Golog",KI - Künstliche Intelligenz,,,,10.1007/s13218-011-0155-2,Jens ClaßenGabriele RögerGerhard LakemeyerBernhard Nebel,2011,https://link.springer.com/article/10.1007/s13218-011-0155-2,Article
ALF formal,Innovations in Systems and Software Engineering,,,,10.1007/s11334-011-0168-x,Isabelle Perseil,2011,https://link.springer.com/article/10.1007/s11334-011-0168-x,Article
A modular timed graph transformation language for simulation-based design,Software & Systems Modeling,,,,10.1007/s10270-011-0205-0,Eugene SyrianiHans Vangheluwe,2011,https://link.springer.com/article/10.1007/s10270-011-0205-0,Article
Code Generation for Embedded Java with Ptolemy,Software Technologies for Embedded and Ubiquitous Systems,,,,10.1007/978-3-642-16256-5_16,Martin SchoeberlChristopher BrooksEdward A. Lee,2010,https://link.springer.com/chapter/10.1007/978-3-642-16256-5_16,Conference paper
A Real-World Benchmark Model for Testing Concurrent Real-Time Systems in the Automotive Domain,Testing Software and Systems,,,,10.1007/978-3-642-24580-0_11,Jan PeleskaArtur HonischFlorian LapschiesHelge LödingHermann SchmidPeer SmudaElena VorobevCornelia Zahlten,2011,https://link.springer.com/chapter/10.1007/978-3-642-24580-0_11,Conference paper
Finding concurrency-related bugs using random isolation,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0197-7,Nicholas KiddThomas RepsJulian DolbyMandana Vaziri,2011,https://link.springer.com/article/10.1007/s10009-011-0197-7,Article
Functional synthesis for linear arithmetic and sets,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0217-7,Viktor KuncakMikaël MayerRuzica PiskacPhilippe Suter,2011,https://link.springer.com/article/10.1007/s10009-011-0217-7,Article
Compiler-Assisted Selection of a Software Transactional Memory System,Architecture of Computing Systems - ARCS 2011,,,,10.1007/978-3-642-19137-4_13,Martin SchindewolfAlexander EsselsonWolfgang Karl,2011,https://link.springer.com/chapter/10.1007/978-3-642-19137-4_13,Conference paper
A Formal Security Model of a Smart Card Web Server,Smart Card Research and Advanced Applications,,,,10.1007/978-3-642-27257-8_3,Pierre NeronQuang-Huy Nguyen,2011,https://link.springer.com/chapter/10.1007/978-3-642-27257-8_3,Conference paper
Ismat: a&#xa0;virtual machine for&#xa0;compositional parallelism,Computer Science - Research and Development,,,,10.1007/s00450-010-0110-8,Darryl CainPaul Roe,2010,https://link.springer.com/article/10.1007/s00450-010-0110-8,Article
An Accuracy Information Annotation Model for Validated Service Behavior Specifications,Models in Software Engineering,,,,10.1007/978-3-642-21210-9_36,Henning Groenda,2011,https://link.springer.com/chapter/10.1007/978-3-642-21210-9_36,Conference paper
A generic framework: from modeling to code,Innovations in Systems and Software Engineering,,,,10.1007/s11334-011-0165-0,Dominique MéryNeeraj Kumar Singh,2011,https://link.springer.com/article/10.1007/s11334-011-0165-0,Article
Program Specialization via a Software Verification Tool,Formal Methods for Components and Objects,,,,10.1007/978-3-642-25271-6_5,Richard BubelReiner HähnleRan Ji,2011,https://link.springer.com/chapter/10.1007/978-3-642-25271-6_5,Conference paper
A List-Machine Benchmark for Mechanized Metatheory,Journal of Automated Reasoning,,,,10.1007/s10817-011-9226-1,Andrew W. AppelRobert DockinsXavier Leroy,2011,https://link.springer.com/article/10.1007/s10817-011-9226-1,Article
Symbolic modular deadlock analysis,Automated Software Engineering,,,,10.1007/s10515-011-0085-0,Jyotirmoy V. DeshmukhE. Allen EmersonSriram Sankaranarayanan,2011,https://link.springer.com/article/10.1007/s10515-011-0085-0,Article
Pruning with improving sequences in lazy functional programs,Higher-Order and Symbolic Computation,,,,10.1007/s10990-012-9086-3,Hideya IwasakiTakeshi MorimotoYasunao Takano,2011,https://link.springer.com/article/10.1007/s10990-012-9086-3,Article
Priority Scheduling in SDL,SDL 2011: Integrating System and Software Modeling,,,,10.1007/978-3-642-25264-8_16,Dennis ChristmannPhilipp BeckerReinhard Gotzhein,2011,https://link.springer.com/chapter/10.1007/978-3-642-25264-8_16,Conference paper
Migration of Legacy Software Towards Correct-by-Construction Timing Behavior,"Foundations of Computer Software. Modeling, Development, and Verification of Adaptive Systems",,,,10.1007/978-3-642-21292-5_4,Stefan ResmeritaKenneth ButtsPatricia DerlerAndreas NaderlingerWolfgang Pree,2011,https://link.springer.com/chapter/10.1007/978-3-642-21292-5_4,Conference paper
The Rewriting Logic Semantics Project: A Progress Report,Fundamentals of Computation Theory,,,,10.1007/978-3-642-22953-4_1,José MeseguerGrigore Roşu,2011,https://link.springer.com/chapter/10.1007/978-3-642-22953-4_1,Conference paper
Correct hardware synthesis,Acta Informatica,,,,10.1007/s00236-011-0142-y,Juan PernaJim WoodcockAugusto SampaioJuliano Iyoda,2011,https://link.springer.com/article/10.1007/s00236-011-0142-y,Article
Debugging formal specifications: a practical approach using model-based diagnosis and counterstrategies,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0221-y,Robert KönighoferGeorg HofferekRoderick Bloem,2011,https://link.springer.com/article/10.1007/s10009-011-0221-y,Article
Vision Paper: Towards Model-Based Energy Testing,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-642-24485-8_35,Claas WilkeSebastian GötzJan ReimannUwe Aßmann,2011,https://link.springer.com/chapter/10.1007/978-3-642-24485-8_35,Conference paper
The evolution of higher-level biochemical reaction models,Genetic Programming and Evolvable Machines,,,,10.1007/s10710-011-9144-3,Brian J. Ross,2011,https://link.springer.com/article/10.1007/s10710-011-9144-3,Article
JMLUnit: The Next Generation,Formal Verification of Object-Oriented Software,,,,10.1007/978-3-642-18070-5_13,Daniel M. ZimmermanRinkesh Nagmoti,2011,https://link.springer.com/chapter/10.1007/978-3-642-18070-5_13,Conference paper
Sampling-Based Runtime Verification,FM 2011: Formal Methods,,,,10.1007/978-3-642-21437-0_9,Borzoo BonakdarpourSamaneh NavabpourSebastian Fischmeister,2011,https://link.springer.com/chapter/10.1007/978-3-642-21437-0_9,Conference paper
A monadic approach to automated reasoning for Bluespec SystemVerilog,Innovations in Systems and Software Engineering,,,,10.1007/s11334-011-0149-0,Dominic RichardsDavid Lester,2011,https://link.springer.com/article/10.1007/s11334-011-0149-0,Article
Magic-sets for localised analysis of Java bytecode,Higher-Order and Symbolic Computation,,,,10.1007/s10990-010-9063-7,Fausto SpotoÉtienne Payet,2010,https://link.springer.com/article/10.1007/s10990-010-9063-7,Article
Toward a Formal Semantic Framework for Deterministic Parallel Programming,Distributed Computing,,,,10.1007/978-3-642-24100-0_43,Li LuMichael L. Scott,2011,https://link.springer.com/chapter/10.1007/978-3-642-24100-0_43,Conference paper
Runtime verification of concurrency-specific correctness criteria,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0210-1,Shaz QadeerSerdar Tasiran,2011,https://link.springer.com/article/10.1007/s10009-011-0210-1,Article
Scenario-based testing from UML/OCL behavioral models,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0189-7,Kalou Cabrera CastillosFrédéric DadeauJacques Julliand,2011,https://link.springer.com/article/10.1007/s10009-011-0189-7,Article
A model-based approach for multiple QoS in&#xa0;scheduling: from models to implementation,Automated Software Engineering,,,,10.1007/s10515-010-0074-8,Christos KloukinasSergio Yovine,2010,https://link.springer.com/article/10.1007/s10515-010-0074-8,Article
Dynamic Elimination of Overflow Tests in a Trace Compiler,Compiler Construction,,,,10.1007/978-3-642-19861-8_2,Rodrigo SolChristophe GuillonFernando Magno Quintão PereiraMariza A. S. Bigonha,2011,https://link.springer.com/chapter/10.1007/978-3-642-19861-8_2,Conference paper
Related Types,ECOOP 2011 – Object-Oriented Programming,,,,10.1007/978-3-642-22655-7_21,Johnni WintherMichael I. Schwartzbach,2011,https://link.springer.com/chapter/10.1007/978-3-642-22655-7_21,Conference paper
Specification of invariability in OCL,Software & Systems Modeling,,,,10.1007/s10270-011-0215-y,Piotr Kosiuczenko,2011,https://link.springer.com/article/10.1007/s10270-011-0215-y,Article
BDI Agents with Objectives and Preferences,Declarative Agent Languages and Technologies VIII,,,,10.1007/978-3-642-20715-0_2,Aniruddha DasguptaAditya K. Ghose,2011,https://link.springer.com/chapter/10.1007/978-3-642-20715-0_2,Conference paper
Code generation for a family of executable modelling notations,Software & Systems Modeling,,,,10.1007/s10270-010-0176-6,Adam ProutJoanne M. AtleeNancy A. DayPourya Shaker,2010,https://link.springer.com/article/10.1007/s10270-010-0176-6,Article
Robot Controllers for Highly Dynamic Environments with&#xa0;Real-time Constraints,KI - Künstliche Intelligenz,,,,10.1007/s13218-010-0041-3,Alexander Ferrein,2010,https://link.springer.com/article/10.1007/s13218-010-0041-3,Article
Datalog-Based Program Analysis with BES and RWL,Datalog Reloaded,,,,10.1007/978-3-642-24206-9_1,María AlpuenteMarco Antonio FeliúChristophe JoubertAlicia Villanueva,2011,https://link.springer.com/chapter/10.1007/978-3-642-24206-9_1,Conference paper
A Factorial Experimental Evaluation of Automated Test Input Generation,Product-Focused Software Process Improvement,,,,10.1007/978-3-642-21843-9_18,Per RunesonPer HeedAlexander Westrup,2011,https://link.springer.com/chapter/10.1007/978-3-642-21843-9_18,Conference paper
An embeddable virtual machine for state space generation,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-010-0141-2,Michael Weber,2010,https://link.springer.com/article/10.1007/s10009-010-0141-2,Article
Modeling and Verification of a Protocol for Operational Support Using Coloured Petri Nets,Applications and Theory of Petri Nets,,,,10.1007/978-3-642-21834-7_10,Michael WestergaardFabrizio M. Maggi,2011,https://link.springer.com/chapter/10.1007/978-3-642-21834-7_10,Conference paper
Prioritizing test cases with string distances,Automated Software Engineering,,,,10.1007/s10515-011-0093-0,Yves LedruAlexandre PetrenkoSergiy BorodayNadine Mandran,2011,https://link.springer.com/article/10.1007/s10515-011-0093-0,Article
Verifying UML-RT Protocol Conformance Using Model Checking,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-642-24485-8_30,Yann MoffettAlain BeaulieuJuergen Dingel,2011,https://link.springer.com/chapter/10.1007/978-3-642-24485-8_30,Conference paper
ProMoVer: Modular Verification of Temporal Safety Properties,Software Engineering and Formal Methods,,,,10.1007/978-3-642-24690-6_25,Siavash SoleimanifardDilian GurovMarieke Huisman,2011,https://link.springer.com/chapter/10.1007/978-3-642-24690-6_25,Conference paper
A Simple and Efficient Universal Reversible Turing Machine,Language and Automata Theory and Applications,,,,10.1007/978-3-642-21254-3_8,Holger Bock AxelsenRobert Glück,2011,https://link.springer.com/chapter/10.1007/978-3-642-21254-3_8,Conference paper
What Do Reversible Programs Compute?,Foundations of Software Science and Computational Structures,,,,10.1007/978-3-642-19805-2_4,Holger Bock AxelsenRobert Glück,2011,https://link.springer.com/chapter/10.1007/978-3-642-19805-2_4,Conference paper
Advanced chopping of sequential and concurrent programs,Software Quality Journal,,,,10.1007/s11219-010-9114-7,Dennis Giffhorn,2010,https://link.springer.com/article/10.1007/s11219-010-9114-7,Article
Model Checking of Concurrent Algorithms: From Java to C,"Distributed, Parallel and Biologically Inspired Systems",,,,10.1007/978-3-642-15234-4_10,Cyrille ArthoMasami HagiyaWatcharin LeungwattanakitYoshinori TanabeMitsuharu Yamamoto,2010,https://link.springer.com/chapter/10.1007/978-3-642-15234-4_10,Conference paper
A framework for testing first-order logic axioms in program verification,Software Quality Journal,,,,10.1007/s11219-011-9168-1,Ki Yung AhnEwen Denney,2011,https://link.springer.com/article/10.1007/s11219-011-9168-1,Article
Detecting and Escaping Infinite Loops with Jolt,ECOOP 2011 – Object-Oriented Programming,,,,10.1007/978-3-642-22655-7_28,Michael CarbinSasa MisailovicMichael KlingMartin C. Rinard,2011,https://link.springer.com/chapter/10.1007/978-3-642-22655-7_28,Conference paper
Algebraic approach to linking the semantics of web services,Innovations in Systems and Software Engineering,,,,10.1007/s11334-011-0172-1,Huibiao ZhuJifeng HeJing LiJonathan P. Bowen,2011,https://link.springer.com/article/10.1007/s11334-011-0172-1,Article
From UML Sequence Diagrams to Labeled Generalized Stochastic Petri Net Models Using Graph Transformation,e-Technologies and Networks for Development,,,,10.1007/978-3-642-22729-5_27,Mouna BouariouaAllaoua ChaouiRaida Elmansouri,2011,https://link.springer.com/chapter/10.1007/978-3-642-22729-5_27,Conference paper
Formal Methods for the Certification of Autonomous Unmanned Aircraft Systems,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-642-24270-0_17,Matt WebsterMichael FisherNeil CameronMike Jump,2011,https://link.springer.com/chapter/10.1007/978-3-642-24270-0_17,Conference paper
Idea: Interactive Support for Secure Software Development,Engineering Secure Software and Systems,,,,10.1007/978-3-642-19125-1_19,Jing XieBill ChuHeather Richter Lipford,2011,https://link.springer.com/chapter/10.1007/978-3-642-19125-1_19,Conference paper
Static Analysis of Android Programs,Automated Deduction – CADE-23,,,,10.1007/978-3-642-22438-6_33,Étienne PayetFausto Spoto,2011,https://link.springer.com/chapter/10.1007/978-3-642-22438-6_33,Conference paper
Midlet Navigation Graphs in JML,Formal Methods: Foundations and Applications,,,,10.1007/978-3-642-19829-8_2,Wojciech MostowskiErik Poll,2011,https://link.springer.com/chapter/10.1007/978-3-642-19829-8_2,Conference paper
Formal Verification of a Lock-Free Stack with Hazard Pointers,Theoretical Aspects of Computing – ICTAC 2011,,,,10.1007/978-3-642-23283-1_16,Bogdan TofanGerhard SchellhornWolfgang Reif,2011,https://link.springer.com/chapter/10.1007/978-3-642-23283-1_16,Conference paper
Generating Data Race Witnesses by an SMT-Based Analysis,NASA Formal Methods,,,,10.1007/978-3-642-20398-5_23,Mahmoud SaidChao WangZijiang YangKarem Sakallah,2011,https://link.springer.com/chapter/10.1007/978-3-642-20398-5_23,Conference paper
Full Abstraction at Package Boundaries of Object-Oriented Languages,"Formal Methods, Foundations and Applications",,,,10.1007/978-3-642-25032-3_3,Yannick WelschArnd Poetzsch-Heffter,2011,https://link.springer.com/chapter/10.1007/978-3-642-25032-3_3,Conference paper
A Calculus of Agents and Artifacts,Software and Data Technologies,,,,10.1007/978-3-642-20116-5_10,Ferruccio DamianiPaola GianniniAlessandro RicciMirko Viroli,2011,https://link.springer.com/chapter/10.1007/978-3-642-20116-5_10,Conference paper
Verification of Software Product Lines with Delta-Oriented Slicing,Formal Verification of Object-Oriented Software,,,,10.1007/978-3-642-18070-5_5,Daniel BrunsVladimir KlebanovIna Schaefer,2011,https://link.springer.com/chapter/10.1007/978-3-642-18070-5_5,Conference paper
Identification of Error Prone Classes for Fault Prediction Using Object Oriented Metrics,Advances in Computing and Communications,,,,10.1007/978-3-642-22714-1_7,Puneet MittalSatwinder SinghK. S. Kahlon,2011,https://link.springer.com/chapter/10.1007/978-3-642-22714-1_7,Conference paper
ABS: A Core Language for Abstract Behavioral Specification,Formal Methods for Components and Objects,,,,10.1007/978-3-642-25271-6_8,Einar Broch JohnsenReiner HähnleJan SchäferRudolf SchlatteMartin Steffen,2011,https://link.springer.com/chapter/10.1007/978-3-642-25271-6_8,Conference paper
Modeling robustness behavior using aspect-oriented modeling to support robustness testing of industrial systems,Software & Systems Modeling,,,,10.1007/s10270-011-0206-z,Shaukat AliLionel C. BriandHadi Hemmati,2011,https://link.springer.com/article/10.1007/s10270-011-0206-z,Article
"Types, Regions, and Effects for Safe Programming with Object-Oriented Parallel Frameworks",ECOOP 2011 – Object-Oriented Programming,,,,10.1007/978-3-642-22655-7_15,Robert L. BocchinoVikram S. Adve,2011,https://link.springer.com/chapter/10.1007/978-3-642-22655-7_15,Conference paper
Lazy-Parallel Function Calls for Automatic Parallelization,Computational Intelligence and Information Technology,,,,10.1007/978-3-642-25734-6_145,Soumya S. ChatterjeeR. Gururaj,2011,https://link.springer.com/chapter/10.1007/978-3-642-25734-6_145,Conference paper
A Formal Approach to Fixing Bugs,"Formal Methods, Foundations and Applications",,,,10.1007/978-3-642-25032-3_12,Sara KalvalaRichard Warburton,2011,https://link.springer.com/chapter/10.1007/978-3-642-25032-3_12,Conference paper
Efficient Symbolic Execution for Analysing Cryptographic Protocol Implementations,Engineering Secure Software and Systems,,,,10.1007/978-3-642-19125-1_5,Ricardo CorinFelipe Andrés Manzano,2011,https://link.springer.com/chapter/10.1007/978-3-642-19125-1_5,Conference paper
The Theory and Practice of SALT,NASA Formal Methods,,,,10.1007/978-3-642-20398-5_3,Andreas BauerMartin Leucker,2011,https://link.springer.com/chapter/10.1007/978-3-642-20398-5_3,Conference paper
Randomized Backtracking in State Space Traversal,Model Checking Software,,,,10.1007/978-3-642-22306-8_6,Pavel ParízekOndřej Lhoták,2011,https://link.springer.com/chapter/10.1007/978-3-642-22306-8_6,Conference paper
A comparative study of rate monotonic schedulability tests,The Journal of Supercomputing,,,,10.1007/s11227-011-0554-z,Nasro Min-AllahSamee Ullah KhanNasir GhaniJuan LiLizhe WangPascal Bouvry,2011,https://link.springer.com/article/10.1007/s11227-011-0554-z,Article
Defining MARTE’s VSL as an Extension of Alf,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-642-24485-8_51,Arnaud CuccuruSébastien GérardFrançois Terrier,2011,https://link.springer.com/chapter/10.1007/978-3-642-24485-8_51,Conference paper
Design evolution metrics for defect prediction in object oriented systems,Empirical Software Engineering,,,,10.1007/s10664-010-9151-7,Segla KpodjedoFilippo RiccaPhilippe GalinierYann-Gaël GuéhéneucGiuliano Antoniol,2010,https://link.springer.com/article/10.1007/s10664-010-9151-7,Article
HTML Validation of Context-Free Languages,Foundations of Software Science and Computational Structures,,,,10.1007/978-3-642-19805-2_29,Anders M ø llerMathias Schwarz,2011,https://link.springer.com/chapter/10.1007/978-3-642-19805-2_29,Conference paper
Validating Timed Models of Deployment Components with Parametric Concurrency,Formal Verification of Object-Oriented Software,,,,10.1007/978-3-642-18070-5_4,Einar Broch JohnsenOlaf OweRudolf SchlatteSilvia Lizeth Tapia Tarifa,2011,https://link.springer.com/chapter/10.1007/978-3-642-18070-5_4,Conference paper
Verifying a Compiler for Java Threads,Programming Languages and Systems,,,,10.1007/978-3-642-11957-6_23,Andreas Lochbihler,2010,https://link.springer.com/chapter/10.1007/978-3-642-11957-6_23,Conference paper
The Clara framework for hybrid typestate analysis,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-010-0183-5,Eric BoddenLaurie Hendren,2010,https://link.springer.com/article/10.1007/s10009-010-0183-5,Article
Engineering model transformations with <i>trans</i>ML,Software & Systems Modeling,,,,10.1007/s10270-011-0211-2,Esther GuerraJuan de LaraDimitrios S. KolovosRichard F. PaigeOsmar Marchi dos Santos,2011,https://link.springer.com/article/10.1007/s10270-011-0211-2,Article
Model Checking Agent Programs by Using the Program Interpreter,Computational Logic in Multi-Agent Systems,,,,10.1007/978-3-642-14977-1_17,Sung-Shik T. Q. JongmansKoen V. HindriksM. Birna van Riemsdijk,2010,https://link.springer.com/chapter/10.1007/978-3-642-14977-1_17,Conference paper
Performance Model Checking Scenario-Aware Dataflow,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-642-24310-3_5,Bart TheelenMarc GeilenJeroen Voeten,2011,https://link.springer.com/chapter/10.1007/978-3-642-24310-3_5,Conference paper
Welterweight Java,"Objects, Models, Components, Patterns",,,,10.1007/978-3-642-13953-6_6,Johan ÖstlundTobias Wrigstad,2010,https://link.springer.com/chapter/10.1007/978-3-642-13953-6_6,Conference paper
Strengthening Induction-Based Race Checking with Lightweight Static Analysis,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-642-18275-4_13,Alastair F. DonaldsonLeopold HallerDaniel Kroening,2011,https://link.springer.com/chapter/10.1007/978-3-642-18275-4_13,Conference paper
Recovery oriented programming: runtime monitoring of safety and liveness,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0200-3,Olga BrukmanShlomi Dolev,2011,https://link.springer.com/article/10.1007/s10009-011-0200-3,Article
Program Model Checking via Action Planning,Model Checking and Artificial Intelligence,,,,10.1007/978-3-642-20674-0_3,Stefan EdelkampMark KellershoffDamian Sulewski,2011,https://link.springer.com/chapter/10.1007/978-3-642-20674-0_3,Conference paper
Matching Logic: An Alternative to Hoare/Floyd Logic,Algebraic Methodology and Software Technology,,,,10.1007/978-3-642-17796-5_9,Grigore RoşuChucky EllisonWolfram Schulte,2011,https://link.springer.com/chapter/10.1007/978-3-642-17796-5_9,Conference paper
Confluence of aspects for sequence diagrams,Software & Systems Modeling,,,,10.1007/s10270-011-0212-1,Roy GrønmoRagnhild Kobro RundeBirger Møller-Pedersen,2011,https://link.springer.com/article/10.1007/s10270-011-0212-1,Article
On the realizability of collaborative services,Software & Systems Modeling,,,,10.1007/s10270-011-0216-x,Humberto Nicolás CastejónGregor von BochmannRolv Bræk,2011,https://link.springer.com/article/10.1007/s10270-011-0216-x,Article
CORAL: Solving Complex Constraints for Symbolic PathFinder,NASA Formal Methods,,,,10.1007/978-3-642-20398-5_26,Matheus SouzaMateus BorgesMarcelo d’AmorimCorina S. Păsăreanu,2011,https://link.springer.com/chapter/10.1007/978-3-642-20398-5_26,Conference paper
On the Adoption of Model Checking in Safety-Related Software Industry,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-642-24270-0_28,Alessandro FantechiStefania Gnesi,2011,https://link.springer.com/chapter/10.1007/978-3-642-24270-0_28,Conference paper
Automated Test Case Generation with SMT-Solving and Abstract Interpretation,NASA Formal Methods,,,,10.1007/978-3-642-20398-5_22,Jan PeleskaElena VorobevFlorian Lapschies,2011,https://link.springer.com/chapter/10.1007/978-3-642-20398-5_22,Conference paper
Encoding Ownership Types in Java,"Objects, Models, Components, Patterns",,,,10.1007/978-3-642-13953-6_15,Nicholas CameronJames Noble,2010,https://link.springer.com/chapter/10.1007/978-3-642-13953-6_15,Conference paper
Gradual Typestate,ECOOP 2011 – Object-Oriented Programming,,,,10.1007/978-3-642-22655-7_22,Roger WolffRonald GarciaÉric TanterJonathan Aldrich,2011,https://link.springer.com/chapter/10.1007/978-3-642-22655-7_22,Conference paper
