Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
On Using Static Analysis in Distributed System Testing,Engineering Distributed Objects,,,,10.1007/3-540-45254-0_13,Jessica Chen,2001,https://link.springer.com/chapter/10.1007/3-540-45254-0_13,Conference paper
Using a Formal Framework for Agent System Design,Formal Approaches to Agent-Based Systems,,,,10.1007/3-540-45484-5_29,V. CarchioloM. MalgeriG. Mangioni,2001,https://link.springer.com/chapter/10.1007/3-540-45484-5_29,Conference paper
Model checking JAVA programs using JAVA PathFinder,International Journal on Software Tools for Technology Transfer,,,,10.1007/s100090050043,Klaus HavelundThomas Pressburger,2000,https://link.springer.com/article/10.1007/s100090050043,Article
Towards Formal Specification and Verification in Cyberspace,Formal Approaches to Agent-Based Systems,,,,10.1007/3-540-45484-5_2,Stanislaw AmbroszkiewiczWojciech PenczekTomasz Nowak,2001,https://link.springer.com/chapter/10.1007/3-540-45484-5_2,Conference paper
Executing Formal Specifications with Concurrent Constraint Programming,Automated Software Engineering,,,,10.1023/A:1026554217992,Tim WahlsGary T. LeavensAlbert L. Baker,2000,https://link.springer.com/article/10.1023/A:1026554217992,Article
A formal software development approach using refinement calculus,Journal of Computer Science and Technology,,,,10.1007/BF02943203,Wang YunfengPang JunZha MingZhaohui YangZheng Guoliang,2001,https://link.springer.com/article/10.1007/BF02943203,Article
Reasoning about Complex Actions with Incomplete Knowledge: A Modal Approach,Theoretical Computer Science,,,,10.1007/3-540-45446-2_26,Matteo BaldoniLaura GiordanoAlberto MartelliViviana Patti,2001,https://link.springer.com/chapter/10.1007/3-540-45446-2_26,Conference paper
Improving Automata Generation for Linear Temporal Logic by Considering the Automaton Hierarchy,"Logic for Programming, Artificial Intelligence, and Reasoning",,,,10.1007/3-540-45653-8_3,K. Schneider,2001,https://link.springer.com/chapter/10.1007/3-540-45653-8_3,Conference paper
Design and Implementation of the High-Level Specification Language CSP(LP) in Prolog,Practical Aspects of Declarative Languages,,,,10.1007/3-540-45241-9_2,Michael Leuschel,2001,https://link.springer.com/chapter/10.1007/3-540-45241-9_2,Conference paper
Specification Based Testing: Towards Practice,Perspectives of System Informatics,,,,10.1007/3-540-45575-2_29,Alexander K. Petrenko,2001,https://link.springer.com/chapter/10.1007/3-540-45575-2_29,Conference paper
The ASM Workbench: A Tool Environment for Computer-Aided Analysis and Validation of Abstract State Machine Models,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-45319-9_40,Giuseppe Del Castillo,2001,https://link.springer.com/chapter/10.1007/3-540-45319-9_40,Conference paper
HMM: A Cluster Membership Service,Euro-Par 2001 Parallel Processing,,,,10.1007/3-540-44681-8_109,Francesc D. Muñoz-EscoíÓscar GomisPablo GaldámezJosé M. Bernabéu-Aubán,2001,https://link.springer.com/chapter/10.1007/3-540-44681-8_109,Conference paper
Failure Mode Analysis of CORBA Service Implementations,Middleware 2001,,,,10.1007/3-540-45518-3_12,Eric MarsdenJean-Charles Fabre,2001,https://link.springer.com/chapter/10.1007/3-540-45518-3_12,Conference paper
From Requirements to Validated Embedded Systems,Embedded Software,,,,10.1007/3-540-45449-7_5,Manfred BroyOscar Slotosch,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_5,Conference paper
Specifying and Debugging Security Protocols via Hereditary Harrop Formulas and λProlog ‐ A Case-study ‐,Functional and Logic Programming,,,,10.1007/3-540-44716-4_8,Giorgio Delzanno,2001,https://link.springer.com/chapter/10.1007/3-540-44716-4_8,Conference paper
The Metamodelling Language Calculus: Foundation Semantics for UML,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-45314-8_3,Tony ClarkAndy EvansStuart Kent,2001,https://link.springer.com/chapter/10.1007/3-540-45314-8_3,Conference paper
Binding-Time Annotations without Binding-Time Analysis,"Logic for Programming, Artificial Intelligence, and Reasoning",,,,10.1007/3-540-45653-8_49,Wim VanhoofMaurice Bruynooghe,2001,https://link.springer.com/chapter/10.1007/3-540-45653-8_49,Conference paper
A model checking project at philips research,Model Checking Software,,,,10.1007/3-540-45139-0_18,Leszek Holenderski,2001,https://link.springer.com/chapter/10.1007/3-540-45139-0_18,Conference paper
Using Decision Procedures with a Higher-Order Logic,Theorem Proving in Higher Order Logics,,,,10.1007/3-540-44755-5_3,Natarajan Shankar,2001,https://link.springer.com/chapter/10.1007/3-540-44755-5_3,Conference paper
Supporting Formal Verification of Crosscutting Concerns,Metalevel Architectures and Separation of Crosscutting Concerns,,,,10.1007/3-540-45429-2_12,Torsten NelsonDonald CowanPaulo Alencar,2001,https://link.springer.com/chapter/10.1007/3-540-45429-2_12,Conference paper
Rule-Based Specification of Behavioral Consistency Based on the UML Meta-model,"≪UML≫ 2001 — The Unified Modeling Language. Modeling Languages, Concepts, and Tools",,,,10.1007/3-540-45441-1_21,Gregor EngelsReiko HeckelJochen Malte Küster,2001,https://link.springer.com/chapter/10.1007/3-540-45441-1_21,Conference paper
Slicing Software for Model Construction,Higher-Order and Symbolic Computation,,,,10.1023/A:1026599015809,John HatcliffMatthew B. DwyerHongjun Zheng,2000,https://link.springer.com/article/10.1023/A:1026599015809,Article
Animation of the Generation and Computation of Finite Automata for Learning Software,Automata Implementation,,,,10.1007/3-540-45526-4_4,Beatrix BrauneStephan DiehlAndreas KerrenReinhard Wilhelm,2001,https://link.springer.com/chapter/10.1007/3-540-45526-4_4,Conference paper
How to Make FDR Spin LTL Model Checking of CSP by Refinement,FME 2001: Formal Methods for Increasing Software Productivity,,,,10.1007/3-540-45251-6_6,Michael LeuschelAndrew CurrieThierry Massart,2001,https://link.springer.com/chapter/10.1007/3-540-45251-6_6,Conference paper
A Method Engineering Language for the Description of Systems Development Methods,Advanced Information Systems Engineering,,,,10.1007/3-540-45341-5_33,Sjaak BrinkkemperMotoshi SaekiFrank Harmsen,2001,https://link.springer.com/chapter/10.1007/3-540-45341-5_33,Conference paper
An Extension of Dynamic Logic for Modelling OCL’s @pre Operator,Perspectives of System Informatics,,,,10.1007/3-540-45575-2_7,Thomas BaarBernhard BeckertPeter H. Schmitt,2001,https://link.springer.com/chapter/10.1007/3-540-45575-2_7,Conference paper
A-system: Declarative Programming with Abduction,Logic Programming and Nonmotonic Reasoning,,,,10.1007/3-540-45402-0_29,Bert Van NuffelenAntonis Kakas,2001,https://link.springer.com/chapter/10.1007/3-540-45402-0_29,Conference paper
Parameterized Verification of Multithreaded Software Libraries,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-45319-9_12,Thomas BallSagar ChakiSriram K. Rajamani,2001,https://link.springer.com/chapter/10.1007/3-540-45319-9_12,Conference paper
A Bounded Graph-Connect Construction for LR-regular Parsers,Compiler Construction,,,,10.1007/3-540-45306-7_17,Jacques FarréJosé Fortes Gálvez,2001,https://link.springer.com/chapter/10.1007/3-540-45306-7_17,Conference paper
Solving Regular Tree Grammar Based Constraints,Static Analysis,,,,10.1007/3-540-47764-0_13,Yanhong A. LiuNing LiScott D. Stoller,2001,https://link.springer.com/chapter/10.1007/3-540-47764-0_13,Conference paper
Saturation: An Efficient Iteration Strategy for Symbolic State—Space Generation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-45319-9_23,Gianfranco CiardoGerald LüttgenRadu Siminiceanu,2001,https://link.springer.com/chapter/10.1007/3-540-45319-9_23,Conference paper
Well-Founded Recursive Relations,Computer Science Logic,,,,10.1007/3-540-44802-0_34,Jean Goubault-Larrecq,2001,https://link.springer.com/chapter/10.1007/3-540-44802-0_34,Conference paper
Soft Scheduling for Hardware,Static Analysis,,,,10.1007/3-540-47764-0_4,Richard SharpAlan Mycroft,2001,https://link.springer.com/chapter/10.1007/3-540-47764-0_4,Conference paper
A Classification Scheme for Software Verification Tools with Regard to RTCA/DO-178B,"Computer Safety, Reliability and Security",,,,10.1007/3-540-45416-0_17,Günther ZoffmannManfred GingerlChristian ReumannGerald Sonneck,2001,https://link.springer.com/chapter/10.1007/3-540-45416-0_17,Conference paper
A Sequent Calculus for First-Order Dynamic Logic with Trace Modalities,Automated Reasoning,,,,10.1007/3-540-45744-5_51,Bernhard BeckertSteffen Schlager,2001,https://link.springer.com/chapter/10.1007/3-540-45744-5_51,Conference paper
Deriving Pre-conditions for Array Bound Check Elimination,Programs as Data Objects,,,,10.1007/3-540-44978-7_2,Wei-Ngan ChinSiau-Cheng KhooDana N. Xu,2001,https://link.springer.com/chapter/10.1007/3-540-44978-7_2,Conference paper
Experiments with Finite Tree Automata in Coq,Theorem Proving in Higher Order Logics,,,,10.1007/3-540-44755-5_25,Xavier RivalJean Goubault-Larrecq,2001,https://link.springer.com/chapter/10.1007/3-540-44755-5_25,Conference paper
A Framework for Goal-Directed Bottom-Up Evaluation of Functional Logic Programs,Functional and Logic Programming,,,,10.1007/3-540-44716-4_10,Jesús M. Almendros-JiménezAntonio Becerra-Terón,2001,https://link.springer.com/chapter/10.1007/3-540-44716-4_10,Conference paper
Automatic Synthesis of Agent Designs in UML,Formal Approaches to Agent-Based Systems,,,,10.1007/3-540-45484-5_12,Johann SchumannJon Whittle,2001,https://link.springer.com/chapter/10.1007/3-540-45484-5_12,Conference paper
Formal Techniques for Java Programs,Object-Oriented Technology,,,,10.1007/3-540-44555-2_4,Sophia DrossopoulouSusan EisenbachBart JacobsGary T. LeavensPeter Müller1Arnd Poetzsch-Heffter,2000,https://link.springer.com/chapter/10.1007/3-540-44555-2_4,Conference paper
A BDD-Based Model Checker for Recursive Programs,Computer Aided Verification,,,,10.1007/3-540-44585-4_30,Javier EsparzaStefan Schwoon,2001,https://link.springer.com/chapter/10.1007/3-540-44585-4_30,Conference paper
A Measurement Tool for Object Oriented Software and Measurement Experiments with It,New Approaches in Software Measurement,,,,10.1007/3-540-44704-0_4,Xinke LiZongtian LiuBiao PanDahong Xing,2001,https://link.springer.com/chapter/10.1007/3-540-44704-0_4,Conference paper
Cleanness Checking of String Manipulations in C Programs via Integer Analysis,Static Analysis,,,,10.1007/3-540-47764-0_12,Nurit DorMichael RodehMooly Sagiv,2001,https://link.springer.com/chapter/10.1007/3-540-47764-0_12,Conference paper
Object modelling languages: An evaluation and some key expectations for the future,Annals of Software Engineering,,,,10.1023/A:1018935632373,Franck BarbierBrian Henderson-Sellers,2000,https://link.springer.com/article/10.1023/A:1018935632373,Article
Measuring the Effectiveness of Partial Evaluation in Functional Logic Languages,Logic Based Program Synthesis and Transformation,,,,10.1007/3-540-45142-0_7,Elvira AlbertGermán VidalSergio Antoy,2001,https://link.springer.com/chapter/10.1007/3-540-45142-0_7,Conference paper
The Equivalence Problem for Computational Models: Decidable and Undecidable Cases,"Machines, Computations, and Universality",,,,10.1007/3-540-45132-3_8,Vladimir A. Zakharov,2001,https://link.springer.com/chapter/10.1007/3-540-45132-3_8,Conference paper
A Formal Semantics for OCL 1.4,"≪UML≫ 2001 — The Unified Modeling Language. Modeling Languages, Concepts, and Tools",,,,10.1007/3-540-45441-1_10,María Victoria CengarleAlexander Knapp,2001,https://link.springer.com/chapter/10.1007/3-540-45441-1_10,Conference paper
On Computing Solutions to Belief Change Scenarios,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,,,,10.1007/3-540-44652-4_45,James P. DelgrandeTorsten SchaubHans TompitsStefan Woltran,2001,https://link.springer.com/chapter/10.1007/3-540-44652-4_45,Conference paper
Agent Programming with Declarative Goals,Intelligent Agents VII Agent Theories Architectures and Languages,,,,10.1007/3-540-44631-1_16,Koen V. HindriksFrank S. de BoerWiebe van der HoekJohn-Jules Ch. Meyer,2001,https://link.springer.com/chapter/10.1007/3-540-44631-1_16,Conference paper
Automatically validating temporal safety properties of interfaces,Model Checking Software,,,,10.1007/3-540-45139-0_7,Thomas BallSriram K. Rajamani,2001,https://link.springer.com/chapter/10.1007/3-540-45139-0_7,Conference paper
Coherent Composition of Distributed Knowledge-Bases through Abduction,"Logic for Programming, Artificial Intelligence, and Reasoning",,,,10.1007/3-540-45653-8_43,Ofer ArieliBert Van NuffelenMarc DeneckerMaurice Bruynooghe,2001,https://link.springer.com/chapter/10.1007/3-540-45653-8_43,Conference paper
Decidable Navigation Logics for Object Structures,Computer Science Logic,,,,10.1007/3-540-44802-0_23,Frank S. de BoerRogier M. van Eijk,2001,https://link.springer.com/chapter/10.1007/3-540-44802-0_23,Conference paper
Reachability Analysis of Term Rewriting Systems with Timbuk,"Logic for Programming, Artificial Intelligence, and Reasoning",,,,10.1007/3-540-45653-8_48,Thomas GenetValérie Viet Triem Tong,2001,https://link.springer.com/chapter/10.1007/3-540-45653-8_48,Conference paper
Proof-Outlines for Threads in Java,CONCUR 2000 — Concurrency Theory,,,,10.1007/3-540-44618-4_18,Erika Ábrahám-MummFrank S. de Boer,2000,https://link.springer.com/chapter/10.1007/3-540-44618-4_18,Conference paper
Hyper-Automation System Applied to Geometry Demonstration Environment,Computer Aided Systems Theory — EUROCAST 2001,,,,10.1007/3-540-45654-6_36,Júlio P. MachadoMárcia R. NotareSimone A. CostaTiarajú A. DiverioP. Blauth Menezes,2001,https://link.springer.com/chapter/10.1007/3-540-45654-6_36,Conference paper
Declarative concurrency in Java,Parallel and Distributed Processing,,,,10.1007/3-540-45591-4_43,Rafael RamirezAndrew E. Santosa,2000,https://link.springer.com/chapter/10.1007/3-540-45591-4_43,Conference paper
Specification of Mixed Systems in Korrigan with the Support of a UML-Inspired Graphical Notation,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-45314-8_10,Christine ChoppyPascal PoizatJean-Claude Royer,2001,https://link.springer.com/chapter/10.1007/3-540-45314-8_10,Conference paper
Proving Correctness and Completeness of Normal Programs — A Declarative Approach,Logic Programming,,,,10.1007/3-540-45635-X_27,Włodzimierz DrabentMirosława Miłkowska,2001,https://link.springer.com/chapter/10.1007/3-540-45635-X_27,Conference paper
Static Transition Compression,"Semantics, Applications, and Implementation of Program Generation",,,,10.1007/3-540-44806-3_6,Daniel DamianOlivier Danvy,2001,https://link.springer.com/chapter/10.1007/3-540-44806-3_6,Conference paper
Reliable Agent Computation: An Algebraic Approach,"Intelligent Agents: Specification, Modeling, and Applications",,,,10.1007/3-540-44637-0_3,David Kinny,2001,https://link.springer.com/chapter/10.1007/3-540-44637-0_3,Conference paper
Model-Checking LTL with Regular Valuations for Pushdown Systems,Theoretical Aspects of Computer Software,,,,10.1007/3-540-45500-0_16,Javier EsparzaAntonín KučeraStefan Schwoon,2001,https://link.springer.com/chapter/10.1007/3-540-45500-0_16,Conference paper
Automated Verification of a Randomized Distributed Consensus Protocol Using Cadence SMV and PRISM?,Computer Aided Verification,,,,10.1007/3-540-44585-4_17,Marta KwiatkowskaGethin NormanRoberto Segala,2001,https://link.springer.com/chapter/10.1007/3-540-44585-4_17,Conference paper
Towards Development of Secure Systems Using UMLsec,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-45314-8_14,Jan Jürjens,2001,https://link.springer.com/chapter/10.1007/3-540-45314-8_14,Conference paper
Simulation-based Testing of Communication Protocols for Dependable Embedded Systems,The Journal of Supercomputing,,,,10.1023/A:1008185530601,Guillermo A. AlvarezFlaviu Cristian,2000,https://link.springer.com/article/10.1023/A:1008185530601,Article
Watchpoint Semantics: A Tool for Compositional and Focussed Static Analyses,Static Analysis,,,,10.1007/3-540-47764-0_8,Fausto Spoto,2001,https://link.springer.com/chapter/10.1007/3-540-47764-0_8,Conference paper
Process-Algebraic Foundations of Aspect-Oriented Programming,Metalevel Architectures and Separation of Crosscutting Concerns,,,,10.1007/3-540-45429-2_14,James H. Andrews,2001,https://link.springer.com/chapter/10.1007/3-540-45429-2_14,Conference paper
A Semi-monad for Semi-structured Data (ICDT Version),Database Theory — ICDT 2001,,,,10.1007/3-540-44503-X_18,Mary FernandezJerome SimeonPhilip Wadler,2001,https://link.springer.com/chapter/10.1007/3-540-44503-X_18,Conference paper
Boolean and Cartesian Abstraction for Model Checking C Programs,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-45319-9_19,Thomas BallAndreas PodelskiSriram K. Rajamani,2001,https://link.springer.com/chapter/10.1007/3-540-45319-9_19,Conference paper
Mechanized result verification: an industrial application,International Journal on Software Tools for Technology Transfer,,,,10.1007/PL00010809,Paolo TraversoPiergiorgio Bertoli,2000,https://link.springer.com/article/10.1007/PL00010809,Article
Testing MetaObject Protocols Generated by Open Compilers for Safety-Critical Systems,Metalevel Architectures and Separation of Crosscutting Concerns,,,,10.1007/3-540-45429-2_11,Juan Carlos RuizJean-Charles FabrePascale Thévenod-Fosse,2001,https://link.springer.com/chapter/10.1007/3-540-45429-2_11,Conference paper
The UDP Calculus: Rigorous Semantics for Real Networking,Theoretical Aspects of Computer Software,,,,10.1007/3-540-45500-0_27,Andrei SerjantovPeter SewellKeith Wansbrough,2001,https://link.springer.com/chapter/10.1007/3-540-45500-0_27,Conference paper
Classification of Security Properties,Foundations of Security Analysis and Design,,,,10.1007/3-540-45608-2_6,Riccardo FocardiRoberto Gorrieri,2001,https://link.springer.com/chapter/10.1007/3-540-45608-2_6,Conference paper
Parallel Refinement Mechanisms for Real-Time Systems,Fundamental Approaches to Software Engineering,,,,10.1007/3-540-46428-X_4,Paul Z. KolanoRichard A. KemmererDino Mandrioli,2000,https://link.springer.com/chapter/10.1007/3-540-46428-X_4,Conference paper
Fluents: A Refactoring of Prolog for Uniform Reflection and Interoperation with External Objects,Computational Logic — CL 2000,,,,10.1007/3-540-44957-4_82,Paul Tarau,2000,https://link.springer.com/chapter/10.1007/3-540-44957-4_82,Conference paper
Model-Checking Multi-threaded Distributed Java Programs,SPIN Model Checking and Software Verification,,,,10.1007/10722468_14,Scott D. Stoller,2000,https://link.springer.com/chapter/10.1007/10722468_14,Conference paper
Non-structural Subtype Entailment in Automata Theory,Theoretical Aspects of Computer Software,,,,10.1007/3-540-45500-0_18,Joachim NiehrenTim Priesnitz,2001,https://link.springer.com/chapter/10.1007/3-540-45500-0_18,Conference paper
Are Smart Cards the Ideal Domain for Applying Formal Methods,ZB 2000: Formal Specification and Development in Z and B,,,,10.1007/3-540-44525-0_21,Jean-Louis Lanet,2000,https://link.springer.com/chapter/10.1007/3-540-44525-0_21,Conference paper
A real-time version of SequenceL,Annals of Software Engineering,,,,10.1023/A:1018994423287,Daniel E. CookeDavid Dampier,1999,https://link.springer.com/article/10.1023/A:1018994423287,Article
Mathematical Models of Computer Security,Foundations of Security Analysis and Design,,,,10.1007/3-540-45608-2_1,Peter Y. A. Ryan,2001,https://link.springer.com/chapter/10.1007/3-540-45608-2_1,Conference paper
An Execution Architecture for GSL,ZB 2000: Formal Specification and Development in Z and B,,,,10.1007/3-540-44525-0_23,Bill Stoddart,2000,https://link.springer.com/chapter/10.1007/3-540-44525-0_23,Conference paper
Abstract State Machines at the Cusp of the Millenium,Abstract State Machines - Theory and Applications,,,,10.1007/3-540-44518-8_1,Egon Börger,2000,https://link.springer.com/chapter/10.1007/3-540-44518-8_1,Conference paper
Dynamic Meta Modeling: A Graphical Approach to the Operational Semantics of Behavioral Diagrams in UML,≪UML≫ 2000 — The Unified Modeling Language,,,,10.1007/3-540-40011-7_23,Gregor EngelsJan Hendrik HausmannReiko HeckelStefan Sauer,2000,https://link.springer.com/chapter/10.1007/3-540-40011-7_23,Conference paper
Memory Management: An Abstract Formulation of Incremental Tracing,Types for Proofs and Programs,,,,10.1007/3-540-44557-9_9,Healfdene GoguenRichard BrooksbyRod Burstall,2000,https://link.springer.com/chapter/10.1007/3-540-44557-9_9,Conference paper
Fail-Stop Components by Pattern Matching,Formal Methods for Open Object-Based Distributed Systems IV,,,,10.1007/978-0-387-35520-7_18,Tomasz JanowskiWojciech I. Mostowski,2000,https://link.springer.com/chapter/10.1007/978-0-387-35520-7_18,Conference paper
Active Networks Architecture Using Declarative Language,Active Networks,,,,10.1007/3-540-40057-5_3,Shinichi KomatsuTadashi Ohta,2000,https://link.springer.com/chapter/10.1007/3-540-40057-5_3,Conference paper
A Principled Semantics for inp,Coordination Languages and Models,,,,10.1007/3-540-45263-X_4,Jeremy L. JacobAlan M. Wood,2000,https://link.springer.com/chapter/10.1007/3-540-45263-X_4,Conference paper
Linear Time Self-Interpretation of the Pure Lambda Calculus,Perspectives of System Informatics,,,,10.1007/3-540-46562-6_11,Torben Æ. Mogensen,2000,https://link.springer.com/chapter/10.1007/3-540-46562-6_11,Conference paper
Logic Verification of ANSI-C Code with SPIN,SPIN Model Checking and Software Verification,,,,10.1007/10722468_8,Gerard J. Holzmann,2000,https://link.springer.com/chapter/10.1007/10722468_8,Conference paper
The Temporal Rover and the ATG Rover,SPIN Model Checking and Software Verification,,,,10.1007/10722468_19,Doron Drusinsky,2000,https://link.springer.com/chapter/10.1007/10722468_19,Conference paper
A Language Framework for Expressing Checkable Properties of Dynamic Software,SPIN Model Checking and Software Verification,,,,10.1007/10722468_13,James C. CorbettMatthew B. DwyerJohn HatcliffRobby,2000,https://link.springer.com/chapter/10.1007/10722468_13,Conference paper
Automatic Implementation of Distributed Systems Formal Specifications,Parallel and Distributed Processing,,,,10.1007/3-540-45591-4_139,Luiz Henrique Castelo BrancoAntonio Francisco do PradoWanderley Lopes de SouzaMarcelo Sant’Anna,2000,https://link.springer.com/chapter/10.1007/3-540-45591-4_139,Conference paper
Probabilistic Asynchronous π-Calculus,Foundations of Software Science and Computation Structures,,,,10.1007/3-540-46432-8_10,Oltea Mihaela HerescuCatuscia Palamidessi,2000,https://link.springer.com/chapter/10.1007/3-540-46432-8_10,Conference paper
On the Formal Semantics of SDL-2000:A Compilation Approach Based on an Abstract SDL Machine,Abstract State Machines - Theory and Applications,,,,10.1007/3-540-44518-8_14,Robert EschbachUwe GlässerReinhard GotzheinAndreas Prinz,2000,https://link.springer.com/chapter/10.1007/3-540-44518-8_14,Conference paper
Rewriting Logic and Maude: A Wide-Spectrum Semantic Framework for Object-Based Distributed Systems,Formal Methods for Open Object-Based Distributed Systems IV,,,,10.1007/978-0-387-35520-7_5,José Meseguer,2000,https://link.springer.com/chapter/10.1007/978-0-387-35520-7_5,Conference paper
Object-Orientation and Operating Systems,Object-Oriented Technology,,,,10.1007/3-540-44555-2_3,Francisco BallesterosFrank SchubertAshish SinghaiDario Alvarez GutierrezReinhard Meyer,2000,https://link.springer.com/chapter/10.1007/3-540-44555-2_3,Conference paper
REM (Reduce Elan Machine): Core of the New ELAN Compiler,Rewriting Techniques and Applications,,,,10.1007/10721975_19,Pierre-Etienne Moreau,2000,https://link.springer.com/chapter/10.1007/10721975_19,Conference paper
Composition and Submachine Concepts for Sequential ASMs,Computer Science Logic,,,,10.1007/3-540-44622-2_3,Egon BörgerJoachim Schmid,2000,https://link.springer.com/chapter/10.1007/3-540-44622-2_3,Conference paper
Verifying Compilers and ASMs or ASMs for Uniform Description of Multistep Transformations,Abstract State Machines - Theory and Applications,,,,10.1007/3-540-44518-8_11,Gerhard GoosWolf Zimmermann,2000,https://link.springer.com/chapter/10.1007/3-540-44518-8_11,Conference paper
Reactive Agents Based Autonomous Transport System,The State of the Art in Computational Intelligence,,,,10.1007/978-3-7908-1844-4_66,Milan Schmotzer,2000,https://link.springer.com/chapter/10.1007/978-3-7908-1844-4_66,Conference paper
Rewriting Logic and Maude: Concepts and Applications,Rewriting Techniques and Applications,,,,10.1007/10721975_1,José Meseguer,2000,https://link.springer.com/chapter/10.1007/10721975_1,Conference paper
Diagrammatic Control of Diagrammatic Structure Generation,Theory and Application of Diagrams,,,,10.1007/3-540-44590-0_35,Stefan GrunerMurat Kurt,2000,https://link.springer.com/chapter/10.1007/3-540-44590-0_35,Conference paper
Polyvariant Flow Analysis with Constrained Types,Programming Languages and Systems,,,,10.1007/3-540-46425-5_25,Scott F. SmithTiejun Wang,2000,https://link.springer.com/chapter/10.1007/3-540-46425-5_25,Conference paper
On the Expressiveness of Event Notification in Data-Driven Coordination Languages,Programming Languages and Systems,,,,10.1007/3-540-46425-5_3,Nadia BusiGianluigi Zavattaro,2000,https://link.springer.com/chapter/10.1007/3-540-46425-5_3,Conference paper
Scenario-Based Hypersequential Programming,International Journal of Parallel Programming,,,,10.1023/A:1007596132256,Naoshi UchihiraHideji KawataFumitaka Tamura,2000,https://link.springer.com/article/10.1023/A:1007596132256,Article
Infinite State Model Checking by Abstract Interpretation and Program Specialisation,Logic-Based Program Synthesis and Transformation,,,,10.1007/10720327_5,Michael LeuschelThierry Massart,2000,https://link.springer.com/chapter/10.1007/10720327_5,Conference paper
Extending ConGolog to Allow Partial Ordering,"Intelligent Agents VI. Agent Theories, Architectures, and Languages",,,,10.1007/10719619_14,Chitta BaralTran Cao Son,2000,https://link.springer.com/chapter/10.1007/10719619_14,Conference paper
Total-Correctness Refinement for Sequential Reactive Systems,Theorem Proving in Higher Order Logics,,,,10.1007/3-540-44659-1_20,Paul B. Jackson,2000,https://link.springer.com/chapter/10.1007/3-540-44659-1_20,Conference paper
MATOU: An Implementation of Mode-Automata,Compiler Construction,,,,10.1007/3-540-46423-9_17,Florence MaraninchiYann RémondYannick Raoul,2000,https://link.springer.com/chapter/10.1007/3-540-46423-9_17,Conference paper
Specifying Processes with Dynamic Life Cycles,Advanced Information Systems Engineering,,,,10.1007/3-540-45140-4_14,Rick van Rein,2000,https://link.springer.com/chapter/10.1007/3-540-45140-4_14,Conference paper
A Prototype Proof Translator from HOL to Coq,Theorem Proving in Higher Order Logics,,,,10.1007/3-540-44659-1_8,Ewen Denney,2000,https://link.springer.com/chapter/10.1007/3-540-44659-1_8,Conference paper
VIP: A Visual Editor and Compiler for v-Promela,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/3-540-46419-0_32,Moataz KamelStefan Leue,2000,https://link.springer.com/chapter/10.1007/3-540-46419-0_32,Conference paper
A Module Based Analysis for Memory Reuse in Mercury,Computational Logic — CL 2000,,,,10.1007/3-540-44957-4_84,Nancy MazurGerda JanssensMaurice Bruynooghe,2000,https://link.springer.com/chapter/10.1007/3-540-44957-4_84,Conference paper
NUSMV: a new symbolic model checker,International Journal on Software Tools for Technology Transfer,,,,10.1007/s100090050046,Alessandro CimattiEdmund ClarkeFausto GiunchigliaMarco Roveri,2000,https://link.springer.com/article/10.1007/s100090050046,Article
Bebop: A Symbolic Model Checker for Boolean Programs,SPIN Model Checking and Software Verification,,,,10.1007/10722468_7,Thomas BallSriram K. Rajamani,2000,https://link.springer.com/chapter/10.1007/10722468_7,Conference paper
The Universal Resolving Algorithm: Inverse Computation in a Functional Language,Mathematics of Program Construction,,,,10.1007/10722010_13,Sergei AbramovRobert Glück,2000,https://link.springer.com/chapter/10.1007/10722010_13,Conference paper
XMC: A Logic-Programming-Based Verification&#xa0;Toolset,Computer Aided Verification,,,,10.1007/10722167_48,C. R. RamakrishnanI. V. RamakrishnanScott A. SmolkaYifei DongXiaoqun DuAbhik RoychoudhuryV. N. Venkatakrishnan,2000,https://link.springer.com/chapter/10.1007/10722167_48,Conference paper
Executing Transactions in Zero-Safe Nets,Application and Theory of Petri Nets 2000,,,,10.1007/3-540-44988-4_7,Roberto BruniUgo Montanari,2000,https://link.springer.com/chapter/10.1007/3-540-44988-4_7,Conference paper
Formal Methods for Industrial Products,ZB 2000: Formal Specification and Development in Z and B,,,,10.1007/3-540-44525-0_22,Susan StepneyDavid Cooper,2000,https://link.springer.com/chapter/10.1007/3-540-44525-0_22,Conference paper
Towards Semantics of Self-Adaptive Software,Self-Adaptive Software,,,,10.1007/3-540-44584-6_5,Duško Pavlović,2000,https://link.springer.com/chapter/10.1007/3-540-44584-6_5,Conference paper
A Deterministic Shift-Reduce Parser Generator for a Logic Programming Language,Computational Logic — CL 2000,,,,10.1007/3-540-44957-4_88,Chuck Liang,2000,https://link.springer.com/chapter/10.1007/3-540-44957-4_88,Conference paper
